cellBC	cell_state
c494	-1
c1590	-10
c2215	-6
c2311	-10
c2390	-9
c2401	-9
c2560	-1
c2840	-11
c3696	-13
c3713	-11
c3760	-6
c3802	-9
c3848	-10
c3967	-11
c3985	-9
c3994	-9
c4151	-9
c4166	-9
c4343	-10
c4548	-6
c4573	-11
c4706	-1
c4938	-1
c5005	-6
c5040	-13
c5257	-11
c5321	-10
c5382	-11
c5406	-9
c5439	-9
c5455	-1
c5467	-11
c5556	-9
c5672	-9
c5683	-13
c5750	-1
c5864	-6
c5998	-1
c6043	-11
c6172	-11
c6202	-6
c6223	-1
c6264	-11
c6280	-10
c6297	-13
c6404	-9
c6412	-1
c6422	-1
c6426	-6
c6439	-10
c6505	-10
c6518	-6
c6534	-11
c6709	-1
c6795	-1
c6841	-10
c6876	-1
c6943	-10
c7017	-13
c7071	-10
c7100	-11
c7164	-11
c7198	-9
c7218	-13
c7326	-1
c7334	-6
c7421	-9
c7484	-11
c7515	-9
c7593	-6
c7638	-10
c7769	-6
c7808	-1
c7810	-9
c7929	-13
c7941	-9
c8014	-9
c8097	-9
c8143	-9
c8163	-10
c8192	-10
c8338	-13
c8363	-9
c8431	-1
c8446	-1
c8450	-6
c8473	-1
c8550	-6
c8553	-13
c8575	-10
c8687	-6
c8696	-9
c8709	-6
c8813	-10
c8815	-1
c8858	-6
c8944	-1
c8978	-1
c9009	-9
c9029	-13
c9036	-9
c9070	-1
c9157	-11
c9237	-6
c9258	-1
c9334	-9
c9414	-6
c9419	-6
c9471	-9
c9510	-9
c9535	-1
c9631	-6
c9642	-6
c9643	-6
c9665	-1
c9715	-10
c9742	-9
c9816	-10
c9849	-6
c9893	-6
c9913	-9
c9931	-11
c9990	-9
c9992	-9
c10001	-13
c10016	-1
c10040	-13
c10064	-1
c10083	-1
c10126	-13
c10178	-10
c10190	-9
c10221	-13
c10261	-1
c10295	-13
c10300	-10
c10307	-9
c10366	-10
c10368	-13
c10389	-6
c10406	-6
c10419	-9
c10439	-6
c10459	-1
c10515	-13
c10526	-13
c10615	-1
c10634	-11
c10681	-10
c10773	-9
c10798	-11
c10830	-6
c10831	-6
c10840	-11
c10850	-1
c10871	-10
c10887	-1
c10923	-1
c10950	-11
c10969	-9
c10975	-9
c10984	-1
c10988	-13
c11046	-10
c11069	-10
c11075	-9
c11078	-9
c11084	-1
c11100	-13
c11143	-1
c11159	-9
c11220	-9
c11233	-10
c11252	-6
c11254	-9
c11272	-13
c11273	-13
c11283	-9
c11287	-9
c11325	-6
c11329	-13
c11422	-1
c11440	-1
c11464	-9
c11592	-6
c11633	-1
c11640	-13
c11676	-10
c11764	-9
c11771	-13
c11772	-1
c11779	-9
c11826	-10
c11839	-1
c11876	-10
c11940	-1
c11942	-13
c12006	-10
c12014	-9
c12018	-10
c12029	-13
c12039	-1
c12049	-1
c12082	-9
c12084	-10
c12093	-1
c12112	-10
c12127	-1
c12196	-10
c12197	-10
c12242	-9
c12281	-11
c12313	-13
c12316	-13
c12321	-9
c12325	-1
c12342	-13
c12360	-10
c12414	-10
c12416	-6
c12420	-1
c12431	-1
c12452	-6
c12495	-13
c12508	-11
c12530	-9
c12535	-11
c12553	-11
c12570	-11
c12583	-11
c12597	-13
c12631	-6
c12652	-9
c12677	-6
c12687	-9
c12762	-10
c12769	-11
c12770	-1
c12788	-11
c12790	-10
c12797	-11
c12832	-10
c12868	-9
c12870	-13
c12879	-10
c12897	-11
c12900	-9
c12907	-13
c12959	-13
c12962	-10
c12963	-10
c12991	-9
c13060	-13
c13075	-1
c13137	-1
c13138	-1
c13149	-1
c13159	-10
c13175	-6
c13181	-10
c13185	-9
c13187	-1
c13192	-10
c13207	-13
c13324	-13
c13360	-9
c13369	-9
c13400	-9
c13414	-13
c13468	-10
c13487	-6
c13493	-6
c13497	-13
c13507	-9
c13512	-1
c13530	-13
c13566	-11
c13627	-6
c13640	-11
c13645	-9
c13653	-9
c13664	-11
c13666	-11
c13678	-9
c13680	-11
c13682	-13
c13691	-9
c13716	-1
c13760	-9
c13831	-9
c13836	-9
c13845	-9
c13860	-9
c13867	-1
c13880	-9
c13921	-6
c13965	-9
c13967	-13
c13995	-9
c14004	-13
c14012	-9
c14018	-11
c14076	-9
c14078	-1
c14106	-1
c14109	-10
c14136	-11
c14147	-11
c14163	-9
c14178	-9
c14180	-13
c14211	-11
c14239	-9
c14257	-13
c14316	-6
c14317	-6
c14341	-1
c14347	-1
c14351	-1
c14365	-9
c14382	-10
c14383	-10
c14388	-13
c14423	-11
c14426	-9
c14449	-10
c14465	-11
c14486	-9
c14498	-1
c14521	-11
c14536	-6
c14574	-9
c14575	-9
c14583	-9
c14584	-9
c14585	-9
c14587	-1
c14608	-11
c14622	-6
c14666	-11
c14691	-9
c14704	-11
c14705	-11
c14732	-1
c14774	-1
c14776	-1
c14787	-9
c14796	-9
c14824	-1
c14844	-9
c14847	-6
c14862	-9
c14886	-13
c14891	-13
c14894	-9
c14896	-13
c14898	-1
c14933	-1
c14937	-11
c14948	-1
c14949	-1
c14978	-11
c14983	-6
c14999	-9
c15003	-9
c15016	-13
c15045	-11
c15072	-1
c15079	-9
c15114	-13
c15129	-6
c15138	-13
c15158	-10
c15164	-11
c15195	-9
c15217	-10
c15219	-1
c15243	-1
c15244	-1
c15260	-13
c15261	-13
c15266	-6
c15271	-9
c15284	-1
c15323	-1
c15346	-9
c15371	-9
c15374	-6
c15385	-9
c15400	-9
c15423	-1
c15429	-1
c15433	-1
c15458	-1
c15467	-1
c15476	-1
c15504	-11
c15519	-13
c15522	-1
c15544	-1
c15557	-10
c15564	-9
c15606	-1
c15626	-9
c15627	-9
c15671	-13
c15731	-6
c15737	-10
c15756	-1
c15780	-11
c15802	-1
c15836	-6
c15843	-11
c15847	-6
c15856	-9
c15877	-11
c15919	-1
c15935	-1
c15937	-9
c15955	-11
c15964	-9
c15993	-13
c16033	-6
c16038	-9
c16055	-9
c16072	-6
c16078	-6
c16080	-10
c16092	-11
c16093	-11
c16142	-11
c16157	-6
c16160	-1
c16171	-1
c16203	-1
c16209	-9
c16232	-1
c16237	-1
c16259	-11
c16266	-10
c16275	-9
c16277	-10
c16324	-10
c16337	-1
c16341	-10
c16365	-1
c16372	-9
c16379	-13
c16380	-1
c16391	-9
c16396	-1
c16458	-13
c16485	-6
c16488	-9
c16527	-13
c16547	-6
c16556	-11
c16562	-9
c16571	-9
c16574	-11
c16576	-6
c16590	-10
c16591	-10
c16616	-10
c16618	-11
c16633	-13
c16651	-9
c16686	-1
c16694	-9
c16701	-11
c16707	-1
c16710	-1
c16719	-1
c16720	-9
c16743	-10
c16750	-6
c16756	-6
c16762	-9
c16767	-10
c16775	-9
c16795	-11
c16798	-10
c16807	-1
c16816	-1
c16842	-9
c16847	-10
c16859	-1
c16864	-9
c16868	-6
c16884	-9
c16889	-13
c16896	-1
c16906	-9
c16930	-10
c16959	-1
c16989	-1
c16991	-1
c17001	-9
c17007	-1
c17026	-9
c17065	-1
c17072	-9
c17074	-10
c17086	-13
c17089	-6
c17096	-9
c17112	-1
c17144	-6
c17145	-6
c17181	-9
c17186	-6
c17198	-10
c17239	-11
c17259	-1
c17279	-11
c17291	-9
c17293	-1
c17296	-6
c17300	-11
c17308	-9
c17314	-11
c17317	-6
c17328	-11
c17332	-1
c17335	-11
c17344	-1
c17347	-9
c17363	-9
c17402	-6
c17431	-1
c17454	-6
c17456	-9
c17466	-1
c17474	-1
c17493	-9
c17506	-11
c17513	-10
c17520	-6
c17542	-6
c17550	-13
c17560	-1
c17566	-11
c17601	-1
c17603	-11
c17610	-11
c17611	-11
c17614	-6
c17624	-1
c17625	-1
c17626	-10
c17631	-9
c17646	-10
c17663	-11
c17666	-11
c17674	-13
c17696	-13
c17717	-9
c17720	-1
c17727	-6
c17747	-10
c17751	-10
c17753	-11
c17768	-11
c17784	-13
c17791	-6
c17829	-9
c17831	-11
c17839	-1
c17849	-1
c17871	-10
c17877	-13
c17886	-9
c17914	-1
c17926	-1
c17944	-9
c17962	-6
c17966	-9
c17972	-9
c17974	-1
c17977	-9
c17984	-9
c17987	-13
c18009	-6
c18012	-9
c18014	-6
c18024	-10
c18041	-13
c18043	-9
c18053	-9
c18056	-9
c18061	-9
c18070	-6
c18071	-6
c18088	-10
c18094	-9
c18118	-10
c18148	-9
c18165	-13
c18189	-1
c18190	-9
c18191	-9
c18197	-1
c18200	-13
c18207	-9
c18228	-13
c18247	-13
c18248	-9
c18255	-1
c18265	-1
c18278	-13
c18290	-13
c18302	-10
c18306	-1
c18317	-6
c18335	-13
c18337	-11
c18364	-11
c18366	-6
c18369	-1
c18371	-1
c18385	-13
c18394	-1
c18405	-10
c18421	-11
c18428	-1
c18429	-1
c18449	-13
c18473	-9
c18475	-9
c18493	-6
c18496	-1
c18505	-1
c18506	-1
c18516	-6
c18521	-10
c18522	-9
c18531	-6
c18535	-1
c18548	-9
c18563	-1
c18591	-6
c18595	-10
c18609	-1
c18614	-9
c18624	-9
c18667	-1
c18681	-10
c18684	-11
c18697	-9
c18701	-13
c18709	-9
c18710	-9
c18714	-11
c18719	-1
c18721	-9
c18734	-1
c18737	-9
c18776	-9
c18778	-11
c18789	-13
c18800	-1
c18804	-1
c18815	-9
c18817	-9
c18830	-10
c18833	-9
c18855	-10
c18860	-10
c18882	-1
c18890	-9
c18910	-9
c18925	-1
c18932	-9
c18938	-9
c18940	-13
c18953	-9
c18956	-9
c18964	-1
c18966	-11
c18979	-11
c19004	-10
c19005	-10
c19006	-1
c19009	-1
c19025	-1
c19031	-9
c19072	-1
c19106	-1
c19112	-11
c19130	-9
c19137	-13
c19146	-13
c19148	-6
c19168	-1
c19174	-13
c19201	-1
c19207	-9
c19208	-10
c19223	-10
c19234	-9
c19252	-9
c19277	-9
c19293	-9
c19307	-11
c19314	-6
c19342	-9
c19344	-11
c19351	-1
c19353	-6
c19354	-13
c19367	-10
c19391	-9
c19417	-1
c19443	-9
c19447	-1
c19461	-1
c19470	-13
c19480	-1
c19505	-9
c19514	-10
c19515	-10
c19545	-6
c19563	-6
c19582	-9
c19594	-1
c19597	-9
c19607	-9
c19617	-1
c19639	-11
c19647	-1
c19651	-1
c19653	-1
c19661	-1
c19665	-9
c19694	-1
c19698	-10
c19699	-10
c19721	-10
c19729	-9
c19730	-1
c19734	-10
c19735	-10
c19739	-9
c19743	-6
c19755	-13
c19756	-13
c19788	-13
c19795	-1
c19811	-9
c19818	-9
c19829	-1
c19832	-11
c19837	-10
c19841	-11
c19846	-9
c19865	-9
c19873	-13
c19894	-1
c19896	-6
c19921	-13
c19923	-9
c19945	-11
c19947	-13
c19956	-9
c19968	-9
c19973	-13
c19979	-11
c19992	-13
c19995	-11
c19996	-13
c20000	-1
c20006	-1
c20020	-11
c20021	-11
c20030	-9
c20034	-11
c20038	-1
c20070	-9
c20075	-1
c20083	-6
c20129	-1
c20144	-1
c20150	-1
c20151	-1
c20157	-9
c20159	-11
c20171	-13
c20183	-10
c20193	-9
c20213	-9
c20266	-13
c20267	-13
c20272	-10
c20279	-13
c20282	-13
c20311	-10
c20333	-11
c20350	-1
c20375	-1
c20384	-13
c20387	-11
c20398	-6
c20399	-6
c20405	-1
c20406	-1
c20410	-1
c20421	-9
c20431	-6
c20442	-13
c20453	-1
c20464	-10
c20465	-10
c20472	-9
c20475	-11
c20477	-9
c20480	-1
c20497	-11
c20506	-11
c20512	-9
c20519	-1
c20523	-11
c20527	-13
c20530	-9
c20543	-13
c20546	-1
c20565	-1
c20571	-10
c20577	-1
c20579	-11
c20585	-1
c20600	-6
c20601	-6
c20615	-1
c20619	-10
c20622	-9
c20624	-13
c20630	-1
c20644	-6
c20645	-6
c20647	-1
c20663	-10
c20680	-1
c20681	-1
c20683	-1
c20707	-9
c20725	-9
c20740	-11
c20748	-1
c20754	-1
c20756	-13
c20762	-9
c20777	-6
c20782	-1
c20792	-1
c20797	-1
c20798	-6
c20803	-10
c20808	-13
c20812	-6
c20825	-1
c20828	-9
c20840	-9
c20854	-1
c20861	-10
c20878	-10
c20882	-11
c20890	-1
c20897	-9
c20900	-9
c20921	-6
c20968	-13
c20978	-6
c20986	-10
c20991	-10
c20994	-10
c21015	-13
c21054	-1
c21076	-11
c21077	-11
c21095	-9
c21120	-1
c21134	-9
c21137	-1
c21147	-9
c21148	-9
c21180	-10
c21183	-10
c21191	-1
c21202	-13
c21211	-11
c21213	-1
c21219	-1
c21228	-9
c21233	-1
c21235	-9
c21241	-9
c21254	-9
c21261	-9
c21270	-13
c21274	-13
c21287	-11
c21289	-9
c21326	-6
c21345	-9
c21353	-1
c21354	-11
c21360	-6
c21369	-1
c21412	-1
c21429	-13
c21441	-9
c21474	-9
c21491	-1
c21503	-9
c21524	-1
c21532	-9
c21539	-6
c21566	-9
c21568	-13
c21572	-9
c21574	-6
c21575	-6
c21578	-11
c21592	-1
c21616	-6
c21619	-6
c21631	-11
c21653	-10
c21696	-9
c21706	-9
c21717	-11
c21730	-6
c21738	-6
c21739	-6
c21740	-9
c21748	-1
c21763	-13
c21773	-9
c21796	-9
c21797	-9
c21799	-1
c21826	-1
c21837	-1
c21840	-6
c21850	-6
c21852	-1
c21861	-1
c21871	-13
c21874	-1
c21876	-1
c21879	-13
c21903	-1
c21906	-13
c21915	-11
c21938	-1
c21958	-6
c21959	-6
c21969	-1
c21972	-9
c21974	-10
c21983	-11
c21988	-1
c22030	-11
c22050	-6
c22053	-11
c22054	-9
c22064	-10
c22066	-9
c22075	-6
c22086	-1
c22108	-9
c22110	-9
c22130	-10
c22142	-10
c22143	-10
c22151	-13
c22152	-1
c22155	-13
c22158	-6
c22162	-9
c22181	-6
c22185	-6
c22189	-1
c22193	-9
c22195	-10
c22197	-1
c22219	-6
c22226	-1
c22232	-13
c22256	-1
c22257	-1
c22265	-1
c22292	-10
c22305	-1
c22309	-1
c22351	-11
c22353	-10
c22362	-13
c22384	-1
c22407	-10
c22409	-1
c22422	-9
c22424	-1
c22435	-6
c22439	-9
c22452	-13
c22465	-9
c22482	-10
c22488	-6
c22492	-1
c22497	-10
c22530	-11
c22537	-1
c22546	-10
c22548	-6
c22550	-1
c22564	-9
c22588	-1
c22589	-1
c22590	-9
c22598	-11
c22606	-11
c22633	-10
c22634	-1
c22657	-6
c22660	-9
c22664	-13
c22667	-13
c22678	-11
c22682	-11
c22691	-9
c22700	-10
c22707	-9
c22709	-13
c22751	-11
c22754	-6
c22764	-13
c22778	-13
c22780	-1
c22801	-13
c22808	-9
c22817	-1
c22853	-13
c22869	-11
c22878	-1
c22884	-11
c22891	-1
c22909	-9
c22915	-13
c22932	-9
c22936	-1
c22938	-9
c22961	-9
c22968	-13
c22972	-11
c22992	-9
c22993	-9
c22995	-6
c23003	-9
c23026	-9
c23027	-9
c23043	-6
c23067	-9
c23068	-9
c23072	-6
c23078	-1
c23089	-13
c23090	-1
c23092	-10
c23093	-10
c23097	-1
c23099	-13
c23120	-9
c23124	-1
c23126	-1
c23140	-10
c23143	-6
c23147	-10
c23161	-10
c23183	-6
c23201	-11
c23231	-1
c23244	-1
c23252	-11
c23270	-13
c23275	-10
c23283	-13
c23286	-10
c23305	-10
c23307	-13
c23313	-9
c23322	-6
c23328	-11
c23358	-6
c23364	-1
c23378	-6
c23384	-9
c23413	-9
c23430	-13
c23440	-1
c23442	-9
c23443	-9
c23476	-9
c23484	-13
c23486	-6
c23488	-13
c23491	-6
c23493	-1
c23499	-9
c23503	-13
c23510	-11
c23521	-10
c23527	-11
c23533	-13
c23539	-11
c23547	-1
c23560	-10
c23565	-13
c23598	-6
c23600	-11
c23603	-9
c23609	-9
c23624	-11
c23630	-13
c23633	-6
c23634	-1
c23643	-6
c23646	-10
c23650	-13
c23658	-1
c23663	-10
c23668	-9
c23677	-9
c23699	-9
c23702	-1
c23718	-9
c23722	-11
c23726	-11
c23727	-11
c23737	-1
c23741	-11
c23748	-9
c23749	-9
c23755	-11
c23757	-13
c23768	-1
c23774	-13
c23777	-9
c23781	-11
c23785	-6
c23787	-9
c23788	-9
c23798	-6
c23800	-9
c23807	-6
c23817	-9
c23819	-9
c23830	-6
c23835	-1
c23836	-1
c23842	-9
c23843	-9
c23852	-13
c23868	-11
c23875	-13
c23876	-10
c23880	-1
c23892	-6
c23893	-6
c23895	-1
c23901	-9
c23905	-1
c23906	-11
c23912	-10
c23920	-1
c23925	-13
c23953	-11
c23966	-9
c23970	-13
c23986	-9
c24007	-1
c24009	-10
c24014	-11
c24026	-6
c24032	-6
c24048	-13
c24052	-13
c24072	-9
c24076	-13
c24080	-1
c24084	-1
c24088	-13
c24090	-1
c24095	-13
c24099	-1
c24100	-6
c24106	-6
c24107	-6
c24111	-9
c24129	-9
c24132	-13
c24149	-13
c24155	-1
c24174	-1
c24186	-11
c24188	-9
c24189	-9
c24191	-1
c24201	-9
c24209	-10
c24212	-6
c24220	-11
c24232	-1
c24243	-1
c24286	-11
c24300	-10
c24302	-13
c24303	-13
c24310	-13
c24323	-11
c24335	-13
c24340	-9
c24358	-1
c24376	-9
c24377	-9
c24384	-9
c24399	-1
c24402	-9
c24409	-10
c24425	-6
c24447	-1
c24449	-6
c24452	-9
c24455	-1
c24466	-13
c24471	-6
c24481	-9
c24494	-13
c24495	-13
c24498	-1
c24510	-13
c24513	-11
c24522	-1
c24542	-9
c24556	-13
c24584	-13
c24593	-11
c24601	-13
c24609	-1
c24626	-1
c24627	-1
c24636	-1
c24638	-9
c24644	-6
c24650	-1
c24663	-13
c24666	-9
c24681	-1
c24689	-9
c24697	-10
c24702	-1
c24711	-1
c24719	-10
c24720	-9
c24729	-9
c24732	-1
c24733	-1
c24743	-9
c24751	-10
c24754	-9
c24771	-9
c24772	-9
c24793	-1
c24808	-10
c24809	-10
c24811	-1
c24816	-11
c24818	-11
c24819	-11
c24822	-9
c24840	-10
c24844	-11
c24855	-11
c24860	-11
c24863	-6
c24865	-1
c24870	-11
c24902	-13
c24910	-9
c24916	-1
c24921	-9
c24925	-1
c24928	-9
c24942	-1
c24952	-10
c24953	-10
c24955	-11
c24972	-1
c24978	-9
c24984	-6
c24986	-11
c24987	-11
c24993	-1
c25012	-13
c25013	-13
c25020	-11
c25027	-9
c25038	-9
c25041	-11
c25044	-11
c25069	-9
c25074	-1
c25082	-9
c25085	-10
c25090	-1
c25095	-6
c25096	-6
c25100	-1
c25113	-13
c25140	-1
c25146	-10
c25170	-1
c25179	-9
c25186	-9
