cellBC	cell_state
c915	-1
c1632	-15
c1764	-10
c1817	-11
c1894	-15
c1955	-11
c2024	-11
c2127	-4
c2134	-4
c2311	-15
c2828	-15
c2843	-15
c2960	-15
c3036	-15
c3056	-11
c3141	-13
c3162	-13
c3186	-13
c3198	-4
c3246	-11
c3442	-11
c3453	-11
c3471	-1
c3550	-1
c3586	-1
c3627	-1
c3648	-11
c3652	-4
c3663	-15
c3682	-10
c3688	-11
c3735	-11
c3793	-1
c3806	-4
c3853	-15
c3886	-11
c3908	-10
c3951	-15
c3986	-11
c4056	-15
c4057	-15
c4080	-11
c4093	-10
c4129	-11
c4219	-4
c4231	-11
c4252	-13
c4267	-11
c4345	-10
c4484	-1
c4493	-13
c4592	-15
c4618	-11
c4634	-15
c4638	-13
c4665	-11
c4705	-11
c4737	-4
c4760	-15
c4766	-13
c4857	-4
c4884	-11
c4949	-15
c4957	-15
c4964	-11
c5039	-4
c5055	-4
c5065	-15
c5077	-4
c5218	-10
c5333	-15
c5334	-13
c5346	-15
c5370	-4
c5401	-11
c5453	-10
c5458	-11
c5515	-11
c5601	-1
c5604	-15
c5615	-10
c5617	-4
c5622	-1
c5624	-1
c5640	-15
c5657	-1
c5663	-15
c5664	-11
c5757	-1
c5790	-15
c5799	-15
c5849	-15
c5876	-15
c5878	-10
c5897	-10
c5902	-11
c5904	-13
c5927	-15
c5962	-11
c5971	-1
c6015	-11
c6020	-10
c6025	-13
c6038	-11
c6074	-10
c6107	-15
c6164	-15
c6170	-11
c6241	-10
c6261	-15
c6281	-11
c6285	-11
c6324	-4
c6338	-1
c6356	-1
c6360	-11
c6362	-11
c6366	-15
c6372	-11
c6384	-11
c6399	-4
c6540	-4
c6553	-1
c6586	-15
c6590	-1
c6592	-4
c6596	-1
c6605	-10
c6612	-4
c6618	-10
c6640	-4
c6694	-4
c6700	-10
c6706	-11
c6712	-13
c6719	-15
c6739	-1
c6793	-15
c6804	-10
c6824	-13
c6856	-11
c6857	-11
c6869	-15
c6871	-1
c6874	-11
c6924	-10
c6938	-13
c6939	-13
c6997	-13
c7017	-13
c7025	-10
c7029	-4
c7050	-11
c7051	-11
c7053	-13
c7059	-1
c7095	-15
c7107	-11
c7114	-10
c7128	-11
c7168	-11
c7178	-10
c7180	-11
c7181	-11
c7193	-1
c7220	-15
c7232	-1
c7241	-4
c7297	-4
c7307	-4
c7311	-13
c7316	-11
c7329	-15
c7334	-13
c7361	-11
c7364	-11
c7382	-15
c7386	-11
c7431	-11
c7455	-11
c7459	-1
c7464	-15
c7522	-10
c7540	-15
c7546	-13
c7585	-11
c7599	-15
c7611	-11
c7623	-1
c7642	-11
c7653	-1
c7663	-10
c7665	-4
c7692	-4
c7715	-10
c7746	-15
c7757	-13
c7759	-11
c7774	-15
c7779	-1
c7801	-15
c7829	-15
c7839	-1
c7845	-10
c7850	-4
c7851	-4
c7879	-1
c7897	-1
c7915	-13
c7925	-1
c7947	-15
c7956	-10
c7974	-4
c7990	-13
c8001	-11
c8035	-15
c8058	-1
c8066	-15
c8069	-1
c8078	-10
c8082	-13
c8108	-11
c8126	-13
c8133	-15
c8142	-10
c8146	-1
c8154	-15
c8189	-15
c8196	-11
c8235	-15
c8242	-10
c8257	-13
c8276	-11
c8301	-4
c8310	-15
c8317	-13
c8329	-11
c8333	-13
c8370	-11
c8381	-13
c8399	-11
c8400	-13
c8410	-10
c8415	-11
c8418	-15
c8427	-11
c8438	-11
c8441	-15
c8451	-11
c8467	-13
c8482	-10
c8483	-10
c8493	-10
c8506	-1
c8514	-11
c8525	-15
c8551	-1
c8595	-11
c8608	-15
c8621	-10
c8629	-15
c8634	-11
c8643	-15
c8654	-13
c8663	-11
c8667	-11
c8672	-15
c8673	-15
c8700	-15
c8742	-15
c8768	-13
c8809	-11
c8815	-10
c8819	-15
c8822	-11
c8838	-4
c8844	-1
c8856	-15
c8886	-15
c8893	-1
c8903	-11
c8915	-15
c8941	-10
c8980	-4
c8994	-15
c9002	-1
c9003	-1
c9025	-4
c9033	-15
c9047	-13
c9048	-11
