	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c890	0	4	19	0	-1	44	0	0	-1	-1	0	0	11	0	0	-1	-1	0	20	15	4	-1	0	-1	42	20	12	0	0	0
c1670	0	20	44	0	47	-1	0	-1	0	18	0	0	0	-1	-1	41	0	0	-1	0	17	0	-1	0	-1	46	-1	0	0	-1
c2012	4	47	44	0	47	-1	0	35	25	-1	-1	-1	16	-1	0	0	-1	0	0	47	41	0	20	0	-1	4	0	6	0	-1
c2290	37	-1	41	0	-1	44	0	-1	12	18	0	-1	0	35	0	-1	0	0	-1	15	-1	0	4	0	-1	0	12	-1	-1	0
c2609	-1	-1	44	0	47	8	-1	-1	25	-1	0	0	-1	-1	0	0	37	-1	0	47	41	0	20	0	0	4	0	-1	20	40
c2899	0	23	44	0	47	-1	35	35	37	-1	0	0	0	-1	0	42	0	0	0	0	0	40	0	0	48	0	16	0	0	0
c3108	10	50	-1	6	47	0	0	-1	0	18	-1	-1	-1	-1	44	0	0	-1	0	0	20	0	0	31	0	-1	0	47	0	0
c3178	0	16	44	-1	47	0	0	35	0	18	0	-1	35	-1	-1	0	0	-1	46	0	29	0	0	49	0	20	0	-1	0	20
c3195	10	-1	-1	24	47	0	0	-1	0	18	44	0	0	-1	-1	-1	0	-1	0	-1	-1	31	-1	0	0	-1	0	47	0	0
c3443	0	-1	44	-1	47	12	11	-1	0	18	23	0	0	-1	0	0	0	0	-1	-1	0	-1	24	0	0	0	0	0	-1	5
c3716	4	0	44	0	47	0	20	35	25	-1	0	-1	16	-1	0	0	0	0	0	47	41	0	20	-1	0	4	0	0	0	40
c4003	0	0	44	0	47	-1	-1	0	44	18	-1	-1	20	-1	-1	-1	49	0	15	-1	0	0	-1	-1	0	0	46	0	-1	-1
c4084	4	0	44	0	47	-1	1	-1	4	18	0	0	0	-1	13	0	0	0	31	20	0	20	-1	0	18	5	0	0	35	0
c4297	0	37	44	-1	47	0	0	0	0	18	-1	-1	41	-1	3	0	47	-1	0	-1	0	0	-1	20	-1	-1	24	47	-1	20
c4304	35	0	-1	0	-1	0	16	46	39	18	0	0	20	-1	-1	15	-1	0	0	39	0	0	0	-1	-1	20	0	-1	-1	20
c4331	-1	40	44	0	47	-1	4	-1	-1	18	0	0	0	-1	0	-1	0	0	47	20	31	-1	0	20	0	0	5	28	0	5
c4381	10	42	-1	24	47	25	0	-1	1	18	-1	0	0	-1	0	0	-1	-1	0	6	18	31	0	0	-1	0	0	47	0	0
c4413	0	0	44	-1	47	0	44	35	0	18	0	0	0	-1	41	42	12	0	-1	-1	-1	0	-1	0	0	-1	-1	0	-1	0
c4434	0	-1	20	-1	0	10	0	0	0	-1	-1	50	0	47	0	44	27	-1	33	-1	4	0	0	46	0	-1	12	-1	0	0
c4435	0	0	20	-1	0	10	0	-1	0	18	0	-1	0	47	0	44	-1	0	33	15	-1	0	0	13	0	0	12	0	-1	-1
c4659	4	0	44	0	47	20	-1	-1	0	18	0	0	-1	-1	0	0	-1	0	20	-1	41	-1	20	0	31	4	0	0	0	40
c4717	0	0	44	47	47	-1	0	0	-1	-1	-1	0	0	-1	35	0	49	-1	0	-1	0	0	-1	20	0	0	0	0	0	-1
c4902	0	0	-1	-1	-1	-1	47	35	-1	18	15	0	0	-1	41	0	0	0	9	0	0	-1	8	-1	0	0	0	0	4	0
c5280	0	0	44	23	47	-1	-1	35	0	18	0	0	0	-1	41	0	0	0	0	-1	0	-1	0	0	0	0	0	0	4	-1
c5283	0	0	44	0	-1	12	0	35	47	18	0	-1	0	-1	0	0	11	0	0	20	-1	0	0	0	0	0	44	0	0	5
c5366	-1	31	4	0	49	20	0	23	-1	-1	3	35	0	-1	0	41	0	0	0	25	0	20	0	6	0	50	12	-1	5	-1
c5418	0	-1	5	10	0	0	0	-1	-1	-1	0	-1	0	4	21	-1	35	0	0	15	0	-1	-1	20	0	0	-1	36	-1	-1
