cellBC	cell_state
c1519	-13
c1880	-6
c2335	-4
c2345	-16
c3195	-9
c3338	-16
c3369	-5
c3395	-5
c3510	-16
c3521	-16
c3527	-6
c3532	-5
c3665	-16
c3997	-6
c4139	-4
c4658	-5
c4824	-16
c5086	-5
c5272	-9
c5303	-9
c5365	-16
c5390	-9
c5397	-4
c5459	-16
c5699	-13
c5717	-16
c5775	-9
c5877	-13
c5904	-4
c6075	-6
c6150	-5
c6160	-16
c6344	-6
c6350	-5
c6379	-9
c6395	-4
c6436	-5
c6504	-6
c6526	-9
c6671	-13
c6695	-9
c6699	-5
c6715	-9
c6790	-5
c6850	-6
c6922	-4
c6958	-9
c7007	-6
c7055	-9
c7071	-13
c7133	-9
c7200	-6
c7209	-5
c7219	-6
c7224	-13
c7280	-4
c7347	-9
c7370	-5
c7396	-4
c7431	-13
c7459	-16
c7495	-13
c7566	-5
c7883	-5
c7902	-4
c8005	-5
c8087	-5
c8094	-13
c8101	-5
c8107	-9
c8108	-4
c8142	-5
c8144	-6
c8245	-6
c8256	-5
c8312	-9
c8352	-5
c8372	-5
c8382	-16
c8451	-9
c8508	-9
c8584	-9
c8627	-13
c8646	-4
c8784	-16
c8792	-13
c8874	-9
c8934	-9
c8974	-16
c8979	-4
c9057	-16
c9073	-6
c9099	-5
c9169	-16
c9226	-9
c9310	-9
c9405	-5
c9422	-16
c9435	-9
c9519	-5
c9543	-9
c9626	-4
c9627	-4
c9645	-9
c9661	-5
c9682	-13
c9683	-13
c9694	-13
c9712	-5
c9749	-13
c9751	-6
c9860	-16
c9886	-9
c9920	-6
c9977	-5
c9990	-4
c10010	-13
c10060	-9
c10112	-6
c10176	-13
c10338	-16
c10361	-9
c10364	-5
c10374	-5
c10425	-16
c10434	-9
c10440	-5
c10478	-5
c10483	-16
c10491	-9
c10504	-9
c10525	-9
c10632	-5
c10633	-5
c10634	-6
c10665	-9
c10672	-9
c10675	-4
c10738	-9
c10752	-13
c10753	-13
c10757	-4
c10784	-5
c10842	-9
c10897	-4
c10910	-6
c10958	-9
c10976	-6
c11015	-9
c11017	-5
c11026	-9
c11054	-9
c11106	-4
c11134	-13
c11187	-9
c11190	-9
c11200	-5
c11231	-5
c11240	-13
c11315	-9
c11342	-6
c11366	-5
c11373	-5
c11390	-9
c11399	-9
c11481	-9
c11499	-4
c11505	-5
c11538	-9
c11550	-16
c11597	-5
c11666	-9
c11680	-16
c11725	-5
c11738	-9
c11751	-6
c11835	-16
c11853	-13
c11881	-9
c11882	-6
c11948	-9
c11963	-4
c11993	-5
c12069	-9
c12120	-16
c12126	-9
c12132	-16
c12199	-9
c12211	-9
c12340	-9
c12355	-5
c12366	-13
c12429	-9
c12438	-9
c12465	-6
c12507	-9
c12509	-5
c12511	-5
c12513	-9
c12520	-6
c12523	-9
c12528	-6
c12540	-5
c12574	-13
c12576	-16
c12584	-6
c12605	-5
c12625	-5
c12694	-9
c12698	-6
c12705	-6
c12712	-4
c12764	-9
c12767	-6
c12800	-6
c12837	-5
c12858	-6
c12864	-5
c12870	-9
c12877	-4
c12959	-9
c12963	-13
c12998	-5
c13004	-5
c13007	-9
c13013	-5
c13019	-5
c13042	-5
c13155	-5
c13167	-4
c13213	-13
c13219	-13
c13228	-9
c13240	-5
c13252	-9
c13283	-5
c13295	-9
c13304	-9
c13315	-16
c13319	-9
c13344	-9
c13346	-16
c13371	-4
c13402	-9
c13408	-5
c13422	-5
c13440	-13
c13457	-5
c13471	-13
c13473	-6
c13487	-4
c13494	-16
c13512	-5
c13530	-6
c13536	-13
c13614	-6
c13620	-16
c13622	-4
c13623	-4
c13632	-13
c13646	-5
c13651	-16
c13652	-9
c13661	-5
c13699	-9
c13704	-13
c13705	-13
c13708	-5
c13754	-9
c13766	-5
c13773	-4
c13812	-5
c13840	-6
c13865	-16
c13877	-5
c13898	-16
c13916	-5
c13930	-16
c13944	-9
c13990	-5
c14036	-5
c14083	-5
c14091	-6
c14122	-9
c14136	-16
c14141	-4
c14143	-5
c14155	-5
c14162	-9
c14240	-13
c14245	-6
c14289	-5
c14340	-5
c14407	-9
c14411	-13
c14423	-5
c14425	-5
c14445	-6
c14456	-13
c14460	-9
c14518	-5
c14530	-5
c14584	-16
c14635	-5
c14646	-9
c14656	-4
c14664	-13
c14667	-5
c14668	-4
c14680	-5
c14705	-16
c14708	-9
c14744	-5
c14752	-6
c14761	-16
c14769	-16
c14808	-6
c14812	-16
c14831	-13
c14833	-5
c14864	-16
c14879	-4
c14885	-9
c14894	-6
c14943	-9
c15005	-5
c15038	-9
c15061	-16
c15103	-6
c15113	-5
c15124	-5
c15167	-16
c15190	-5
c15191	-5
c15205	-4
c15215	-5
c15217	-5
c15230	-5
c15264	-9
c15266	-4
c15289	-6
c15292	-6
c15295	-13
c15305	-5
c15312	-9
c15335	-4
c15342	-9
c15378	-5
c15380	-5
c15382	-9
c15409	-16
c15427	-9
c15435	-5
c15442	-16
c15443	-16
c15493	-5
c15517	-9
c15528	-16
c15588	-5
c15612	-13
c15613	-13
c15614	-5
c15653	-4
c15665	-4
c15668	-9
c15687	-13
c15696	-9
c15724	-16
c15756	-9
c15759	-9
c15805	-5
c15838	-9
c15849	-9
c15878	-9
c15890	-5
c15900	-16
c15928	-5
c15943	-6
c15953	-4
c15996	-16
c15998	-9
c16010	-5
c16021	-9
c16094	-16
c16108	-16
c16111	-13
c16113	-6
c16116	-6
c16132	-9
c16152	-9
c16177	-13
c16203	-5
c16206	-9
c16226	-16
c16250	-6
c16256	-5
c16262	-9
c16269	-9
c16274	-5
c16281	-4
c16327	-13
c16413	-9
c16414	-5
c16417	-4
c16440	-6
c16475	-9
c16482	-9
c16494	-4
c16514	-9
c16523	-9
c16524	-9
c16541	-5
c16559	-5
c16564	-5
c16568	-9
c16569	-9
c16572	-9
c16578	-13
c16595	-13
c16621	-13
c16625	-5
c16638	-9
c16665	-5
c16680	-4
c16681	-4
c16710	-13
c16722	-13
c16723	-13
c16727	-5
c16732	-16
c16752	-16
c16760	-5
c16779	-9
c16807	-9
c16808	-5
c16816	-13
c16822	-16
