	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c579	0	-1	44	-1	0	24	0	0	-1	0	6	12	37	-1	39	0	-1	-1	31	0	0	0	9	0	-1	13	0	21	-1	10
c1369	32	-1	44	0	47	24	0	0	0	-1	6	0	35	-1	39	0	-1	38	31	0	0	0	44	-1	0	13	0	0	0	0
c1440	0	-1	44	8	-1	24	-1	25	0	-1	6	0	25	46	-1	0	0	0	-1	0	27	0	44	0	-1	13	-1	32	18	0
c1547	0	41	0	-1	18	-1	0	0	-1	0	46	0	-1	3	0	0	0	0	0	46	36	-1	0	0	-1	13	0	0	0	0
c1762	-1	0	-1	0	0	24	0	0	-1	0	-1	-1	0	30	-1	0	0	-1	31	-1	0	0	9	0	22	13	43	0	0	-1
c1836	0	0	44	0	0	24	0	-1	-1	0	6	31	0	-1	39	0	29	24	31	0	0	-1	44	0	-1	13	44	0	21	26
c1963	0	25	32	0	0	0	-1	0	0	0	-1	44	-1	0	21	0	18	0	0	0	0	3	-1	0	0	-1	-1	0	0	0
c2385	0	0	44	-1	-1	24	18	0	-1	0	6	0	0	-1	39	0	0	-1	31	0	37	0	9	0	0	13	21	-1	0	0
c2624	0	-1	44	0	47	24	46	0	0	44	6	0	35	-1	39	-1	0	0	31	0	0	0	-1	13	-1	13	0	-1	22	0
c2665	24	0	44	0	0	24	-1	0	-1	0	6	0	0	30	39	0	-1	-1	31	19	0	0	9	0	-1	-1	0	-1	9	0
c2744	0	0	44	0	0	24	0	0	-1	0	-1	0	32	30	-1	0	-1	-1	31	19	0	0	9	-1	3	13	0	0	-1	-1
c2769	4	13	44	-1	1	24	0	0	-1	24	6	9	0	-1	39	35	48	-1	31	24	21	0	9	0	-1	13	0	0	9	0
c2854	0	0	44	0	0	24	-1	22	-1	-1	6	12	-1	30	39	0	0	-1	31	0	22	0	9	0	0	-1	0	47	0	0
c2901	0	13	44	-1	-1	24	0	-1	-1	16	-1	9	-1	30	-1	-1	48	-1	31	0	0	0	9	0	0	13	0	0	9	19
c2922	-1	-1	-1	21	0	-1	0	32	-1	24	6	9	0	30	39	-1	48	-1	31	22	-1	0	9	0	0	13	0	47	9	0
c2926	0	41	0	-1	-1	0	-1	0	0	0	0	0	46	24	0	0	0	-1	22	0	36	-1	0	0	0	13	0	-1	0	-1
c2955	8	-1	44	0	-1	24	0	-1	-1	0	-1	-1	-1	37	-1	0	-1	0	-1	0	28	0	44	20	31	13	0	32	0	0
c3018	0	0	0	0	18	-1	0	-1	0	-1	0	0	0	0	0	44	0	-1	-1	0	0	1	0	0	0	-1	0	0	0	0
c3047	4	13	-1	0	1	-1	1	0	-1	24	6	9	-1	30	39	35	48	-1	-1	0	-1	0	-1	0	0	13	0	0	9	32
c3273	0	41	0	13	18	-1	-1	0	0	0	0	0	46	24	0	-1	0	0	22	0	36	1	-1	0	0	-1	0	0	0	0
c3345	46	-1	0	0	18	0	0	0	0	0	8	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	13	-1	0	-1	0
c3367	0	9	-1	22	0	24	0	0	-1	31	6	12	-1	30	39	0	-1	-1	31	-1	0	18	-1	0	0	-1	0	-1	-1	-1
c3392	0	0	44	0	-1	24	-1	-1	-1	0	6	12	-1	30	39	0	-1	-1	31	-1	0	-1	9	-1	0	-1	0	0	0	0
c3414	19	0	44	22	0	-1	0	0	-1	0	-1	12	37	30	39	0	-1	-1	31	0	0	-1	9	0	0	13	0	3	0	0
c3446	-1	0	0	0	18	0	0	-1	0	0	24	0	38	46	-1	14	0	0	-1	0	0	0	0	-1	0	-1	-1	-1	10	0
c3475	-1	0	44	0	0	24	-1	0	0	0	-1	0	44	0	39	0	0	24	31	9	0	0	44	0	8	-1	0	1	0	0
c3536	0	0	-1	-1	0	24	0	0	0	13	6	0	24	13	-1	0	0	24	31	0	0	0	44	0	8	13	0	0	0	0
c3576	0	-1	1	0	18	0	0	0	6	-1	32	0	0	24	0	0	0	13	-1	0	36	-1	8	0	0	13	35	0	0	0
c3577	0	41	-1	-1	18	0	0	-1	0	38	32	0	0	24	0	0	0	-1	22	0	36	1	8	0	0	13	-1	0	0	-1
c3634	0	0	-1	0	0	24	0	0	-1	0	6	0	0	-1	39	0	48	-1	31	19	0	0	9	-1	3	13	44	0	-1	-1
c3638	1	41	44	-1	18	0	0	-1	0	0	0	0	0	0	25	1	0	0	22	0	36	1	0	0	0	13	0	0	0	3
c3662	0	0	-1	0	18	25	0	41	5	0	44	-1	0	0	0	-1	0	0	0	10	0	0	0	38	0	13	0	0	32	0
c3805	-1	0	44	0	0	24	0	25	0	-1	6	-1	0	0	-1	0	0	47	31	0	22	0	44	0	31	13	-1	32	0	28
c4041	-1	0	44	22	0	24	-1	-1	-1	-1	6	12	37	30	39	0	-1	-1	31	-1	-1	18	9	31	0	13	0	0	0	0
c4056	0	-1	44	0	1	24	26	0	-1	0	6	-1	37	-1	39	-1	48	-1	31	0	0	0	-1	17	0	13	0	0	9	0
c4226	0	41	0	0	18	-1	0	0	0	0	-1	0	0	24	0	0	0	32	22	0	36	-1	0	0	-1	13	0	0	-1	0
c4259	-1	44	13	0	18	46	0	0	-1	0	0	43	0	-1	21	22	-1	0	-1	21	-1	26	0	38	0	13	0	0	46	8
c4283	-1	-1	44	-1	0	-1	3	0	0	24	6	0	0	0	39	0	13	24	31	0	9	0	44	0	8	-1	-1	-1	-1	0
c4386	21	44	0	-1	18	0	0	0	0	38	0	0	0	25	-1	22	0	-1	0	-1	48	0	0	38	0	-1	0	18	46	8
c4408	0	-1	0	0	18	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	21	0	0	0	-1	0	13	47	-1	46	0
c4460	0	0	44	0	0	24	0	1	0	0	6	33	31	-1	39	31	-1	24	31	0	-1	0	44	-1	8	13	0	0	0	-1
c4461	0	0	-1	0	0	24	0	-1	0	0	6	-1	31	21	39	31	13	24	31	-1	37	0	44	-1	8	13	0	0	-1	26
c4518	-1	0	44	0	0	24	0	0	-1	0	-1	12	37	30	39	0	0	-1	31	0	0	0	-1	-1	0	13	0	-1	0	0
c4580	0	0	0	0	18	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	-1	0	0	0	13	0	0	0	0
c4603	0	41	47	0	18	0	0	0	0	0	0	24	0	24	0	0	0	-1	22	0	36	1	22	-1	0	-1	0	46	0	0
c4616	0	0	44	0	-1	24	0	0	0	0	6	0	0	0	39	0	29	24	31	0	0	-1	44	0	0	13	21	0	21	-1
c4617	0	0	44	-1	0	24	0	0	0	0	-1	0	0	0	39	-1	-1	24	31	0	-1	-1	44	0	0	13	21	-1	21	-1
c4670	-1	22	44	-1	0	24	21	0	-1	24	-1	0	0	0	-1	-1	13	-1	31	0	0	0	44	0	-1	13	-1	0	37	0
c4719	21	44	0	-1	-1	0	0	0	-1	0	0	0	-1	25	0	-1	0	-1	0	-1	0	32	-1	-1	0	13	0	0	46	8
c4842	0	0	44	0	0	-1	8	0	-1	-1	6	12	37	30	39	0	0	-1	31	-1	0	0	9	-1	0	13	-1	0	0	0
c4880	0	0	44	0	0	24	-1	24	-1	-1	6	0	0	30	39	26	48	-1	31	19	0	0	9	0	3	13	0	0	9	32
c4901	43	0	9	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	21	0	32	0	0	0	0	46	0	0	13	0	20	-1	0
c4919	22	22	-1	6	0	24	0	0	0	0	6	0	0	0	39	-1	13	24	31	-1	0	0	44	-1	8	13	0	0	0	18
c4964	0	-1	44	-1	0	24	0	-1	-1	0	6	12	37	30	39	-1	0	-1	31	0	0	-1	9	0	43	13	-1	0	0	-1
c5022	0	22	44	-1	0	24	-1	0	0	0	6	-1	-1	0	39	47	13	24	31	0	0	-1	44	0	8	-1	0	0	37	0
c5071	0	22	44	0	0	24	0	13	0	-1	6	0	0	0	39	0	-1	24	31	0	0	0	-1	0	-1	-1	0	0	0	0
c5087	-1	41	0	0	18	0	-1	0	0	0	0	0	3	3	0	-1	0	-1	0	-1	36	1	0	0	25	13	0	0	0	0
c5104	-1	-1	-1	-1	18	0	0	37	-1	26	0	0	0	0	0	0	-1	-1	44	0	-1	0	48	18	0	-1	21	0	10	0
c5117	-1	-1	0	-1	18	0	18	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	-1	0	48	0	0	-1	0	0	10	-1
c5136	0	43	-1	-1	0	0	-1	-1	30	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	0	0	19	13	0	0	8	1
c5140	-1	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	0	0	22	0	-1	0	-1	44	-1	0	19	13	0	0	8	1
c5167	-1	0	0	-1	18	0	0	0	-1	-1	-1	0	-1	-1	0	0	32	0	0	0	-1	0	-1	-1	-1	13	-1	-1	10	0
c5170	0	41	0	0	18	0	-1	0	0	0	0	0	0	24	32	0	0	0	22	-1	36	1	0	0	-1	13	-1	-1	0	0
