	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1205	-1	0	-1	31	0	22	37	34	0	0	0	-1	-1	12	32	0	-1	0	34	0	14	0	0	42	-1	-1	-1	0	32	0
c1227	16	0	42	-1	0	0	50	0	-1	0	-1	-1	-1	12	0	0	-1	43	0	0	-1	0	20	0	4	15	0	-1	0	0
c1466	16	-1	0	29	-1	0	-1	0	0	0	42	2	0	-1	-1	0	0	-1	-1	0	50	0	-1	0	0	15	12	0	0	0
c1608	16	-1	-1	-1	42	0	0	0	42	-1	47	0	0	12	-1	0	50	0	0	0	0	0	-1	8	42	-1	0	0	-1	34
c1789	16	29	42	0	0	9	0	23	0	43	0	0	0	12	0	0	0	-1	0	37	-1	0	34	0	2	15	0	0	0	0
c1802	16	-1	0	12	0	9	0	23	0	0	0	-1	17	12	0	0	0	2	0	-1	0	0	34	-1	0	15	-1	0	0	0
c1984	16	-1	-1	-1	32	2	0	0	0	12	-1	0	0	12	0	0	23	0	50	26	0	-1	0	0	0	-1	-1	42	-1	0
c2029	-1	-1	-1	41	43	-1	-1	17	12	-1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	27	20	0	0	-1	-1	31	0	50
c2163	16	-1	-1	-1	0	-1	34	0	19	12	-1	-1	0	12	0	0	0	-1	-1	0	0	0	0	8	42	-1	-1	0	0	34
c2231	16	0	0	1	0	-1	0	0	0	0	-1	0	-1	12	0	50	42	-1	50	0	50	-1	0	0	-1	15	0	0	-1	0
c2338	16	26	45	-1	-1	20	0	0	42	-1	0	20	0	0	0	-1	-1	25	12	31	14	-1	20	14	0	0	20	0	4	0
c2462	16	0	0	-1	0	14	16	-1	20	-1	0	20	-1	19	0	0	0	0	0	41	-1	0	18	0	12	0	0	-1	0	0
c2511	16	29	0	12	-1	9	0	-1	-1	0	0	34	17	12	0	0	0	2	0	37	-1	0	34	0	0	-1	0	0	0	0
c2520	16	0	-1	-1	0	0	0	0	-1	12	-1	0	-1	12	0	0	-1	0	29	0	0	0	0	29	-1	15	0	-1	-1	0
c2615	-1	0	-1	-1	-1	0	0	0	20	14	14	0	50	0	11	-1	0	31	0	0	0	27	17	0	26	39	0	-1	-1	-1
c2621	16	-1	-1	-1	15	0	0	0	0	-1	47	-1	29	12	0	14	-1	-1	0	0	50	12	-1	-1	18	15	0	20	0	0
c2622	16	0	-1	0	-1	-1	16	0	20	41	0	20	50	19	42	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0
c2768	-1	0	16	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	43	0	0	0	0	-1	0	-1	15	21	0	30	0
c2771	16	2	32	41	0	0	0	20	6	0	-1	0	-1	-1	0	-1	0	0	0	-1	34	27	37	0	0	-1	-1	50	0	50
c2954	16	0	-1	0	23	0	-1	0	-1	0	0	26	0	-1	0	0	0	34	50	0	-1	0	17	-1	0	15	0	8	0	0
c2959	-1	0	0	31	-1	-1	0	0	-1	-1	20	41	-1	-1	45	0	5	-1	0	0	0	0	26	0	12	-1	0	0	32	20
c2976	-1	0	-1	-1	13	0	0	50	-1	12	47	-1	0	12	0	0	0	20	0	-1	-1	0	0	-1	44	15	0	0	0	0
c3026	16	0	-1	-1	42	0	0	50	0	12	47	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	-1	15	0	29	0	0
c3039	16	32	0	29	0	0	0	0	0	-1	0	-1	0	12	0	0	0	0	-1	0	50	0	20	0	-1	15	12	0	0	0
c3098	-1	0	0	0	45	0	16	0	20	-1	0	0	-1	19	0	-1	0	0	0	0	-1	0	18	-1	0	0	-1	-1	-1	-1
c3166	16	0	0	-1	-1	0	-1	-1	-1	0	0	0	0	-1	0	0	0	-1	13	0	-1	27	34	0	0	20	0	31	42	0
c3202	16	25	-1	-1	21	34	14	0	0	12	47	0	0	12	0	0	43	-1	-1	23	0	0	0	-1	12	15	31	0	42	0
c3215	16	48	-1	0	-1	0	0	0	0	-1	0	20	20	-1	0	50	0	42	0	-1	0	-1	0	42	-1	15	0	0	5	15
c3229	-1	0	0	-1	0	22	0	0	0	-1	20	-1	-1	12	45	0	-1	-1	0	0	0	0	12	0	12	-1	0	0	32	0
c3301	16	0	0	-1	50	-1	16	0	-1	10	-1	-1	8	43	0	0	32	0	0	0	-1	27	0	0	0	-1	-1	0	0	0
c3354	16	-1	45	-1	0	20	0	0	42	0	-1	0	0	32	0	-1	8	0	-1	42	14	-1	-1	14	-1	0	20	50	4	0
c3569	16	42	-1	-1	21	15	0	-1	-1	12	47	0	0	12	0	0	0	0	0	0	0	0	-1	50	-1	15	0	0	0	14
