	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c2328	0	20	-1	0	-1	-1	38	-1	40	0	0	0	-1	-1	0	-1	-1	0	-1	18	-1	0	-1	-1	14	0	4	0	0	16
c2429	-1	0	0	0	14	0	-1	16	32	0	0	34	-1	-1	44	0	0	-1	0	16	-1	40	48	0	0	0	-1	32	34	-1
c2983	32	0	-1	-1	-1	4	38	16	0	4	-1	0	0	0	44	0	-1	0	32	-1	0	0	47	0	0	0	0	0	34	0
c3073	0	24	16	0	-1	-1	0	10	0	0	-1	0	-1	-1	0	0	27	3	0	-1	0	-1	9	0	-1	0	19	0	0	0
c3810	-1	0	44	-1	14	-1	38	-1	0	-1	0	-1	0	0	44	-1	0	0	32	-1	19	43	0	0	-1	0	-1	0	34	-1
c3824	0	24	16	0	-1	20	0	0	0	0	-1	-1	15	-1	-1	0	27	3	0	-1	0	0	-1	47	7	0	19	-1	0	-1
c3868	-1	0	0	0	0	-1	-1	16	0	0	3	-1	12	0	44	-1	0	0	32	0	0	0	22	0	0	-1	0	-1	0	-1
c4008	4	48	45	-1	15	-1	-1	-1	0	0	32	0	0	13	0	44	-1	0	0	0	-1	-1	12	0	-1	0	11	11	0	0
c4115	-1	0	0	-1	-1	-1	0	0	18	0	-1	0	48	0	0	-1	45	-1	4	0	0	32	-1	0	0	0	-1	0	24	0
c4146	32	0	18	32	-1	-1	38	16	0	0	0	2	47	20	44	0	0	0	-1	0	19	43	0	0	0	0	0	-1	-1	0
c4306	0	0	22	0	32	0	-1	16	48	16	-1	0	-1	0	0	-1	0	44	-1	0	9	9	0	0	0	0	0	-1	0	0
c4417	-1	6	0	0	14	3	38	16	0	-1	20	34	-1	39	44	0	0	-1	0	0	32	0	0	16	7	-1	-1	44	34	0
c4528	4	0	0	0	0	0	0	40	-1	0	38	0	0	22	0	0	0	0	0	0	0	0	-1	12	0	-1	11	-1	37	22
c4636	-1	0	-1	-1	0	14	36	0	-1	-1	0	-1	0	0	-1	-1	0	2	0	15	0	0	-1	0	-1	0	-1	-1	16	-1
c4958	-1	-1	-1	8	-1	-1	0	0	0	0	49	0	-1	-1	-1	0	27	3	-1	-1	-1	0	9	-1	7	-1	19	0	0	0
c5466	0	0	37	-1	14	0	-1	16	-1	0	0	0	0	4	44	0	-1	48	0	14	0	-1	0	0	18	0	0	0	-1	47
c5681	-1	11	0	13	14	-1	38	16	0	-1	0	2	0	-1	44	0	0	0	-1	0	19	43	0	0	0	-1	0	0	34	0
c5762	-1	0	0	-1	14	-1	38	-1	32	0	0	0	-1	4	44	0	0	0	0	-1	0	0	0	47	0	0	0	0	0	47
c6032	-1	-1	-1	-1	0	0	4	0	0	3	0	25	40	0	-1	-1	0	0	48	0	10	48	16	4	-1	0	0	22	9	0
c6186	4	0	0	0	11	-1	22	10	-1	0	44	11	0	-1	-1	3	0	43	0	0	0	-1	3	0	-1	30	11	0	0	0
c6264	4	0	45	-1	-1	22	35	0	-1	0	0	-1	-1	0	0	44	-1	0	20	0	0	-1	12	0	43	0	-1	11	0	0
c6639	0	0	0	0	14	0	38	16	0	0	0	0	48	12	44	0	0	0	0	14	-1	0	0	0	0	0	16	-1	-1	47
c6683	4	-1	-1	0	-1	38	22	0	-1	-1	0	-1	0	0	16	0	0	0	-1	0	20	-1	3	0	-1	-1	11	0	0	-1
c6936	32	0	-1	0	14	0	-1	16	0	0	0	0	16	0	-1	0	11	0	26	34	0	0	0	44	0	0	0	0	34	0
c7005	0	0	-1	0	14	0	38	16	32	0	0	0	0	-1	44	0	0	0	0	-1	-1	0	11	47	15	0	0	-1	0	47
c7040	-1	20	-1	0	0	-1	38	16	-1	0	0	-1	0	-1	37	0	0	4	22	0	0	0	15	-1	4	0	0	3	0	16
c7134	-1	-1	0	0	0	-1	45	0	0	3	6	0	11	0	-1	-1	0	48	0	-1	11	0	6	-1	0	0	-1	-1	-1	0
c7268	-1	0	0	-1	14	0	38	16	0	0	44	0	-1	0	44	0	45	0	37	14	0	37	35	0	0	-1	0	-1	-1	-1
c7348	4	0	0	0	11	-1	9	-1	0	0	-1	0	0	0	0	40	0	32	0	0	-1	0	-1	0	-1	15	11	3	37	-1
c7374	-1	4	0	-1	0	-1	4	0	35	3	-1	25	0	-1	-1	-1	46	0	48	0	34	0	0	0	0	0	0	0	0	0
c7416	-1	0	-1	0	0	20	45	36	0	-1	15	0	0	20	0	-1	-1	48	-1	40	0	-1	0	0	48	0	45	-1	11	-1
c7771	0	24	16	0	-1	0	36	0	0	0	49	0	0	0	0	0	0	3	0	-1	0	0	9	0	7	13	19	0	24	0
c7830	4	-1	0	0	0	0	16	0	-1	-1	0	37	37	0	0	-1	20	0	11	0	-1	-1	0	-1	-1	10	11	37	0	47
c7930	0	9	0	0	0	3	38	16	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	4	39	-1	-1	0	47
c7938	-1	-1	0	-1	14	0	38	16	47	-1	0	0	0	0	44	0	-1	0	-1	14	0	0	20	40	0	-1	6	14	-1	47
c7969	26	0	0	0	13	0	38	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	9	9	0	0	0	0	12	0	20	0
c7973	-1	44	0	0	14	0	38	16	10	48	20	34	0	39	44	-1	-1	-1	-1	0	32	-1	-1	0	-1	-1	-1	13	34	0
c8051	34	0	0	0	14	0	38	16	32	0	-1	34	0	0	44	0	0	0	0	16	32	0	0	0	0	-1	0	0	34	0
c8074	4	0	-1	0	11	0	22	37	-1	-1	-1	0	44	3	0	11	-1	-1	0	34	-1	0	-1	-1	-1	0	11	0	0	-1
c8095	4	-1	0	-1	11	-1	-1	-1	0	-1	-1	3	0	0	0	0	0	0	0	0	0	4	0	0	-1	20	11	3	37	-1
