cellBC	cell_state
c1384	-10
c1404	-16
c2765	-10
c3022	-6
c3098	-16
c3140	-1
c3819	-10
c3871	-6
c4017	-6
c4167	-16
c4407	-1
c4427	-16
c4591	-10
c5150	-1
c5177	-6
c5298	-1
c5422	-1
c5681	-5
c5810	-10
c5822	-14
c6129	-1
c6289	-1
c6293	-5
c6443	-10
c6522	-1
c7213	-2
c7235	-1
c7306	-5
c7391	-5
c7477	-3
c7495	-6
c7624	-2
c7684	-5
c7691	-2
c7736	-5
c7769	-3
c7841	-6
c8063	-3
c8078	-6
c8213	-3
c8239	-3
c8373	-6
c8388	-5
c8516	-14
c8686	-10
c8739	-10
c8880	-1
c8931	-5
c8986	-14
c9052	-2
c9132	-3
c9169	-10
c9253	-10
c9356	-6
c9477	-14
c9592	-16
c9599	-14
c9624	-2
c9667	-10
c9765	-14
c9801	-1
c9802	-1
c9898	-1
c9905	-16
c9958	-14
c10110	-6
c10162	-5
c10168	-16
c10183	-3
c10191	-2
c10333	-3
c10368	-3
c10410	-1
c10702	-1
c10837	-3
c10846	-14
c11091	-5
c11100	-16
c11180	-3
c11189	-5
c11266	-6
c11284	-3
c11296	-2
c11297	-2
c11544	-16
c11562	-3
c11585	-5
c11739	-16
c11755	-3
c11762	-16
c11766	-2
c11770	-6
c11782	-1
c11784	-6
c11785	-6
c11812	-14
c11833	-14
c11857	-16
c11932	-16
c11951	-14
c12047	-14
c12202	-5
c12363	-10
c12443	-6
c12449	-10
c12562	-2
c12583	-6
c12647	-16
c12654	-10
c12660	-16
c12666	-5
c12684	-10
c12818	-1
c12830	-16
c12838	-1
c12864	-14
c12892	-16
c13044	-14
c13132	-14
c13155	-16
c13180	-1
c13191	-6
c13195	-16
c13272	-1
c13303	-3
c13316	-10
c13340	-6
c13404	-5
c13475	-14
c13484	-10
c13485	-10
c13604	-6
c13651	-10
c13713	-1
c13789	-10
c13850	-16
c14006	-6
c14051	-10
c14121	-16
c14123	-1
c14127	-6
c14209	-5
c14213	-1
c14218	-16
c14223	-3
c14242	-10
c14258	-14
c14316	-6
c14323	-14
c14351	-6
c14379	-3
c14397	-6
c14418	-5
c14443	-16
c14485	-6
c14493	-6
c14564	-16
c14566	-6
c14622	-1
c14632	-2
c14653	-3
c14660	-14
c14680	-5
c14688	-16
c14689	-16
c14702	-5
c14748	-10
c14774	-3
c14794	-10
c14795	-10
c14802	-1
c14808	-10
c14840	-6
c14954	-5
c14961	-3
c14981	-5
c14996	-6
c15016	-2
c15024	-16
c15058	-10
c15110	-16
c15124	-6
c15159	-1
c15181	-5
c15266	-3
c15275	-14
c15281	-6
c15435	-16
c15445	-6
c15448	-10
c15463	-1
c15481	-16
c15485	-2
c15490	-10
c15534	-6
c15577	-1
c15592	-16
c15642	-10
c15678	-6
c15801	-1
c15813	-14
c15833	-5
c15920	-2
c15983	-3
c16025	-5
c16032	-1
c16056	-6
c16059	-6
c16061	-16
c16063	-1
c16069	-5
c16082	-5
c16088	-2
c16145	-5
c16202	-14
c16252	-1
c16265	-16
c16273	-16
c16303	-16
c16324	-5
c16397	-3
c16413	-1
c16443	-5
c16461	-2
c16541	-1
c16545	-16
c16592	-2
c16602	-5
c16603	-5
c16637	-1
c16647	-1
c16662	-16
c16681	-1
c16740	-16
c16743	-5
c16845	-14
c16902	-16
c16904	-3
c16912	-6
c16939	-14
c16953	-1
c16979	-1
c17069	-16
c17107	-3
c17120	-6
c17197	-16
c17217	-1
c17220	-1
c17249	-1
c17251	-1
c17258	-3
c17263	-6
c17294	-16
c17302	-14
c17332	-1
c17333	-1
c17336	-1
c17378	-10
c17379	-10
c17421	-16
c17446	-2
c17447	-2
c17462	-2
c17472	-10
c17473	-10
c17487	-3
c17580	-1
c17596	-6
c17609	-5
c17618	-2
c17628	-5
c17686	-2
c17704	-10
c17726	-16
c17760	-1
c17797	-2
c17830	-6
c17860	-6
c17888	-16
c17908	-3
c18009	-3
c18032	-16
c18111	-6
c18121	-3
c18163	-1
c18235	-10
c18261	-16
c18262	-14
c18283	-14
c18346	-1
c18360	-3
c18392	-6
c18407	-5
c18414	-2
c18416	-3
c18422	-5
c18467	-10
c18478	-3
c18490	-16
c18496	-1
c18523	-5
c18644	-16
c18704	-3
c18708	-2
c18720	-10
c18736	-10
c18740	-2
c18772	-10
c18773	-10
c18804	-10
c18818	-16
c18825	-5
c18845	-3
c18892	-16
c18912	-10
c18915	-2
c18944	-14
c18945	-14
c18954	-5
c18966	-10
c19004	-16
c19008	-10
c19085	-3
c19122	-3
c19174	-14
c19224	-10
c19236	-1
c19256	-16
c19258	-1
c19294	-3
c19301	-14
c19302	-1
c19313	-3
c19367	-5
c19406	-1
c19501	-6
c19518	-14
c19582	-1
c19583	-1
c19659	-3
c19663	-1
c19675	-14
c19678	-10
c19681	-10
c19686	-5
c19696	-10
c19697	-10
c19704	-2
c19710	-2
c19711	-2
c19767	-16
c19860	-2
c19875	-16
c19887	-16
c19895	-6
c19898	-1
c19912	-2
c19928	-2
c19988	-2
c20018	-1
c20019	-1
c20026	-2
c20033	-6
c20088	-5
c20107	-3
c20109	-16
c20121	-5
c20156	-1
c20163	-14
c20189	-1
c20201	-1
c20220	-16
c20226	-14
c20263	-5
c20289	-1
c20411	-14
c20421	-3
c20444	-5
c20467	-3
c20486	-10
c20505	-2
c20524	-10
c20535	-10
c20539	-14
c20549	-3
c20564	-14
c20570	-3
c20572	-1
c20573	-1
c20598	-14
c20612	-10
c20628	-3
c20640	-2
c20649	-6
c20675	-6
c20686	-3
c20726	-10
c20729	-16
c20749	-10
c20750	-5
c20755	-3
c20811	-10
c20837	-16
c20841	-2
c20860	-10
c20862	-5
c20910	-6
c20916	-6
c20932	-2
c20941	-16
c20951	-10
c20983	-6
c20989	-14
c21026	-1
c21033	-5
c21043	-16
c21066	-1
c21069	-5
c21070	-16
c21079	-5
c21162	-14
c21169	-10
c21199	-16
c21213	-5
c21215	-10
c21237	-2
c21254	-3
c21264	-5
c21269	-10
c21289	-2
c21298	-6
c21310	-6
c21319	-10
c21340	-2
c21353	-3
c21368	-16
c21377	-14
c21456	-2
c21462	-2
c21485	-16
c21495	-1
c21549	-16
c21561	-6
c21572	-1
c21612	-1
c21668	-1
c21710	-5
c21711	-5
c21719	-3
c21721	-10
c21723	-16
c21739	-2
c21756	-6
c21766	-16
c21779	-10
c21788	-16
c21828	-14
c21862	-2
c21864	-2
c21868	-3
c21872	-6
c21885	-16
c21902	-16
c21978	-10
c21990	-5
c22012	-5
c22022	-10
c22044	-16
c22053	-14
c22064	-2
c22065	-2
c22137	-14
c22193	-3
c22212	-1
c22237	-3
c22256	-2
c22275	-6
c22340	-3
c22343	-2
c22349	-3
c22364	-14
c22371	-16
c22372	-5
c22378	-5
c22393	-14
c22403	-14
c22407	-5
c22417	-6
c22447	-3
c22466	-10
c22467	-10
c22494	-10
c22497	-3
c22502	-16
c22513	-16
c22521	-16
c22524	-10
c22539	-16
c22571	-2
c22606	-5
c22610	-6
c22612	-1
c22630	-3
c22635	-6
c22685	-2
c22731	-6
c22757	-2
c22772	-5
c22777	-1
c22821	-14
c22828	-3
c22835	-3
c22951	-5
c22970	-5
c22991	-1
c23001	-6
c23028	-5
c23037	-6
c23056	-10
c23068	-14
c23077	-16
c23078	-14
c23080	-5
c23083	-14
c23159	-10
c23185	-14
c23189	-3
c23200	-6
c23269	-1
c23311	-10
c23326	-14
c23328	-5
c23355	-3
c23416	-14
c23442	-10
c23443	-10
c23455	-16
c23464	-16
c23468	-14
c23471	-16
c23485	-6
c23495	-16
c23514	-1
c23654	-3
c23658	-3
c23668	-1
c23675	-6
c23680	-3
c23698	-5
c23737	-5
c23738	-5
c23746	-2
c23752	-5
c23766	-10
c23768	-1
c23800	-2
c23813	-3
c23857	-2
c23860	-14
c23877	-14
c23892	-5
c23908	-14
c23930	-1
c23964	-14
c23992	-14
c23998	-14
c24011	-5
c24014	-2
c24050	-3
c24054	-10
c24075	-14
c24081	-10
c24084	-6
c24085	-6
c24086	-16
c24087	-16
c24105	-2
c24121	-5
c24139	-14
c24177	-10
c24184	-2
c24192	-2
c24196	-2
c24201	-3
c24202	-5
c24221	-6
c24227	-14
c24229	-3
