cellBC	cell_state
c1164	-14
c2982	-8
c3336	-12
c3827	-5
c4170	-1
c4354	-4
c4685	-4
c4701	-8
c4814	-5
c5350	-12
c5412	-9
c6005	-14
c6167	-8
c6691	-1
c6960	-14
c7128	-9
c7178	-14
c7183	-7
c7228	-8
c7267	-4
c7349	-9
c7359	-8
c7370	-5
c7497	-1
c7517	-12
c7568	-5
c7603	-4
c7780	-1
c7795	-14
c7803	-9
c7889	-12
c7965	-7
c8049	-7
c8138	-4
c8190	-14
c8214	-12
c8255	-9
c8320	-8
c8390	-12
c8432	-5
c8527	-9
c8576	-4
c8639	-12
c8771	-5
c8809	-7
c8881	-14
c9037	-12
c9056	-1
c9188	-7
c9302	-8
c9390	-5
c9512	-14
c9636	-7
c9711	-9
c9950	-4
c9993	-5
c10052	-5
c10061	-7
c10091	-12
c10109	-1
c10147	-8
c10208	-4
c10277	-4
c10351	-14
c10372	-9
c10373	-9
c10484	-12
c10577	-12
c10645	-8
c10668	-8
c10694	-5
c10707	-9
c10817	-8
c10933	-14
c10993	-8
c11083	-9
c11141	-12
c11211	-7
c11301	-14
c11304	-14
c11305	-14
c11392	-8
c11422	-5
c11450	-1
c11493	-7
c11532	-4
c11627	-4
c11662	-7
c11729	-12
c11869	-9
c11882	-12
c11950	-7
c12013	-5
c12036	-8
c12063	-7
c12136	-7
c12224	-9
c12236	-1
c12240	-8
c12246	-12
c12266	-9
c12269	-4
c12282	-14
c12307	-7
c12427	-5
c12457	-12
c12486	-14
c12490	-9
c12551	-12
c12574	-4
c12655	-12
c12668	-14
c12769	-14
c12793	-12
c12892	-8
c12920	-9
c13006	-14
c13044	-5
c13069	-9
c13089	-4
c13109	-5
c13111	-14
c13116	-9
c13139	-5
c13152	-4
c13207	-7
c13287	-7
c13316	-4
c13317	-4
c13363	-12
c13436	-12
c13438	-12
c13538	-12
c13641	-9
c13658	-12
c13659	-12
c13683	-8
c13719	-14
c13726	-8
c13824	-5
c13872	-8
c13940	-5
c13948	-14
c13994	-12
c14039	-4
c14056	-9
c14092	-7
c14109	-1
c14124	-12
c14210	-7
c14225	-12
c14261	-4
c14370	-1
c14372	-12
c14376	-12
c14446	-4
c14491	-8
c14492	-4
c14494	-1
c14596	-9
c14609	-4
c14750	-4
c14755	-14
c14839	-12
c14889	-9
c14895	-12
c15009	-7
c15073	-8
c15146	-12
c15223	-4
c15234	-9
c15253	-12
c15287	-14
c15298	-7
c15313	-1
c15449	-4
c15542	-14
c15561	-4
c15619	-12
c15625	-12
c15661	-5
c15672	-14
c15688	-12
c15689	-12
c15714	-7
c15761	-9
c15792	-12
c15800	-5
c15822	-4
c15833	-14
c15870	-9
c15910	-9
c15915	-4
c15993	-9
c16170	-7
c16172	-4
c16191	-9
c16198	-9
c16235	-9
c16256	-9
c16428	-5
c16495	-5
c16547	-4
c16626	-7
c16653	-7
c16679	-14
c16736	-7
c16785	-12
c16819	-14
c16875	-7
c16892	-4
c16921	-9
c16982	-14
c16983	-14
c16995	-7
c16999	-7
c17054	-9
c17065	-7
c17097	-7
c17122	-8
c17163	-1
c17176	-12
c17202	-8
c17240	-9
c17301	-8
c17318	-9
c17464	-5
c17491	-4
c17498	-14
c17537	-9
c17550	-5
c17564	-7
c17680	-8
c17710	-5
c17766	-5
c17786	-9
c17814	-9
c17900	-4
c17945	-4
c17950	-5
c17952	-9
c17971	-12
c17995	-8
c18034	-9
c18050	-5
c18053	-7
c18071	-12
c18078	-8
c18119	-12
c18164	-4
c18194	-7
c18206	-4
c18233	-4
c18267	-1
c18284	-1
c18294	-9
c18334	-12
c18375	-1
c18378	-4
c18390	-9
c18401	-14
c18465	-4
c18500	-9
c18537	-5
c18563	-12
c18565	-5
c18590	-12
c18595	-1
c18611	-7
c18633	-7
c18664	-14
c18665	-14
c18668	-9
c18705	-14
c18712	-1
c18749	-14
c18755	-7
c18756	-4
c18831	-12
c18839	-14
c18845	-5
c18857	-7
c18858	-1
c18867	-4
c18883	-4
c18897	-8
c18898	-8
c18948	-1
c18954	-1
c18966	-12
c18986	-7
c19054	-14
c19055	-14
c19086	-7
c19123	-8
c19163	-7
c19166	-1
c19215	-8
c19225	-5
c19227	-4
c19236	-4
c19252	-9
c19295	-8
c19297	-14
c19311	-8
c19312	-4
c19319	-9
c19328	-1
c19391	-8
c19482	-4
c19520	-9
c19522	-1
c19539	-7
c19561	-8
c19573	-1
c19626	-9
c19639	-5
c19652	-14
c19653	-14
c19660	-1
c19664	-9
c19703	-5
c19710	-4
c19748	-7
c19770	-7
c19795	-8
c19818	-1
c19826	-5
c19856	-12
c19863	-12
c19879	-8
c19884	-14
c19885	-14
c19965	-12
c19999	-7
c20021	-4
c20024	-12
c20037	-7
c20061	-9
c20066	-9
c20080	-9
c20083	-9
c20088	-14
c20092	-8
c20138	-4
c20229	-9
c20253	-1
c20281	-7
c20305	-5
c20338	-8
c20451	-1
c20453	-12
c20478	-1
c20484	-8
c20512	-1
c20583	-7
c20590	-7
c20641	-1
c20655	-9
c20662	-12
c20680	-4
c20697	-7
c20721	-1
c20763	-1
c20766	-1
c20787	-1
c20794	-5
c20797	-14
c20815	-5
c20847	-4
c20849	-7
c20850	-7
c20891	-9
c20903	-4
c20907	-1
c20914	-14
c20929	-9
c20934	-8
c20946	-8
c20994	-1
c21010	-9
c21019	-7
c21060	-9
c21080	-1
c21101	-5
c21104	-12
c21122	-7
c21124	-4
c21127	-9
c21130	-5
c21132	-14
c21133	-14
c21150	-9
c21151	-9
c21157	-9
c21167	-9
c21174	-14
c21179	-12
c21195	-1
c21218	-12
c21229	-9
c21244	-1
c21249	-12
c21300	-8
c21316	-12
c21318	-5
c21328	-5
c21342	-14
c21344	-4
c21345	-4
c21373	-12
c21382	-7
c21406	-12
c21412	-9
c21457	-14
c21469	-4
c21483	-14
c21504	-9
c21507	-14
c21510	-14
c21511	-14
c21527	-1
c21530	-14
c21531	-14
c21535	-7
c21575	-1
c21648	-12
c21666	-5
c21686	-7
c21698	-1
c21699	-1
c21705	-5
c21754	-5
c21806	-7
c21874	-8
c21884	-12
c21886	-4
c21901	-7
c21912	-7
c21919	-9
c21920	-5
c21937	-8
c21939	-8
c21952	-14
c21953	-14
c21980	-7
c21992	-5
c22009	-4
c22040	-12
c22062	-8
c22077	-1
c22091	-4
c22100	-9
c22111	-1
