,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,581
1,0,0,0,0,0,0,0,0,0,1,14
2,0,0,0,0,0,0,0,0,1,0,4
3,0,0,0,0,0,0,0,1,0,0,31
4,0,0,0,0,0,0,0,1,0,1,1
5,0,0,0,0,0,0,1,0,0,0,59
6,0,0,0,0,0,0,1,0,1,0,1
7,0,0,0,0,0,1,0,0,0,0,15
8,0,0,0,0,0,1,1,0,0,0,2
9,0,0,0,0,1,0,0,0,0,0,71
10,0,0,0,0,1,0,1,0,0,0,2
11,0,0,0,1,0,0,0,0,0,0,201
12,0,0,0,1,0,0,0,0,1,0,9
13,0,0,0,1,0,0,1,0,0,0,3
14,0,0,0,1,0,1,0,0,0,0,2
15,0,0,0,1,1,0,0,0,0,0,7
16,0,0,1,0,0,0,0,0,0,0,373
17,0,0,1,0,0,0,0,0,1,0,1
18,0,0,1,0,0,0,1,0,0,0,2
19,0,0,1,0,1,0,0,0,0,0,1
20,0,0,1,1,0,0,0,0,0,0,7
21,0,1,0,0,0,0,0,0,0,0,310
22,0,1,0,0,0,0,0,0,0,1,6
23,0,1,0,0,0,0,0,1,0,0,1
24,0,1,0,1,0,0,0,0,0,0,3
25,0,1,0,1,0,0,0,0,1,0,1
26,0,1,0,1,1,0,0,0,0,0,1
27,0,1,1,0,0,0,0,0,0,0,34
28,0,1,1,0,0,0,1,0,0,0,1
29,0,1,1,0,1,0,0,0,0,0,1
30,0,1,1,1,0,0,0,0,0,0,2
31,1,0,0,0,0,0,0,0,0,0,2261
32,1,0,0,0,0,0,0,0,0,1,12
33,1,0,0,0,0,0,0,0,1,0,4
34,1,0,0,0,0,0,0,1,0,0,42
35,1,0,0,0,0,0,1,0,0,0,87
36,1,0,0,0,0,1,0,0,0,0,17
37,1,0,0,0,0,1,1,0,0,0,21
38,1,0,0,0,0,1,1,0,1,0,1
39,1,0,0,0,1,0,0,0,0,0,37
40,1,0,0,0,1,0,1,0,0,0,3
41,1,0,0,0,1,1,0,0,0,0,5
42,1,0,0,1,0,0,0,0,0,0,215
43,1,0,0,1,0,0,0,0,1,0,12
44,1,0,0,1,0,0,1,0,0,0,7
45,1,0,0,1,0,1,0,0,0,0,4
46,1,0,0,1,0,1,1,0,0,0,2
47,1,0,0,1,1,0,0,0,0,0,18
48,1,0,0,1,1,0,0,0,1,0,2
49,1,0,0,1,1,0,1,0,0,0,6
50,1,0,0,1,1,1,0,0,0,0,2
51,1,0,0,1,1,1,0,0,1,0,1
52,1,0,0,1,1,1,1,0,0,0,1
53,1,0,1,0,0,0,0,0,0,0,512
54,1,0,1,0,0,0,0,0,0,1,1
55,1,0,1,0,0,0,0,0,1,0,3
56,1,0,1,0,0,0,1,0,0,0,3
57,1,0,1,0,0,1,1,0,0,0,1
58,1,0,1,0,1,0,0,0,0,0,3
59,1,0,1,0,1,0,1,0,0,0,1
60,1,0,1,1,0,0,0,0,0,0,34
61,1,0,1,1,0,0,0,0,1,0,8
62,1,0,1,1,0,0,1,0,0,0,2
63,1,0,1,1,1,0,0,0,0,0,1
64,1,0,1,1,1,0,0,0,1,0,1
65,1,1,0,0,0,0,0,0,0,0,534
66,1,1,0,0,0,0,0,0,0,1,6
67,1,1,0,0,0,0,0,0,1,0,1
68,1,1,0,0,0,0,0,1,0,0,5
69,1,1,0,0,0,0,0,1,0,1,1
70,1,1,0,0,0,0,1,0,0,0,1
71,1,1,0,0,0,1,0,0,0,0,1
72,1,1,0,0,1,0,0,0,0,0,2
73,1,1,0,1,0,0,0,0,0,0,8
74,1,1,0,1,1,0,0,0,0,0,1
75,1,1,1,0,0,0,0,0,0,0,209
76,1,1,1,0,0,0,0,0,0,1,1
77,1,1,1,0,0,0,0,0,1,0,3
78,1,1,1,0,0,0,0,1,0,0,1
79,1,1,1,0,0,0,1,0,0,0,2
80,1,1,1,0,0,1,1,0,0,0,1
81,1,1,1,0,1,0,0,0,0,0,5
82,1,1,1,1,0,0,0,0,0,0,3
83,1,1,1,1,1,0,0,0,0,0,2
