	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c3799	0	0	0	-1	0	43	0	37	0	3	34	28	-1	-1	0	-1	0	-1	0	7	28	0	0	3	0	32	44	0	48	0
c4468	-1	0	0	45	13	0	0	37	34	3	34	0	0	0	0	19	-1	39	-1	19	-1	19	-1	-1	0	32	44	10	48	0
c4625	0	5	0	34	0	-1	-1	37	29	-1	-1	-1	44	0	0	1	1	0	0	1	0	-1	0	5	0	0	44	14	-1	-1
c4940	-1	0	0	0	-1	-1	19	37	-1	-1	0	27	0	18	0	12	-1	0	20	24	0	0	0	0	0	0	-1	0	48	-1
c5338	-1	0	19	-1	34	-1	0	37	0	3	0	-1	0	13	42	-1	46	0	32	28	0	-1	0	29	13	0	4	27	48	0
c5411	30	0	0	0	13	-1	0	37	0	-1	34	0	0	0	0	-1	28	39	-1	19	-1	0	-1	-1	0	32	44	0	48	0
c5594	48	0	-1	29	23	0	0	37	0	3	0	29	-1	0	-1	1	0	0	0	1	0	19	-1	0	0	0	-1	0	48	0
c5628	0	0	-1	0	-1	-1	0	37	0	-1	34	-1	-1	-1	-1	-1	0	14	3	35	0	0	0	-1	-1	-1	44	0	48	0
c5740	0	19	0	-1	-1	0	0	37	-1	-1	0	0	0	-1	0	-1	-1	-1	0	29	-1	12	19	0	19	1	-1	-1	48	0
c5842	30	19	-1	-1	48	28	3	37	-1	3	0	0	0	-1	0	12	0	0	0	-1	0	-1	0	26	-1	3	44	34	48	0
c5947	48	3	-1	0	38	0	28	37	0	-1	-1	0	-1	-1	19	1	-1	48	1	1	0	0	0	0	0	0	-1	15	-1	0
c6247	0	0	-1	0	13	0	0	37	0	3	34	19	0	42	0	19	14	39	-1	0	-1	-1	0	3	-1	32	-1	-1	48	0
c6913	10	28	0	0	0	0	-1	37	1	3	28	-1	0	0	-1	1	0	0	-1	-1	-1	2	0	0	44	0	44	16	-1	0
c6958	0	48	0	0	-1	-1	0	37	-1	-1	34	0	50	39	0	19	4	39	0	-1	28	0	-1	3	29	32	44	0	48	45
c6982	3	0	29	0	0	0	0	37	0	3	-1	0	0	0	0	12	0	-1	11	0	-1	0	0	-1	-1	0	44	-1	48	0
c7006	-1	0	0	0	0	0	-1	37	0	3	-1	0	-1	19	0	12	-1	0	0	0	-1	0	-1	0	0	0	-1	-1	48	0
c7022	0	0	-1	0	13	0	-1	37	0	3	34	19	-1	-1	0	19	14	39	-1	0	-1	19	0	3	50	32	44	0	48	3
c7088	19	-1	0	0	0	29	1	4	0	-1	35	0	34	-1	-1	-1	0	0	50	-1	0	25	0	0	38	30	48	-1	0	19
c7332	0	0	19	-1	0	34	15	37	-1	3	-1	-1	0	18	0	12	0	0	0	24	0	0	0	0	0	0	44	-1	48	0
c7348	-1	0	-1	0	1	29	0	4	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	0	25	0	0	-1	10	0	19	0	0
c7608	0	31	0	-1	30	-1	0	37	0	3	14	0	44	18	0	-1	-1	-1	0	19	49	25	15	0	-1	0	44	19	48	0
c8148	0	0	-1	0	0	0	0	37	0	3	0	0	0	0	0	0	0	0	25	0	-1	0	0	-1	19	32	44	-1	48	0
c8270	30	-1	19	-1	34	5	0	37	48	3	0	-1	-1	13	42	-1	-1	0	32	28	0	-1	-1	-1	13	0	-1	0	48	0
c8784	0	19	0	-1	0	0	-1	37	31	3	0	0	-1	-1	34	12	0	0	0	-1	0	0	0	-1	-1	-1	44	34	48	0
c9457	0	0	0	0	0	0	-1	37	25	3	0	0	0	0	50	12	-1	34	0	5	39	0	0	23	0	13	-1	0	-1	0
c9801	0	0	-1	-1	13	0	0	37	0	3	34	-1	34	0	-1	19	0	39	0	19	28	0	-1	3	0	32	44	0	48	0
c9836	30	-1	-1	-1	0	0	0	37	25	-1	0	-1	0	0	42	-1	-1	0	-1	28	34	0	41	36	-1	0	0	5	48	0
c10116	0	0	-1	-1	-1	-1	-1	37	45	3	34	0	-1	0	-1	19	0	39	0	19	28	16	0	3	0	32	44	0	48	0
c10239	-1	28	-1	0	0	-1	0	37	3	-1	28	0	48	0	25	-1	0	0	0	-1	25	2	48	0	-1	0	-1	0	48	0
c10302	0	0	0	0	-1	-1	0	37	45	3	34	0	-1	-1	0	19	0	39	44	19	28	0	0	3	0	-1	44	0	48	0
c10338	0	0	-1	43	41	0	-1	37	0	3	-1	-1	0	0	0	0	0	32	1	7	-1	0	0	-1	19	32	44	-1	-1	1
c10559	48	-1	0	0	23	-1	31	37	0	3	0	0	34	0	0	1	0	0	0	1	-1	0	43	-1	0	0	44	24	-1	19
c10730	-1	0	0	-1	0	0	0	37	29	3	0	0	0	0	0	12	-1	28	43	-1	35	0	28	0	-1	-1	-1	0	48	0
