cellBC	cell_state
c2783	-4
c2889	-4
c3450	-12
c3632	-4
c3812	-9
c3910	-7
c4063	-8
c4253	-8
c4476	-11
c4560	-4
c4663	-7
c4668	-13
c4717	-7
c4911	-11
c4927	-12
c5055	-14
c5156	-7
c5185	-14
c5329	-14
c5478	-9
c5515	-5
c5780	-8
c5807	-6
c5843	-12
c6129	-13
c6362	-9
c6407	-6
c6411	-9
c6472	-8
c6473	-9
c6484	-3
c6540	-9
c6713	-5
c6754	-9
c6849	-14
c6875	-3
c6913	-13
c6986	-9
c7059	-11
c7121	-9
c7180	-9
c7181	-8
c7247	-14
c7279	-3
c7332	-13
c7374	-7
c7437	-7
c7473	-5
c7566	-5
c7606	-3
c7740	-9
c7788	-11
c7891	-7
c8037	-3
c8105	-12
c8116	-16
c8167	-11
c8210	-3
c8269	-13
c8276	-16
c8312	-7
c8327	-7
c8353	-3
c8397	-16
c8421	-11
c8495	-4
c8523	-12
c8574	-12
c8581	-8
c8608	-12
c8634	-16
c8648	-6
c8661	-11
c8685	-3
c8702	-5
c8744	-14
c8785	-13
c8924	-7
c8938	-11
c9057	-7
c9102	-8
c9112	-16
c9181	-13
c9183	-13
c9239	-8
c9288	-6
c9327	-13
c9374	-8
c9441	-14
c9513	-8
c9527	-4
c9653	-3
c9663	-12
c9671	-3
c9734	-5
c9746	-5
c9771	-12
c9807	-3
c9830	-9
c9918	-8
c9958	-9
c9959	-9
c10010	-7
c10055	-12
c10061	-12
c10096	-3
c10184	-9
c10195	-4
c10243	-11
c10315	-12
c10330	-11
c10345	-4
c10353	-4
c10382	-14
c10418	-3
c10447	-4
c10482	-12
c10503	-3
c10530	-9
c10556	-6
c10568	-11
c10583	-7
c10638	-14
c10647	-16
c10663	-14
c10690	-13
c10700	-14
c10722	-12
c10723	-12
c10753	-13
c10769	-5
c10799	-9
c10870	-16
c10893	-14
c10899	-3
c10907	-4
c10919	-13
c10951	-4
c10974	-6
c10995	-16
c11004	-5
c11074	-8
c11118	-8
c11119	-8
c11120	-6
c11157	-3
c11183	-9
c11197	-11
c11203	-14
c11231	-9
c11255	-13
c11332	-16
c11343	-11
c11349	-8
c11360	-16
c11366	-12
c11432	-16
c11439	-12
c11459	-9
c11502	-4
c11570	-6
