cellBC	cell_state
c2454	-3
c2530	-2
c3141	-4
c3315	-2
c3329	-15
c3411	-12
c3478	-4
c3482	-3
c3605	-16
c4581	-11
c4750	-5
c4776	-4
c4862	-6
c4864	-3
c4993	-8
c5027	-6
c5246	-3
c5297	-2
c5457	-12
c5522	-8
c5609	-10
c5859	-5
c6112	-8
c6122	-4
c6355	-10
c6461	-8
c6481	-11
c6561	-9
c6616	-16
c6638	-10
c6890	-2
c7043	-12
c7070	-11
c7079	-12
c7082	-6
c7111	-15
c7141	-9
c7239	-16
c7357	-11
c7477	-15
c7579	-3
c7683	-12
c7702	-4
c7710	-6
c7729	-5
c7746	-2
c7778	-4
c7842	-16
c7891	-4
c7907	-3
c7931	-8
c8271	-4
c8302	-10
c8383	-11
c8433	-11
c8448	-11
c8482	-10
c8556	-2
c8580	-15
c8688	-3
c8689	-3
c8697	-15
c8740	-16
c8800	-6
c8867	-10
c8884	-8
c8889	-15
c8890	-15
c8902	-11
c8913	-12
c8995	-16
c9080	-5
c9178	-9
c9240	-16
c9488	-6
c9528	-9
c9553	-4
c9556	-6
c9610	-12
c9644	-3
c9666	-3
c9667	-3
c9703	-16
c9718	-2
c10052	-16
c10091	-12
c10132	-3
c10133	-3
c10137	-9
c10195	-11
c10198	-6
c10316	-3
c10317	-3
c10367	-15
c10469	-5
c10507	-16
c10541	-15
c10564	-2
c10612	-10
c10637	-8
c10665	-3
c10676	-15
c10677	-15
c10683	-5
c10720	-16
c10721	-15
c10742	-3
c10758	-9
c10773	-11
c10778	-16
c10781	-5
c10803	-6
c10883	-9
c10897	-15
c10937	-5
c11029	-8
c11045	-8
c11055	-9
c11069	-16
c11094	-12
c11109	-11
c11119	-16
c11125	-4
c11202	-12
c11212	-12
c11218	-10
c11223	-5
c11339	-6
c11365	-11
c11371	-9
c11379	-8
c11389	-6
c11396	-10
c11417	-6
c11499	-11
c11526	-2
c11588	-3
c11595	-15
c11606	-5
c11763	-9
c11822	-11
c11828	-15
c11873	-5
c11902	-6
c12009	-12
c12035	-15
c12105	-15
c12131	-12
c12134	-5
c12137	-8
c12250	-5
c12252	-15
c12359	-12
c12385	-15
c12434	-15
c12454	-6
c12495	-9
c12521	-10
c12597	-6
c12601	-5
c12638	-8
c12674	-11
