cellBC	cell_state
c3055	-12
c4506	-11
c4561	-6
c4975	-5
c5121	-11
c5549	-5
c5968	-8
c6161	-11
c6163	-11
c6355	-13
c6448	-8
c6498	-14
c6628	-16
c6701	-6
c6833	-13
c6882	-6
c7475	-5
c7545	-5
c7651	-10
c7887	-12
c8137	-6
c8163	-13
c8284	-2
c8307	-7
c8368	-6
c8772	-3
c9008	-3
c9047	-2
c9611	-7
c9804	-6
c9811	-2
c9927	-14
c10495	-16
c10563	-7
c10665	-3
c10707	-9
c10816	-8
c10967	-16
c11003	-3
c11027	-7
c11234	-6
c11249	-1
c11728	-6
c11783	-8
c11799	-3
c11805	-10
c11845	-16
c11893	-5
c12000	-6
c12220	-11
c12636	-8
c12660	-3
c12819	-12
c12822	-6
c12959	-14
c12979	-3
c13037	-8
c13147	-6
c13241	-11
c13256	-16
c13325	-11
c13714	-16
c13722	-14
c13868	-8
c13929	-9
c13941	-5
c14026	-6
c14081	-11
c14091	-8
c14123	-1
c14154	-2
c14204	-5
c14285	-8
c14320	-10
c14339	-16
c14347	-6
c14444	-7
c14906	-10
c14971	-5
c14972	-7
c15017	-12
c15028	-14
c15056	-16
c15074	-13
c15095	-16
c15116	-12
c15164	-9
c15203	-7
c15249	-3
c15322	-2
c15337	-9
c15347	-9
c15425	-2
c15510	-13
c15533	-11
c15553	-1
c15633	-10
c15693	-9
c15696	-5
c15697	-5
c15780	-9
c15785	-12
c15908	-6
c15910	-10
c15928	-13
c15954	-16
c16040	-5
c16086	-6
c16094	-13
c16098	-9
c16138	-13
c16173	-12
c16224	-13
c16265	-9
c16306	-2
c16337	-10
c16481	-1
c16484	-6
c16522	-6
c16553	-12
c16562	-6
c16582	-11
c16655	-10
c16660	-2
c16663	-13
c16687	-7
c16703	-9
c16716	-6
c16971	-6
c17039	-10
c17198	-6
c17265	-11
c17346	-13
c17435	-9
c17496	-13
c17521	-2
c17647	-8
c17673	-12
c17714	-11
c17801	-9
c17804	-3
c17819	-14
c17889	-12
c17892	-9
c18006	-8
c18055	-5
c18162	-7
c18194	-7
c18383	-14
c18386	-14
c18444	-7
c18449	-5
c18534	-6
c18535	-6
c18539	-10
c18583	-14
c18606	-7
c18749	-6
c18808	-7
c18823	-6
c18869	-11
c18953	-8
c19001	-5
c19050	-12
c19082	-14
c19104	-11
c19132	-3
c19151	-14
c19177	-8
c19180	-3
c19193	-3
c19219	-6
c19278	-14
c19315	-8
c19393	-11
c19585	-5
c19606	-11
c19633	-16
c19677	-11
c19696	-1
c19711	-6
c19808	-9
c19903	-5
c19928	-8
c19958	-8
c20037	-6
c20136	-6
c20178	-5
c20200	-2
c20201	-2
c20243	-13
c20244	-5
c20336	-7
c20337	-8
c20361	-8
c20497	-9
c20498	-9
c20684	-6
c20765	-6
c20789	-16
c20794	-12
c20901	-5
c20915	-2
c20916	-6
c20917	-6
c20982	-8
c21035	-11
c21036	-8
c21140	-11
c21172	-9
c21182	-11
c21293	-13
c21362	-10
c21391	-8
c21550	-6
c21564	-9
c21585	-2
c21586	-7
c21589	-13
c21591	-5
c21608	-6
c21675	-13
c21692	-14
c21784	-10
c21801	-12
c21988	-6
c21996	-10
c22052	-16
c22057	-8
c22063	-8
c22081	-13
c22131	-10
c22154	-3
c22169	-2
c22189	-10
c22205	-10
c22220	-6
c22289	-12
c22383	-11
c22385	-8
c22424	-16
c22453	-6
c22466	-12
c22476	-7
c22478	-3
c22518	-2
c22532	-2
c22533	-2
c22606	-10
c22815	-6
c22825	-14
c22826	-8
c22828	-14
c22836	-7
c22883	-6
c22892	-3
c22910	-12
c22931	-1
c22956	-16
c23019	-12
c23048	-14
c23050	-2
c23066	-16
c23110	-12
