cellBC	cell_state
c539	-12
c1282	-8
c1319	-5
c1405	-6
c1912	-2
c2051	-8
c2057	-5
c2210	-11
c2549	-11
c2595	-9
c2660	-15
c2685	-6
c2852	-10
c2896	-6
c2907	-4
c3010	-15
c3033	-15
c3038	-12
c3306	-9
c3321	-9
c3323	-2
c3391	-1
c3444	-2
c3457	-8
c3521	-12
c3609	-5
c3650	-16
c3660	-5
c3735	-5
c3751	-2
c3816	-9
c3844	-12
c3845	-12
c3892	-9
c3897	-11
c3958	-11
c3968	-8
c4035	-6
c4040	-12
c4043	-4
c4053	-15
c4101	-1
c4195	-16
c4224	-1
c4242	-11
c4256	-6
c4313	-4
c4319	-5
c4339	-11
c4379	-1
c4391	-1
c4405	-15
c4415	-2
c4495	-4
c4503	-9
c4619	-12
c4666	-4
c4695	-8
c4702	-16
c4704	-11
c4711	-1
c4732	-5
c4746	-4
c4793	-6
c4851	-16
c4879	-10
c4908	-2
c4927	-15
c4938	-11
c4954	-4
c4972	-6
c4986	-10
c4997	-5
c5067	-5
c5079	-15
c5188	-8
c5202	-5
c5219	-6
c5292	-5
c5322	-6
c5328	-15
c5335	-12
c5410	-1
c5447	-10
c5487	-9
c5521	-8
c5525	-12
c5540	-16
c5553	-6
c5574	-12
c5613	-1
c5625	-9
c5630	-12
c5667	-9
c5681	-16
c5711	-16
c5757	-10
c5791	-1
c5905	-2
c5925	-4
c5974	-8
c6032	-12
c6034	-12
c6071	-15
c6108	-16
c6189	-8
c6197	-5
c6213	-8
c6223	-2
c6267	-6
c6277	-2
c6297	-11
c6324	-10
c6328	-10
c6390	-9
c6516	-12
c6574	-5
c6612	-6
c6633	-5
c6712	-4
c6729	-12
c6747	-9
c6771	-6
c6776	-1
c6793	-15
c6866	-5
c6867	-5
c6876	-12
c6894	-12
c6899	-1
c6902	-15
c6909	-15
c6932	-11
c7009	-1
c7012	-16
c7023	-10
c7027	-12
c7034	-8
c7062	-12
c7072	-16
c7089	-16
c7104	-11
c7119	-15
c7134	-6
c7151	-15
c7164	-9
