	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1616	7	9	0	0	-1	4	43	20	-1	-1	7	0	0	0	-1	20	0	-1	-1	-1	0	0	-1	14	-1	0	0	0	-1	0
c3291	-1	0	18	0	-1	0	43	0	9	45	0	9	0	-1	0	2	-1	7	0	0	0	0	-1	0	-1	48	-1	-1	-1	0
c4658	7	-1	-1	-1	0	0	-1	7	-1	45	9	0	7	0	16	9	30	-1	0	45	0	0	0	42	-1	0	-1	42	0	2
c4706	0	-1	-1	0	-1	0	43	0	-1	45	0	0	22	27	6	0	-1	-1	16	-1	16	30	0	7	0	-1	-1	-1	-1	-1
c5032	0	-1	0	0	-1	-1	43	0	13	45	9	0	6	1	-1	-1	0	0	-1	0	0	-1	0	50	16	-1	0	0	0	0
c5543	0	30	-1	0	-1	-1	43	0	0	45	0	0	22	0	0	0	0	0	0	0	16	-1	18	0	0	-1	-1	-1	-1	32
c5610	0	4	0	0	1	0	43	-1	-1	-1	-1	9	0	23	-1	-1	0	7	9	45	0	0	0	16	4	16	27	42	7	-1
c5640	0	-1	18	1	-1	-1	43	0	9	-1	-1	9	0	30	0	0	0	-1	0	50	-1	0	1	0	-1	0	18	-1	20	0
c5929	-1	50	45	-1	-1	-1	43	0	-1	-1	-1	15	0	24	-1	33	0	0	0	50	16	-1	0	6	0	0	38	9	0	0
c6388	23	0	0	0	27	-1	43	0	0	45	36	0	0	0	0	46	0	19	0	-1	-1	0	-1	0	0	19	0	-1	2	0
c6720	-1	0	0	0	1	-1	43	7	-1	45	0	0	-1	0	0	-1	0	0	14	45	27	0	-1	-1	4	0	30	42	0	-1
c6884	0	30	0	0	-1	0	43	15	0	45	0	0	-1	30	0	-1	0	0	0	-1	16	-1	0	0	0	0	0	-1	-1	0
c7557	0	0	-1	0	-1	-1	-1	0	-1	45	0	36	-1	0	0	36	0	-1	-1	0	0	43	-1	-1	0	1	0	0	0	-1
c7595	9	0	0	-1	0	0	-1	7	7	45	45	50	0	0	0	9	0	30	-1	45	6	20	-1	-1	-1	45	1	-1	0	0
c7878	0	-1	0	-1	-1	0	43	0	20	-1	45	-1	0	-1	-1	13	0	0	0	50	0	0	-1	18	0	0	0	-1	7	0
c7946	-1	0	0	14	0	0	43	7	15	45	50	-1	-1	-1	0	45	0	0	0	-1	33	45	45	18	0	-1	0	-1	0	-1
c8256	0	0	-1	0	-1	38	43	0	-1	45	50	0	0	-1	0	-1	0	0	36	0	-1	-1	2	0	0	20	0	9	9	0
c8651	-1	0	0	0	-1	-1	43	-1	-1	45	0	36	-1	0	0	36	0	-1	0	0	0	43	0	-1	0	1	0	18	-1	-1
c8787	9	-1	0	-1	0	38	-1	7	0	45	-1	28	0	-1	-1	13	27	0	0	45	-1	45	16	0	7	0	-1	42	0	-1
c8843	9	9	0	0	0	0	43	7	0	45	0	0	0	-1	0	16	27	7	6	45	2	45	36	-1	31	15	19	-1	30	-1
c9057	0	0	0	0	-1	13	43	9	0	-1	7	-1	9	24	-1	0	-1	0	0	-1	16	0	0	0	0	0	38	9	7	4
c9068	0	0	-1	0	-1	0	-1	0	46	-1	-1	30	-1	0	-1	0	0	0	45	0	30	0	-1	50	0	0	-1	-1	0	0
c9120	-1	0	0	47	-1	38	-1	0	50	-1	-1	-1	0	48	0	0	0	0	36	-1	16	0	0	0	0	34	-1	9	-1	0
c9304	0	0	44	0	0	0	-1	-1	10	45	0	16	6	-1	0	0	45	-1	-1	0	-1	-1	0	0	-1	0	0	15	7	-1
c9557	-1	0	0	-1	0	31	43	7	9	45	0	0	0	49	0	0	50	-1	27	45	-1	0	0	-1	-1	4	0	42	-1	0
