	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1586	0	0	0	44	33	-1	0	0	0	40	0	0	0	0	0	27	0	11	20	0	0	-1	0	30	0	-1	1	29	-1	-1
c1963	0	5	32	0	0	-1	-1	27	0	-1	0	0	0	0	0	0	0	-1	20	-1	38	-1	30	0	0	27	0	0	0	-1
c2069	0	0	0	48	0	0	0	-1	0	0	-1	13	-1	19	0	-1	0	0	20	0	0	41	30	20	0	-1	-1	1	0	0
c2866	0	0	-1	15	42	0	0	-1	-1	0	-1	0	44	26	-1	27	0	0	20	0	0	41	30	0	0	-1	16	-1	42	0
c3219	0	-1	0	-1	-1	0	0	-1	0	41	0	0	0	0	4	27	32	4	20	10	32	41	30	0	0	0	16	0	0	0
c3482	0	0	-1	26	0	-1	1	27	0	0	41	0	20	0	1	0	17	1	20	-1	-1	41	30	-1	43	0	0	30	0	38
c3631	0	0	0	1	0	-1	-1	27	0	0	0	13	-1	19	0	0	0	0	20	48	0	41	30	0	-1	-1	0	48	0	-1
c3803	0	0	0	44	33	0	0	-1	0	40	0	0	11	0	0	37	0	0	20	0	0	-1	0	-1	0	13	0	29	0	-1
c4307	5	0	0	-1	0	-1	0	27	0	-1	0	13	-1	19	0	0	0	0	20	0	41	41	30	0	0	0	0	0	-1	-1
c4764	-1	0	0	0	33	0	-1	0	0	40	32	1	-1	10	0	0	-1	0	20	0	-1	-1	0	-1	0	0	0	29	7	0
c4777	0	0	-1	0	36	0	0	27	0	34	-1	0	0	0	-1	-1	0	0	-1	-1	0	41	30	0	0	32	0	0	0	0
c5160	0	0	0	0	33	0	0	-1	0	40	0	-1	-1	10	10	0	0	-1	20	35	9	0	0	0	-1	0	-1	29	0	0
c5214	0	41	0	0	33	0	0	0	0	40	0	0	0	-1	0	37	-1	0	20	-1	10	-1	0	30	-1	0	0	29	0	-1
c5233	0	0	-1	28	33	-1	0	24	0	-1	-1	0	0	0	45	-1	0	0	-1	0	17	-1	0	30	0	-1	-1	-1	0	0
c6200	0	0	-1	0	33	-1	0	45	0	40	0	-1	0	10	10	0	-1	0	20	0	-1	17	0	0	-1	0	-1	29	0	0
c6257	-1	0	0	15	0	0	41	27	-1	27	0	-1	0	26	4	27	0	-1	20	0	0	41	30	41	0	49	16	0	-1	0
c6498	0	0	0	0	-1	-1	4	0	1	40	33	0	-1	10	-1	-1	-1	0	-1	0	45	0	-1	0	-1	0	-1	29	5	-1
c6556	0	41	0	0	33	0	25	-1	4	40	-1	0	-1	0	7	0	0	16	20	0	34	-1	0	30	0	0	0	29	0	0
c6806	0	0	-1	15	-1	-1	0	27	-1	0	0	-1	0	0	4	0	-1	0	-1	0	-1	-1	30	0	0	0	-1	0	0	0
