cellBC	cell_state
c2588	-9
c3705	-15
c3839	-2
c4072	-11
c4119	-12
c4720	-16
c4858	-9
c5918	-10
c5956	-4
c6187	-9
c6264	-14
c6369	-9
c6458	-15
c6541	-1
c6627	-2
c6632	-10
c7275	-9
c7376	-4
c7635	-11
c7778	-1
c7844	-15
c7883	-9
c7982	-3
c7989	-14
c8073	-12
c8184	-2
c8186	-16
c8251	-7
c8286	-2
c8386	-9
c8460	-5
c8530	-16
c8672	-12
c8748	-5
c8763	-1
c8855	-2
c8871	-12
c8891	-5
c8925	-10
c8987	-14
c9010	-11
c9081	-7
c9114	-14
c9260	-6
c9280	-12
c9429	-9
c9641	-2
c9687	-5
c9749	-12
c9776	-13
c9829	-2
c9869	-2
c9936	-9
c10182	-12
c10192	-11
c10268	-5
c10397	-13
c10419	-11
c10446	-4
c10485	-11
c10524	-10
c10546	-4
c10698	-9
c10744	-8
c10754	-3
c10765	-6
c10783	-15
c11037	-15
c11134	-1
c11163	-16
c11223	-6
c11236	-4
c11310	-1
c11447	-7
c11505	-14
c11506	-15
c11509	-6
c11521	-1
c11553	-2
c11563	-6
c11570	-16
c11625	-15
c11822	-10
c11909	-16
c12025	-8
c12132	-15
c12174	-11
c12234	-8
c12277	-12
c12279	-11
c12307	-15
c12365	-15
c12377	-15
c12424	-14
c12492	-4
c12544	-12
c12547	-9
c12582	-9
c12639	-13
c12654	-16
c12724	-7
c12768	-11
c12789	-8
c12792	-2
c12795	-13
c12862	-9
c12927	-5
c13097	-3
c13225	-9
c13229	-11
c13354	-6
c13355	-6
c13369	-11
c13418	-10
c13458	-3
c13465	-16
c13484	-6
c13540	-11
c13689	-4
c13706	-6
c13758	-1
c13823	-7
c13827	-5
c13836	-12
c13845	-12
c13883	-7
c13945	-14
c13951	-2
c13991	-5
c13995	-12
c14085	-14
c14170	-2
c14216	-6
c14234	-13
c14298	-15
c14339	-8
c14374	-3
c14408	-1
c14430	-13
c14458	-13
c14467	-4
c14475	-8
c14489	-5
c14576	-1
c14579	-9
c14580	-11
c14601	-1
c14623	-9
c14681	-8
c14739	-4
c14772	-13
c14829	-14
c14892	-4
c14932	-14
c14968	-12
c15067	-15
c15149	-4
c15160	-12
c15161	-12
c15165	-6
c15198	-3
c15234	-9
c15235	-9
c15237	-15
c15270	-15
c15283	-15
c15317	-1
c15318	-3
c15344	-16
c15365	-3
c15402	-5
c15411	-6
c15455	-10
c15492	-4
c15651	-10
c15679	-12
c15692	-12
c15737	-13
c15749	-1
c15770	-16
c15794	-6
c15816	-8
c15844	-6
c15871	-5
c15901	-8
c15913	-9
c15937	-2
c15947	-11
c16012	-9
c16013	-9
c16038	-7
c16050	-12
c16059	-15
c16066	-10
c16085	-8
c16160	-1
c16199	-14
c16201	-12
c16220	-15
c16254	-13
c16308	-14
c16317	-1
c16365	-1
c16369	-9
c16372	-3
c16373	-3
c16406	-7
c16412	-6
c16413	-6
c16445	-16
c16448	-1
c16449	-1
c16461	-8
c16468	-7
c16513	-2
c16548	-12
c16566	-11
c16618	-1
c16631	-9
c16642	-11
c16688	-5
c16702	-4
c16715	-2
c16747	-3
c16758	-11
c16771	-6
c16794	-3
c16811	-14
c16817	-16
c16824	-9
c16830	-8
c16834	-3
c16873	-11
c16903	-14
c16944	-1
c16963	-4
c16994	-14
c17003	-16
c17004	-12
c17034	-12
c17170	-12
c17171	-12
c17253	-14
c17286	-15
c17324	-12
c17341	-5
c17448	-14
c17466	-5
c17518	-12
c17546	-15
c17563	-7
c17576	-9
c17602	-13
c17643	-14
c17666	-10
c17714	-8
c17736	-12
c17742	-15
c17745	-6
c17756	-6
c17761	-13
c17772	-14
c17826	-2
c17853	-13
