cellBC	cell_state
c299	-15
c776	-8
c1095	-10
c1611	-11
c1698	-15
c1700	-8
c1788	-8
c1975	-8
c2107	-10
c2143	-8
c2293	-8
c2342	-4
c2344	-8
c2393	-8
c2409	-11
c2505	-10
c2521	-10
c2728	-15
c2818	-10
c2836	-4
c2897	-8
c3023	-10
c3037	-10
c3117	-4
c3171	-10
c3200	-8
c3277	-15
c3344	-11
c3521	-8
c3580	-15
c3594	-11
c3647	-8
c3729	-13
c3813	-9
c3818	-15
c3909	-13
c3930	-11
c4024	-10
c4078	-13
c4115	-13
c4236	-8
c4277	-8
c4280	-13
c4305	-3
c4324	-10
c4353	-9
c4383	-10
c4393	-15
c4395	-9
c4423	-4
c4478	-8
c4480	-9
c4537	-13
c4574	-9
c4631	-3
c4647	-11
c4671	-8
c4715	-10
c4798	-8
c4805	-9
c4812	-8
c4853	-9
c4894	-8
c4897	-4
c4930	-13
c4953	-10
c4968	-11
c4978	-11
c4982	-8
c4983	-8
c5062	-4
c5136	-8
c5138	-8
c5139	-8
c5180	-11
c5245	-13
c5274	-13
c5281	-8
c5289	-10
c5314	-10
c5381	-15
c5391	-8
c5433	-15
c5443	-8
c5455	-10
c5530	-4
c5555	-15
c5579	-8
c5583	-15
c5618	-9
c5659	-10
c5699	-3
c5757	-8
c5771	-10
c5797	-9
c5804	-8
c5864	-4
c5938	-13
c5940	-8
c5942	-9
c5959	-8
c5964	-8
c6006	-8
c6010	-15
c6030	-9
c6042	-15
c6085	-11
c6128	-8
c6150	-9
c6177	-8
c6217	-3
c6230	-13
c6242	-8
c6345	-9
c6360	-8
c6365	-13
c6378	-4
c6388	-15
c6420	-9
c6474	-9
c6477	-8
c6510	-11
c6597	-8
c6629	-15
c6662	-8
c6682	-13
c6721	-8
c6723	-10
c6754	-8
c6760	-9
c6784	-8
c6804	-3
c6830	-10
c6856	-9
c6867	-15
c6909	-10
c6914	-15
c6998	-8
c7038	-8
c7047	-10
c7050	-4
c7058	-11
c7109	-3
c7139	-8
c7145	-9
c7182	-13
c7185	-10
c7223	-11
c7251	-10
c7270	-8
c7273	-8
c7294	-10
c7302	-15
c7303	-15
c7310	-4
c7350	-10
c7377	-15
c7426	-11
c7431	-15
c7436	-8
c7454	-15
c7503	-15
c7546	-8
c7555	-13
c7557	-9
c7574	-11
c7577	-9
c7587	-9
c7603	-8
c7611	-15
c7628	-15
c7635	-8
c7636	-8
