cellBC	cell_state
c1076	-5
c1257	-6
c1637	-10
c1801	-11
c2135	-15
c2489	-6
c2529	-3
c2659	-1
c2835	-4
c2963	-5
c3090	-3
c3502	-7
c3590	-11
c3720	-5
c3757	-4
c4077	-6
c4176	-8
c4185	-8
c4560	-14
c4799	-5
c4884	-3
c4925	-4
c5082	-14
c5115	-3
c5245	-11
c5358	-10
c5376	-2
c5419	-14
c5429	-11
c5459	-14
c5554	-8
c5646	-8
c5708	-14
c5756	-3
c5875	-15
c6077	-15
c6082	-3
c6089	-3
c6136	-14
c6162	-5
c6239	-6
c6247	-11
c6262	-10
c6439	-11
c6710	-6
c6851	-4
c6873	-10
c6911	-2
c6924	-2
c6965	-11
c7073	-14
c7077	-14
c7172	-14
c7376	-5
c7434	-1
c7454	-11
c7465	-4
c7562	-10
c7595	-14
c7650	-4
c7717	-11
c7729	-10
c7737	-1
c7785	-7
c7859	-11
c7873	-7
c7987	-15
c8016	-10
c8036	-8
c8087	-8
c8128	-6
c8131	-11
c8144	-3
c8151	-4
c8183	-6
c8184	-14
c8216	-15
c8298	-1
c8312	-11
c8321	-5
c8352	-6
c8381	-2
c8440	-3
c8451	-6
c8465	-14
c8510	-8
c8513	-2
c8514	-8
c8552	-1
c8560	-14
c8562	-10
c8645	-1
c8719	-11
c8735	-4
c8741	-4
c8755	-5
c8761	-15
c8811	-14
c8823	-10
c8847	-5
c8895	-11
c8943	-7
c9042	-14
c9089	-1
c9099	-10
c9105	-2
c9124	-8
c9172	-2
c9223	-3
c9257	-3
c9321	-5
c9322	-11
c9323	-11
c9354	-6
c9360	-15
c9400	-4
c9465	-3
c9479	-6
c9507	-6
c9521	-2
c9522	-10
c9523	-10
c9558	-4
c9568	-3
c9573	-10
c9692	-7
c9712	-11
c9772	-1
c9855	-14
c9924	-8
c9942	-8
c9950	-7
c9986	-14
c9989	-7
c10006	-14
c10065	-6
c10093	-7
c10108	-7
c10120	-7
c10142	-15
c10179	-3
c10210	-6
c10221	-8
c10248	-2
c10275	-5
c10287	-14
c10322	-2
c10327	-11
c10350	-4
c10382	-3
c10402	-11
c10418	-3
c10462	-10
c10521	-8
c10538	-10
c10541	-3
c10580	-7
c10644	-15
c10664	-3
c10685	-1
c10724	-11
c10731	-15
c10746	-15
c10762	-14
c10763	-14
c10825	-2
c10830	-7
c10866	-14
c10940	-3
c10958	-4
c10977	-6
c10982	-4
c10984	-10
c11012	-15
c11025	-7
c11108	-10
c11176	-11
c11219	-3
c11274	-6
c11295	-11
c11305	-2
c11307	-4
c11343	-4
c11359	-5
c11364	-8
c11372	-3
c11403	-7
c11428	-4
c11437	-8
c11483	-5
c11492	-14
c11504	-10
c11505	-10
c11577	-7
c11605	-15
c11674	-2
c11679	-15
c11681	-5
c11683	-4
c11750	-3
c11766	-15
c11774	-3
c11793	-2
c11798	-2
c11802	-14
c11820	-5
c11821	-5
c11857	-15
c11900	-2
c11909	-2
c11920	-10
c11956	-3
c11965	-15
c11967	-4
c11992	-5
c11997	-5
c12052	-14
c12090	-14
c12190	-3
c12215	-14
c12226	-5
c12246	-7
c12275	-7
c12369	-10
c12375	-3
c12390	-1
c12395	-1
c12430	-5
c12433	-5
c12457	-7
c12468	-6
c12474	-14
c12521	-2
c12523	-4
c12608	-7
c12627	-1
c12662	-11
c12682	-3
c12695	-7
c12704	-11
c12735	-14
c12744	-8
c12757	-4
c12764	-14
c12788	-14
c12795	-15
c12799	-14
c12821	-7
c12827	-2
c12829	-4
c12885	-1
c12990	-14
c13000	-1
c13033	-4
c13050	-15
c13066	-10
c13102	-8
c13125	-14
c13146	-4
c13171	-4
c13179	-4
c13190	-11
c13202	-14
c13223	-15
c13242	-6
c13257	-6
c13265	-15
c13296	-8
c13298	-1
c13309	-1
c13314	-15
c13323	-4
c13341	-1
c13355	-4
c13367	-5
c13385	-5
c13399	-15
c13426	-6
c13428	-8
c13450	-7
c13461	-6
c13531	-2
c13555	-15
c13568	-6
c13590	-8
c13610	-5
c13616	-3
c13626	-3
c13633	-4
c13659	-7
c13669	-2
c13717	-4
c13746	-3
c13778	-5
c13788	-3
c13791	-4
c13824	-10
c13896	-15
c13947	-7
c13970	-11
c13985	-14
c14004	-2
c14013	-2
c14025	-15
c14080	-14
c14085	-14
c14098	-4
c14100	-15
c14110	-10
c14127	-3
c14129	-7
c14149	-3
c14179	-5
c14184	-11
c14188	-4
c14209	-11
c14211	-5
c14230	-7
c14231	-7
c14255	-15
c14260	-7
c14265	-15
c14351	-3
c14353	-1
c14354	-14
c14373	-15
c14377	-7
c14397	-10
c14460	-15
c14469	-11
c14471	-6
c14489	-4
c14493	-6
c14522	-14
c14530	-5
c14590	-14
c14592	-6
c14607	-6
c14622	-1
c14624	-4
c14645	-6
c14647	-7
c14653	-15
c14691	-3
c14710	-4
c14721	-15
c14724	-15
c14736	-10
c14741	-3
c14752	-4
c14760	-10
c14785	-4
c14812	-2
c14819	-8
c14837	-6
c14843	-14
c14844	-7
c14848	-2
c14857	-4
c14860	-8
c14879	-15
c14914	-7
c14916	-15
c14927	-2
c14951	-15
c14980	-8
c15007	-4
c15016	-1
c15035	-14
c15059	-15
c15071	-10
c15098	-4
c15101	-7
c15132	-10
c15133	-10
c15154	-8
c15158	-3
c15165	-14
c15187	-11
c15202	-8
c15246	-5
c15250	-4
c15257	-2
c15315	-3
c15321	-4
c15335	-3
c15341	-15
c15347	-3
c15350	-2
c15359	-3
c15378	-3
c15394	-7
c15418	-4
c15420	-15
c15441	-8
c15451	-2
c15457	-3
c15470	-11
c15504	-11
c15507	-4
c15544	-11
c15550	-3
c15585	-10
c15589	-3
c15595	-5
c15617	-15
c15624	-14
c15639	-1
c15652	-10
c15653	-10
c15656	-8
c15681	-14
c15700	-14
c15715	-4
c15730	-3
c15731	-3
c15761	-6
c15774	-3
c15775	-3
c15777	-15
c15779	-14
c15795	-4
c15796	-14
c15809	-2
c15816	-5
c15830	-3
c15847	-7
c15886	-2
c15910	-3
c15915	-5
c15920	-2
c15941	-15
c15956	-7
c15970	-10
c15971	-10
c15973	-4
c15987	-14
c15999	-4
c16015	-7
c16031	-5
c16039	-4
c16068	-14
c16092	-3
c16101	-2
c16108	-14
c16114	-7
c16120	-4
c16137	-6
c16159	-6
c16169	-1
c16172	-4
c16185	-14
c16209	-8
c16227	-15
c16320	-5
c16321	-5
c16324	-1
c16331	-4
c16333	-7
c16347	-6
c16353	-11
c16357	-4
c16360	-15
c16383	-8
c16388	-1
c16394	-4
c16409	-1
c16417	-15
c16444	-4
c16469	-4
c16492	-4
c16495	-15
c16500	-11
c16501	-11
c16507	-15
c16515	-6
c16530	-4
c16550	-15
c16578	-2
c16581	-6
c16601	-11
c16625	-4
c16642	-1
c16645	-4
c16653	-14
c16673	-5
c16675	-3
c16686	-11
c16687	-11
c16691	-3
c16703	-10
c16709	-15
c16720	-15
c16725	-5
c16732	-15
c16801	-15
c16809	-15
c16813	-5
c16818	-11
c16867	-11
c16870	-10
c16871	-10
c16906	-2
c16909	-7
c16918	-1
c16920	-4
c16929	-4
c16940	-15
c16952	-14
c16953	-14
c16984	-7
c17001	-2
c17010	-7
c17021	-2
c17031	-15
c17047	-6
c17054	-3
c17061	-15
c17109	-10
c17118	-2
c17150	-2
c17161	-15
c17190	-3
c17192	-2
c17193	-2
c17247	-5
c17256	-8
c17263	-10
c17268	-8
c17271	-3
c17292	-1
c17294	-11
c17297	-5
c17315	-2
c17322	-3
c17330	-14
c17332	-4
c17338	-2
c17355	-2
c17426	-15
c17442	-14
c17483	-5
c17510	-11
c17511	-11
c17537	-10
c17552	-3
c17555	-14
c17561	-10
c17584	-1
c17597	-2
c17601	-10
c17602	-6
c17610	-15
c17621	-15
c17642	-14
c17645	-1
c17652	-10
c17655	-7
c17661	-1
c17669	-4
c17690	-2
c17698	-8
c17712	-4
c17730	-1
c17756	-4
c17788	-2
c17796	-15
c17798	-10
c17801	-7
c17806	-14
c17828	-3
c17829	-3
c17831	-6
c17836	-14
c17859	-7
c17872	-6
c17886	-1
c17887	-1
c17898	-10
c17909	-15
c17921	-8
c17924	-4
c17939	-10
c17948	-8
c17952	-11
c17974	-6
c17982	-2
c17988	-5
c18005	-2
c18009	-5
c18013	-14
c18025	-8
c18034	-7
c18040	-6
c18043	-5
c18045	-5
c18048	-11
c18052	-15
c18080	-2
c18083	-5
c18084	-4
c18101	-7
c18107	-3
c18124	-14
c18158	-3
c18162	-15
c18189	-2
c18195	-10
c18201	-15
c18231	-4
c18237	-7
c18248	-8
c18286	-11
c18313	-1
c18332	-1
c18340	-14
c18376	-14
c18402	-7
c18413	-15
c18414	-14
c18426	-7
c18431	-3
c18439	-8
c18442	-14
c18444	-14
c18446	-14
c18467	-15
c18471	-7
c18473	-5
c18492	-6
c18494	-7
c18498	-11
c18501	-2
c18505	-3
c18536	-14
c18537	-14
c18569	-15
c18574	-8
c18581	-14
c18600	-14
c18609	-6
c18628	-14
c18631	-7
c18635	-6
c18637	-10
c18654	-15
c18661	-8
c18662	-7
c18696	-4
c18713	-3
c18716	-15
c18725	-8
c18739	-1
c18757	-11
c18759	-5
c18760	-5
c18774	-10
c18779	-14
c18792	-3
c18797	-2
c18809	-7
c18813	-15
c18816	-4
c18821	-11
c18832	-1
c18855	-14
c18866	-3
c18876	-1
c18884	-14
c18888	-7
c18900	-3
c18910	-10
c18911	-10
c18917	-11
c18929	-5
c18935	-4
c18937	-5
c18946	-8
c18947	-8
c18951	-4
c18985	-15
c18995	-11
c18996	-14
c19030	-1
c19036	-8
c19042	-1
c19059	-14
c19074	-14
c19094	-15
c19117	-4
c19118	-8
c19120	-2
c19135	-7
c19145	-14
c19147	-1
c19152	-6
c19158	-3
c19164	-10
c19167	-15
c19168	-3
c19198	-4
c19223	-6
c19244	-10
c19245	-10
c19248	-2
c19249	-2
c19260	-3
c19296	-5
c19300	-2
c19301	-2
c19306	-8
c19312	-15
c19318	-6
c19348	-6
c19360	-14
c19372	-14
c19381	-11
c19417	-1
c19436	-5
c19437	-5
c19460	-8
c19461	-8
c19464	-1
c19518	-8
c19539	-10
c19570	-14
c19589	-11
c19590	-10
c19591	-10
c19603	-15
c19609	-6
c19613	-15
c19667	-4
c19705	-1
c19706	-3
c19717	-7
c19755	-3
c19760	-4
c19784	-5
c19805	-8
c19810	-1
c19825	-7
c19834	-5
c19858	-15
c19863	-5
c19866	-3
c19878	-8
c19921	-4
c19957	-5
c19974	-11
c19983	-3
c19985	-3
c20011	-14
c20013	-8
c20014	-10
c20021	-4
c20028	-15
c20030	-5
c20031	-5
c20055	-7
c20064	-7
c20067	-14
c20085	-3
c20133	-3
c20134	-6
c20143	-15
c20145	-7
c20146	-3
c20148	-8
c20162	-14
c20178	-2
c20206	-2
c20208	-10
c20214	-2
c20218	-14
c20234	-4
c20254	-1
c20255	-1
c20274	-4
c20281	-4
c20286	-3
c20295	-14
c20312	-15
c20324	-6
c20349	-4
c20356	-4
c20368	-3
c20375	-8
c20380	-4
c20390	-15
c20456	-3
c20457	-3
c20464	-10
c20465	-10
c20469	-4
c20474	-3
c20493	-14
c20496	-10
c20505	-3
c20514	-7
c20518	-2
c20523	-11
c20524	-6
c20529	-14
c20541	-2
c20543	-8
c20555	-14
c20577	-15
c20606	-14
c20613	-2
c20620	-8
c20624	-3
c20625	-3
c20635	-1
c20644	-15
c20648	-14
c20670	-15
c20676	-5
c20692	-11
c20721	-7
c20737	-2
c20750	-15
c20793	-14
c20795	-11
c20828	-15
c20841	-15
c20855	-8
c20862	-7
c20876	-6
c20877	-6
c20912	-1
c20943	-14
c20950	-2
c20973	-8
c20981	-4
c20988	-1
c20991	-14
c21010	-7
c21013	-7
c21038	-11
c21039	-11
c21045	-4
c21048	-3
c21082	-11
c21085	-5
c21110	-6
c21115	-6
c21126	-8
c21131	-5
c21146	-6
c21185	-4
c21199	-8
c21228	-3
c21231	-8
c21233	-3
c21239	-15
c21249	-14
c21254	-7
c21268	-11
c21271	-6
c21278	-7
c21305	-1
c21312	-15
c21331	-2
c21336	-4
c21340	-3
c21341	-3
c21348	-15
c21369	-7
c21373	-5
c21388	-2
c21404	-14
c21412	-14
c21420	-5
c21428	-14
c21442	-1
c21451	-2
c21457	-7
c21472	-4
c21474	-8
c21478	-7
c21484	-3
c21502	-3
c21511	-2
c21512	-1
c21524	-8
c21530	-3
c21532	-8
c21536	-8
c21541	-15
c21585	-3
c21589	-5
c21599	-1
c21600	-4
c21613	-15
c21614	-4
c21640	-5
c21641	-5
c21648	-6
c21654	-2
c21695	-4
c21710	-4
c21711	-4
c21716	-11
c21717	-11
c21718	-14
c21719	-14
c21724	-6
c21757	-11
c21771	-5
c21811	-7
c21813	-2
c21815	-1
c21828	-10
c21829	-10
c21867	-7
c21871	-4
c21891	-4
c21907	-6
c21909	-5
c21925	-7
c21938	-7
c21939	-7
c21940	-15
c21948	-6
c21949	-6
c21964	-4
c21967	-6
c21984	-11
c21985	-11
c21991	-8
c22002	-14
c22006	-4
c22011	-8
c22012	-7
c22016	-14
c22019	-15
c22026	-8
c22034	-3
c22056	-7
c22095	-15
c22097	-15
c22108	-3
c22116	-4
c22118	-7
c22126	-3
c22130	-14
c22131	-14
c22136	-15
c22148	-4
c22158	-14
c22168	-4
c22171	-14
c22191	-7
c22202	-5
c22211	-11
c22231	-2
c22236	-6
c22237	-6
c22245	-14
c22255	-6
c22271	-2
c22284	-1
c22286	-15
c22303	-7
c22304	-11
c22306	-14
c22329	-5
c22332	-11
c22343	-4
c22345	-3
c22351	-4
c22363	-2
c22377	-14
c22390	-14
c22410	-4
c22419	-8
c22424	-14
c22428	-2
c22434	-4
c22444	-14
c22459	-14
c22464	-4
c22498	-15
c22529	-6
c22539	-6
c22544	-11
c22547	-2
c22560	-8
c22566	-7
c22578	-15
c22597	-1
c22605	-8
c22610	-5
c22615	-8
c22622	-5
c22626	-15
c22635	-2
c22646	-14
c22655	-4
c22656	-14
c22660	-14
c22674	-8
c22690	-8
c22702	-1
c22712	-2
c22721	-5
c22741	-4
c22753	-6
c22765	-15
c22777	-10
c22779	-8
c22782	-15
c22786	-3
c22806	-10
c22834	-7
c22848	-5
c22868	-6
c22873	-5
c22877	-8
c22883	-15
c22891	-7
c22895	-7
c22896	-2
c22908	-15
c22925	-14
c22952	-15
c22953	-15
c22956	-2
c22969	-1
c22970	-15
c22977	-3
c22981	-8
c22985	-15
c22988	-8
c23004	-15
c23006	-14
c23009	-15
c23023	-5
c23039	-10
c23047	-14
c23053	-10
c23062	-10
c23063	-10
c23076	-8
c23082	-4
c23090	-14
c23102	-14
c23104	-14
c23108	-14
c23113	-14
c23122	-6
c23129	-7
c23133	-14
c23135	-5
c23147	-14
c23174	-11
c23192	-10
c23201	-6
c23217	-8
c23220	-15
c23227	-2
c23231	-8
c23233	-2
c23236	-8
c23238	-6
c23239	-6
c23274	-6
c23292	-1
c23293	-1
c23307	-5
c23313	-8
c23321	-10
c23343	-15
c23348	-1
c23349	-1
c23357	-1
c23361	-3
c23362	-6
c23370	-4
c23383	-3
c23396	-11
c23401	-6
c23405	-11
c23408	-14
c23409	-14
c23418	-8
c23428	-8
c23438	-2
c23442	-1
c23447	-7
c23452	-14
c23456	-3
c23465	-11
c23471	-6
c23475	-7
c23479	-3
c23487	-6
c23491	-8
c23496	-1
c23519	-7
c23520	-3
c23530	-2
c23531	-2
c23548	-15
c23572	-10
c23575	-3
c23594	-11
c23596	-4
c23621	-3
c23635	-3
c23636	-14
c23638	-8
c23651	-4
c23656	-4
c23661	-4
c23684	-4
c23715	-3
c23727	-14
c23733	-5
c23734	-4
c23735	-4
c23741	-3
c23753	-7
c23757	-14
c23766	-15
c23768	-10
c23769	-10
c23784	-5
c23787	-8
c23797	-15
c23817	-7
c23825	-8
c23835	-4
c23836	-4
c23849	-15
c23869	-7
c23879	-15
c23881	-8
c23882	-4
c23884	-7
c23891	-6
c23898	-4
c23904	-8
c23906	-2
c23907	-2
c23910	-1
c23936	-5
c23948	-5
c23955	-8
c23961	-8
c23964	-15
c23966	-15
c23982	-4
c23984	-15
c23994	-8
c24003	-11
c24004	-15
c24019	-8
c24021	-14
c24024	-14
c24028	-14
c24031	-7
