,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,2047
1,0,0,0,0,0,0,0,0,0,1,10
2,0,0,0,0,0,0,0,0,1,0,8
3,0,0,0,0,0,0,0,1,0,0,23
4,0,0,0,0,0,0,1,0,0,0,57
5,0,0,0,0,0,1,0,0,0,0,9
6,0,0,0,0,1,0,0,0,0,0,62
7,0,0,0,0,1,0,1,0,0,0,1
8,0,0,0,1,0,0,0,0,0,0,225
9,0,0,0,1,0,0,0,0,1,0,4
10,0,0,0,1,0,0,1,0,0,0,3
11,0,0,0,1,0,1,0,0,0,0,2
12,0,0,0,1,1,0,0,0,0,0,6
13,0,0,0,1,1,0,1,0,0,0,1
14,0,0,0,1,1,1,0,0,0,0,1
15,0,0,1,0,0,0,0,0,0,0,363
16,0,0,1,0,0,0,1,0,0,0,1
17,0,0,1,0,0,1,1,0,0,0,1
18,0,0,1,0,1,0,0,0,0,0,1
19,0,0,1,1,0,0,0,0,0,0,4
20,0,0,1,1,0,0,0,0,1,0,1
21,0,1,0,0,0,0,0,0,0,0,351
22,0,1,0,0,0,0,0,0,0,1,1
23,0,1,0,0,1,0,0,0,0,0,2
24,0,1,0,1,0,0,0,0,0,0,2
25,0,1,1,0,0,0,0,0,0,0,40
26,0,1,1,1,0,0,0,0,0,0,1
27,1,0,0,0,0,0,0,0,0,0,1740
28,1,0,0,0,0,0,0,0,0,1,6
29,1,0,0,0,0,0,0,0,1,0,3
30,1,0,0,0,0,0,0,1,0,0,10
31,1,0,0,0,0,0,1,0,0,0,46
32,1,0,0,0,0,1,0,0,0,0,9
33,1,0,0,0,0,1,1,0,0,0,12
34,1,0,0,0,1,0,0,0,0,0,19
35,1,0,0,0,1,0,1,0,0,0,1
36,1,0,0,0,1,1,0,0,0,0,1
37,1,0,0,0,1,1,0,0,1,0,1
38,1,0,0,0,1,1,1,0,0,0,2
39,1,0,0,1,0,0,0,0,0,0,115
40,1,0,0,1,0,0,0,0,0,1,1
41,1,0,0,1,0,0,0,0,1,0,2
42,1,0,0,1,0,0,1,0,0,0,2
43,1,0,0,1,0,1,0,0,0,0,2
44,1,0,0,1,0,1,1,0,0,0,1
45,1,0,0,1,1,0,0,0,0,0,9
46,1,0,0,1,1,1,0,0,0,0,1
47,1,0,0,1,1,1,0,0,1,0,1
48,1,0,0,1,1,1,1,0,0,0,1
49,1,0,1,0,0,0,0,0,0,0,226
50,1,0,1,0,0,0,1,0,0,0,1
51,1,0,1,0,1,0,0,0,0,0,3
52,1,0,1,1,0,0,0,0,0,0,13
53,1,0,1,1,0,0,0,0,1,0,5
54,1,0,1,1,1,0,0,0,0,0,1
55,1,1,0,0,0,0,0,0,0,0,298
56,1,1,0,0,0,0,0,0,0,1,1
57,1,1,0,0,0,0,0,1,0,0,3
58,1,1,0,1,0,0,0,0,0,0,2
59,1,1,1,0,0,0,0,0,0,0,93
60,1,1,1,0,0,0,0,0,1,0,2
61,1,1,1,0,1,0,0,0,0,0,2
62,1,1,1,1,0,0,0,0,0,0,2
