,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,190
1,0,0,0,0,0,0,0,0,0,1,9
2,0,0,0,0,0,0,0,1,0,0,18
3,0,0,0,0,0,0,1,0,0,0,58
4,0,0,0,0,0,0,1,0,1,0,1
5,0,0,0,0,0,1,0,0,0,0,11
6,0,0,0,0,0,1,1,0,0,0,5
7,0,0,0,0,1,0,0,0,0,0,73
8,0,0,0,0,1,0,0,0,0,1,1
9,0,0,0,0,1,0,1,0,0,0,1
10,0,0,0,1,0,0,0,0,0,0,186
11,0,0,0,1,0,0,0,0,1,0,10
12,0,0,0,1,0,0,1,0,0,0,2
13,0,0,0,1,1,0,0,0,0,0,11
14,0,0,0,1,1,0,0,0,1,0,1
15,0,0,1,0,0,0,0,0,0,0,328
16,0,0,1,0,0,0,1,0,0,0,1
17,0,0,1,0,1,0,0,0,0,0,2
18,0,0,1,1,0,0,0,0,0,0,6
19,0,1,0,0,0,0,0,0,0,0,268
20,0,1,0,0,0,0,0,0,0,1,4
21,0,1,0,0,0,0,0,1,0,0,2
22,0,1,0,0,1,0,0,0,0,0,1
23,0,1,0,1,0,0,0,0,0,0,5
24,0,1,0,1,1,0,0,0,0,0,1
25,0,1,1,0,0,0,0,0,0,0,35
26,0,1,1,0,1,0,0,0,0,0,1
27,0,1,1,1,0,0,0,0,0,0,2
28,1,0,0,0,0,0,0,0,0,0,2314
29,1,0,0,0,0,0,0,0,0,1,19
30,1,0,0,0,0,0,0,0,1,0,6
31,1,0,0,0,0,0,0,1,0,0,71
32,1,0,0,0,0,0,0,1,0,1,2
33,1,0,0,0,0,0,1,0,0,0,112
34,1,0,0,0,0,1,0,0,0,0,23
35,1,0,0,0,0,1,1,0,0,0,25
36,1,0,0,0,0,1,1,0,1,0,1
37,1,0,0,0,1,0,0,0,0,0,40
38,1,0,0,0,1,0,1,0,0,0,4
39,1,0,0,0,1,1,0,0,0,0,7
40,1,0,0,0,1,1,1,0,0,0,3
41,1,0,0,1,0,0,0,0,0,0,252
42,1,0,0,1,0,0,0,0,0,1,1
43,1,0,0,1,0,0,0,0,1,0,15
44,1,0,0,1,0,0,1,0,0,0,10
45,1,0,0,1,0,0,1,0,1,0,1
46,1,0,0,1,0,1,0,0,0,0,7
47,1,0,0,1,0,1,1,0,0,0,5
48,1,0,0,1,1,0,0,0,0,0,25
49,1,0,0,1,1,0,0,0,1,0,5
50,1,0,0,1,1,0,1,0,0,0,2
51,1,0,0,1,1,1,0,0,0,0,3
52,1,0,0,1,1,1,1,0,0,0,3
53,1,0,1,0,0,0,0,0,0,0,630
54,1,0,1,0,0,0,0,0,0,1,2
55,1,0,1,0,0,0,0,0,1,0,5
56,1,0,1,0,0,0,1,0,0,0,5
57,1,0,1,0,1,0,0,0,0,0,6
58,1,0,1,0,1,0,1,0,0,0,1
59,1,0,1,1,0,0,0,0,0,0,48
60,1,0,1,1,0,0,0,0,1,0,9
61,1,0,1,1,0,0,1,0,0,0,2
62,1,0,1,1,0,0,1,0,1,0,2
63,1,0,1,1,0,1,1,0,0,0,1
64,1,0,1,1,1,0,0,0,0,0,1
65,1,0,1,1,1,0,0,0,1,0,1
66,1,1,0,0,0,0,0,0,0,0,633
67,1,1,0,0,0,0,0,0,0,1,10
68,1,1,0,0,0,0,0,1,0,0,9
69,1,1,0,0,0,0,0,1,0,1,3
70,1,1,0,0,0,0,1,0,0,0,2
71,1,1,0,0,0,1,0,0,0,0,1
72,1,1,0,0,0,1,1,0,0,0,1
73,1,1,0,0,1,0,0,0,0,0,2
74,1,1,0,0,1,0,1,0,0,0,1
75,1,1,0,1,0,0,0,0,0,0,6
76,1,1,1,0,0,0,0,0,0,0,270
77,1,1,1,0,0,0,0,0,0,1,1
78,1,1,1,0,0,0,0,0,1,0,2
79,1,1,1,0,0,0,0,1,0,0,1
80,1,1,1,0,0,0,1,0,0,0,1
81,1,1,1,0,0,1,0,0,0,0,1
82,1,1,1,0,0,1,1,0,0,0,1
83,1,1,1,0,1,0,0,0,0,0,6
84,1,1,1,1,0,0,0,0,0,0,11
