,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,918
1,0,0,0,0,0,0,0,0,0,1,13
2,0,0,0,0,0,0,0,0,1,0,8
3,0,0,0,0,0,0,0,1,0,0,27
4,0,0,0,0,0,0,0,1,0,1,1
5,0,0,0,0,0,0,1,0,0,0,61
6,0,0,0,0,0,1,0,0,0,0,12
7,0,0,0,0,0,1,1,0,0,0,5
8,0,0,0,0,1,0,0,0,0,0,79
9,0,0,0,0,1,1,0,0,0,0,1
10,0,0,0,0,1,1,1,0,0,0,1
11,0,0,0,1,0,0,0,0,0,0,228
12,0,0,0,1,0,0,0,0,1,0,3
13,0,0,0,1,0,0,1,0,1,0,1
14,0,0,0,1,1,0,0,0,0,0,10
15,0,0,0,1,1,0,0,0,1,0,1
16,0,0,1,0,0,0,0,0,0,0,381
17,0,0,1,0,0,0,0,0,0,1,1
18,0,0,1,0,0,0,1,0,0,0,3
19,0,0,1,1,0,0,0,0,0,0,10
20,0,0,1,1,0,0,0,0,1,0,2
21,0,1,0,0,0,0,0,0,0,0,336
22,0,1,0,0,0,0,0,0,0,1,4
23,0,1,0,0,1,0,0,0,0,0,2
24,0,1,0,1,0,0,0,0,0,0,5
25,0,1,0,1,1,0,0,0,0,0,1
26,0,1,1,0,0,0,0,0,0,0,42
27,0,1,1,0,1,0,0,0,0,0,1
28,1,0,0,0,0,0,0,0,0,0,2151
29,1,0,0,0,0,0,0,0,0,1,12
30,1,0,0,0,0,0,0,0,1,0,6
31,1,0,0,0,0,0,0,1,0,0,26
32,1,0,0,0,0,0,1,0,0,0,80
33,1,0,0,0,0,1,0,0,0,0,17
34,1,0,0,0,0,1,1,0,0,0,17
35,1,0,0,0,1,0,0,0,0,0,29
36,1,0,0,0,1,0,1,0,0,0,2
37,1,0,0,0,1,1,0,0,0,0,5
38,1,0,0,0,1,1,0,0,1,0,1
39,1,0,0,0,1,1,1,0,0,0,3
40,1,0,0,1,0,0,0,0,0,0,180
41,1,0,0,1,0,0,0,0,1,0,7
42,1,0,0,1,0,0,1,0,0,0,4
43,1,0,0,1,0,1,0,0,0,0,3
44,1,0,0,1,0,1,1,0,0,0,1
45,1,0,0,1,1,0,0,0,0,0,15
46,1,0,0,1,1,0,1,0,0,0,3
47,1,0,0,1,1,1,0,0,0,0,3
48,1,0,0,1,1,1,1,0,0,0,1
49,1,0,1,0,0,0,0,0,0,0,420
50,1,0,1,0,0,0,0,0,0,1,2
51,1,0,1,0,0,0,0,0,1,0,2
52,1,0,1,0,0,0,1,0,0,0,2
53,1,0,1,0,0,1,1,0,0,0,1
54,1,0,1,0,1,0,0,0,0,0,5
55,1,0,1,1,0,0,0,0,0,0,26
56,1,0,1,1,0,0,0,0,1,0,4
57,1,0,1,1,0,0,1,0,0,0,1
58,1,0,1,1,0,0,1,0,1,0,1
59,1,0,1,1,1,0,0,0,0,0,1
60,1,0,1,1,1,0,0,0,1,0,2
61,1,1,0,0,0,0,0,0,0,0,457
62,1,1,0,0,0,0,0,0,0,1,7
63,1,1,0,0,0,0,0,1,0,0,6
64,1,1,0,0,0,0,1,0,0,0,1
65,1,1,0,0,0,1,0,0,0,0,1
66,1,1,0,0,1,0,0,0,0,0,1
67,1,1,0,1,0,0,0,0,0,0,5
68,1,1,1,0,0,0,0,0,0,0,183
69,1,1,1,0,0,0,0,0,1,0,3
70,1,1,1,0,0,0,0,1,0,0,1
71,1,1,1,0,0,0,1,0,0,0,1
72,1,1,1,0,1,0,0,0,0,0,4
73,1,1,1,1,0,0,0,0,0,0,4
