cellBC	cell_state
c348	-2
c1000	-8
c1477	-1
c1516	-12
c1918	-9
c2227	-16
c2262	-16
c2281	-4
c2293	-13
c2498	-14
c2505	-8
c2519	-14
c2546	-11
c2649	-4
c2798	-9
c2941	-4
c2965	-12
c3005	-13
c3199	-3
c3306	-14
c3401	-12
c3423	-8
c3475	-8
c3484	-12
c3512	-2
c3564	-3
c3577	-1
c3637	-6
c3730	-2
c3916	-1
c3941	-2
c3975	-9
c4128	-4
c4211	-8
c4288	-8
c4295	-13
c4310	-16
c4361	-14
c4415	-3
c4469	-3
c4509	-9
c4601	-9
c4616	-1
c4671	-16
c4706	-1
c4718	-8
c4777	-8
c4779	-12
c4794	-13
c4815	-14
c4848	-12
c4849	-12
c4879	-16
c4923	-4
c4945	-13
c4949	-9
c4982	-11
c4988	-6
c4996	-8
c5011	-13
c5017	-1
c5034	-2
c5049	-4
c5058	-16
c5062	-1
c5068	-6
c5096	-12
c5204	-1
c5217	-14
c5224	-3
c5233	-6
c5246	-4
c5249	-4
c5262	-8
c5275	-11
c5342	-16
c5355	-4
c5377	-2
c5427	-12
c5439	-1
c5453	-6
c5471	-11
c5478	-1
c5483	-13
c5538	-1
c5550	-16
c5647	-2
c5726	-1
c5733	-2
c5761	-14
c5811	-1
c5812	-1
c5870	-16
c5882	-3
c5891	-13
c5933	-3
c5951	-3
c5969	-14
c6062	-16
c6070	-12
c6071	-12
c6089	-4
c6100	-6
c6109	-14
c6122	-14
c6191	-6
c6194	-4
c6286	-11
c6302	-12
c6349	-9
c6375	-12
c6396	-4
c6402	-6
c6408	-2
c6431	-8
c6432	-16
c6437	-6
c6446	-8
c6464	-14
c6499	-16
c6537	-11
c6627	-4
c6631	-8
c6653	-1
c6682	-11
c6716	-9
c6722	-16
c6736	-16
c6743	-14
c6797	-13
c6804	-2
c6832	-14
c6833	-14
c6837	-12
c6889	-8
c6894	-2
c6918	-4
c6922	-16
c6929	-2
c6950	-2
c6974	-16
c6995	-16
c7005	-1
c7029	-1
c7047	-3
c7070	-1
c7080	-2
c7105	-13
c7130	-3
c7150	-1
c7222	-3
c7281	-12
c7288	-3
c7289	-3
c7324	-9
c7334	-6
c7343	-2
c7355	-11
c7373	-14
c7380	-2
c7407	-16
c7413	-11
c7430	-8
c7431	-8
c7470	-1
c7484	-4
c7503	-4
c7504	-13
c7521	-3
c7598	-4
c7599	-4
c7612	-16
c7633	-1
c7643	-4
c7659	-3
c7663	-2
c7715	-2
c7720	-6
c7751	-1
c7765	-8
c7778	-9
c7781	-4
c7828	-12
c7831	-6
c7844	-12
c7851	-1
c7861	-1
c7885	-3
c7888	-9
c7908	-6
c7912	-13
c7929	-4
c7935	-3
c7937	-12
c7967	-12
c8003	-8
c8020	-9
c8021	-9
c8034	-6
c8036	-12
c8091	-16
c8103	-3
c8124	-2
c8151	-1
c8192	-12
c8219	-6
c8230	-4
c8234	-11
c8235	-11
c8284	-16
c8303	-14
c8308	-11
c8317	-11
c8369	-11
c8370	-14
c8381	-6
c8395	-1
c8402	-13
c8418	-3
c8427	-6
c8440	-11
c8441	-11
c8485	-6
c8499	-16
c8504	-11
c8505	-11
c8515	-2
c8541	-14
c8545	-3
c8565	-1
c8581	-16
c8585	-8
c8594	-16
c8604	-1
c8609	-4
c8621	-13
c8630	-3
c8631	-3
c8637	-4
c8641	-1
c8645	-2
c8651	-6
c8655	-16
c8672	-16
c8681	-2
c8685	-8
c8695	-3
c8696	-1
c8721	-2
c8732	-12
c8789	-16
c8801	-3
c8804	-13
c8815	-1
c8822	-8
c8847	-13
c8859	-13
c8863	-16
c8870	-3
c8895	-16
c8896	-3
c8903	-8
c8906	-2
c8907	-2
c8908	-8
c8921	-13
c8930	-3
c8934	-12
c8938	-14
c8986	-1
c9006	-13
c9037	-13
c9042	-6
c9046	-14
c9053	-3
c9058	-2
c9078	-8
c9117	-13
c9122	-13
c9129	-16
c9143	-4
c9145	-1
c9152	-1
c9191	-13
c9213	-16
c9217	-16
c9225	-11
c9234	-4
c9260	-12
c9285	-2
c9286	-12
c9294	-14
c9308	-14
c9320	-12
c9324	-9
c9325	-9
c9341	-12
c9368	-1
c9377	-1
c9423	-6
c9432	-16
c9440	-12
c9448	-3
c9485	-3
c9507	-4
c9509	-4
c9533	-4
c9541	-9
c9552	-2
c9579	-14
c9586	-8
c9592	-13
c9602	-6
c9613	-6
c9619	-9
c9627	-4
c9637	-3
c9647	-3
c9650	-8
c9678	-3
c9694	-6
c9696	-11
c9697	-11
c9733	-3
c9740	-3
c9748	-11
c9754	-1
c9759	-6
c9766	-16
c9772	-6
c9775	-3
c9776	-2
c9822	-2
c9839	-1
c9851	-9
c9887	-13
c9902	-9
c9907	-14
c9914	-9
c9915	-9
