	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c861	0	0	-1	0	0	0	-1	0	0	0	0	37	16	33	0	0	-1	0	0	-1	0	16	0	-1	2	0	-1	0	15	26
c1204	0	0	0	0	-1	33	0	7	0	0	0	0	16	0	0	0	0	27	-1	-1	0	0	0	-1	2	-1	-1	3	0	0
c1218	-1	37	0	26	0	0	-1	0	0	0	0	37	-1	0	0	0	0	-1	16	-1	0	0	0	-1	2	0	0	-1	15	0
c1539	0	-1	0	-1	0	0	0	0	0	0	0	37	16	0	0	29	0	2	-1	-1	-1	0	0	-1	2	-1	0	0	15	-1
c1540	0	0	0	0	0	28	0	15	0	-1	15	-1	16	43	0	0	0	0	0	-1	0	0	0	-1	2	15	0	0	-1	0
c1577	0	0	0	-1	0	0	0	0	16	-1	0	-1	-1	43	0	-1	0	0	0	-1	0	0	0	-1	-1	15	-1	0	15	0
c1721	50	44	0	0	0	33	0	-1	0	4	0	-1	16	0	0	0	0	27	0	-1	0	-1	0	-1	2	0	36	0	0	0
c1953	18	0	36	-1	0	0	0	0	0	26	-1	-1	16	-1	-1	0	0	0	0	-1	26	0	0	-1	2	0	0	0	0	0
c2143	-1	0	2	0	0	0	-1	0	21	-1	0	37	16	0	-1	0	-1	0	3	-1	0	0	-1	-1	2	0	-1	0	15	0
c2197	-1	0	0	-1	0	-1	0	0	0	0	50	-1	16	-1	27	0	-1	-1	0	-1	-1	0	-1	-1	2	-1	0	0	0	17
c2314	0	0	0	36	0	0	4	49	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	-1	2	0	0	36	-1	26
c2354	0	0	-1	0	0	-1	-1	0	0	0	50	0	16	0	0	0	0	0	0	-1	0	0	0	-1	2	0	0	0	0	0
c2408	0	36	0	36	0	-1	4	-1	0	0	0	0	0	-1	-1	0	0	0	36	-1	38	38	0	-1	2	-1	-1	-1	0	0
c2531	0	-1	15	0	0	0	-1	0	0	0	0	-1	16	0	0	26	-1	7	0	-1	0	-1	0	-1	-1	36	0	0	-1	-1
c2619	0	0	36	36	16	36	0	0	-1	0	0	0	16	0	0	6	0	-1	-1	-1	0	0	0	-1	2	0	0	36	0	0
c2657	0	0	0	0	0	0	0	0	-1	0	0	38	16	0	-1	-1	0	0	-1	-1	49	-1	-1	-1	2	0	-1	0	0	0
c2699	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	16	2	0	38	3	-1	-1	-1	0	0	0	-1	2	0	2	36	0	7
c2749	0	-1	-1	36	38	0	-1	0	-1	0	0	-1	16	0	0	0	0	0	0	-1	0	0	0	-1	2	0	15	-1	-1	-1
c2805	0	-1	0	0	0	33	-1	0	-1	35	0	-1	16	0	7	0	-1	0	0	-1	0	36	0	-1	2	29	0	0	0	16
c2824	0	0	0	39	15	33	38	-1	0	0	-1	0	16	0	0	0	0	-1	0	-1	0	0	0	-1	2	-1	0	-1	0	0
c2928	0	0	36	0	-1	0	0	21	-1	0	0	37	16	-1	0	0	-1	0	0	-1	0	15	-1	-1	2	-1	-1	-1	-1	0
c2929	0	0	0	0	-1	0	0	-1	0	0	0	37	16	0	0	28	-1	-1	-1	-1	0	-1	0	-1	2	-1	-1	-1	15	-1
c2943	0	-1	6	-1	0	0	27	0	-1	0	50	0	16	0	0	0	-1	0	0	-1	0	0	29	-1	2	38	26	43	-1	0
c2948	18	0	-1	49	-1	0	0	0	0	34	0	0	16	0	0	0	0	0	0	-1	16	4	-1	-1	-1	0	0	-1	-1	0
c2980	7	0	27	0	0	15	4	-1	3	50	0	-1	0	-1	0	-1	-1	15	43	-1	0	38	0	-1	2	15	-1	0	16	0
c3014	0	-1	34	36	-1	39	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	-1	-1	0	0	36	0	-1
c3057	-1	49	0	36	-1	0	-1	0	-1	0	0	0	16	0	36	-1	28	0	0	-1	0	15	0	-1	2	0	0	36	0	49
c3070	7	0	36	0	0	27	-1	0	0	0	0	7	16	0	0	-1	0	0	0	-1	-1	0	0	-1	2	39	-1	0	38	0
c3130	0	45	-1	36	0	0	0	0	49	0	0	15	16	39	43	6	0	0	0	-1	-1	-1	26	-1	2	0	0	0	6	-1
c3159	0	0	-1	0	0	0	-1	0	34	-1	0	15	16	39	-1	6	0	0	5	-1	-1	-1	43	-1	2	0	-1	0	2	0
c3201	0	0	0	-1	0	0	0	0	36	0	0	37	-1	0	0	6	0	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	15	24
c3236	2	0	50	0	-1	6	0	0	2	0	50	0	16	-1	0	0	15	0	0	-1	2	0	-1	-1	2	0	0	0	-1	0
c3314	27	0	0	0	0	39	0	0	36	-1	4	37	-1	-1	0	0	0	0	0	-1	39	0	36	-1	-1	0	0	1	15	0
c3349	0	-1	4	0	0	0	4	-1	0	0	0	0	0	-1	0	0	0	0	6	-1	0	38	-1	-1	2	-1	-1	0	0	49
c3353	27	23	50	0	0	-1	0	0	36	-1	-1	37	-1	0	0	2	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	15	0
c3354	0	36	0	0	0	0	4	-1	0	-1	0	0	0	0	-1	0	0	0	36	-1	38	-1	-1	-1	2	-1	-1	-1	0	0
c3356	-1	0	36	6	0	-1	14	-1	0	0	0	0	16	0	-1	15	-1	0	0	-1	-1	0	0	-1	2	-1	-1	0	0	2
c3398	0	0	0	5	0	-1	0	0	0	0	16	-1	16	-1	0	48	-1	0	0	-1	0	0	15	-1	2	0	-1	2	0	16
c3409	0	0	36	-1	-1	-1	-1	7	0	0	0	-1	16	0	0	-1	0	0	0	-1	0	38	39	-1	2	34	0	0	0	0
c3413	7	49	-1	0	0	0	-1	0	0	0	0	0	16	0	0	-1	-1	-1	16	-1	0	1	0	-1	2	39	0	0	-1	39
c3423	39	0	-1	0	0	0	0	-1	0	0	15	37	-1	-1	39	0	0	-1	-1	-1	-1	0	-1	-1	2	0	0	-1	15	-1
c3444	0	-1	-1	-1	0	0	-1	-1	26	0	0	-1	-1	-1	0	0	0	15	0	-1	-1	38	0	-1	2	15	-1	0	0	0
c3518	0	0	0	36	0	0	4	0	0	0	0	-1	16	0	-1	0	-1	2	0	-1	0	-1	0	-1	2	0	-1	36	0	0
c3613	0	0	0	0	15	0	-1	0	-1	0	0	0	16	-1	0	6	0	-1	1	-1	-1	-1	0	-1	2	-1	2	0	0	0
c3652	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	16	2	7	-1	0	0	0	-1	0	-1	0	-1	-1	-1	0	0	-1	16
c3662	39	-1	-1	0	0	-1	0	0	0	0	14	37	16	0	2	0	0	-1	35	-1	0	-1	0	-1	2	0	33	0	15	0
c3905	7	32	0	-1	-1	-1	-1	-1	3	0	0	0	0	0	0	-1	0	-1	43	-1	0	38	38	-1	2	15	-1	0	0	0
c3968	0	0	0	0	-1	0	0	0	-1	0	6	37	16	39	-1	29	0	2	0	-1	0	0	-1	-1	2	0	-1	0	15	-1
c3996	-1	0	0	0	43	-1	-1	-1	0	1	-1	-1	0	21	28	0	3	4	3	-1	0	38	0	-1	2	15	-1	0	0	0
c4219	39	0	0	0	-1	-1	0	27	0	-1	0	37	16	0	0	0	0	0	0	-1	-1	0	36	-1	2	48	0	-1	15	0
c4276	0	36	0	36	0	-1	4	-1	0	2	0	0	0	0	48	0	0	0	36	-1	38	-1	0	-1	2	15	-1	-1	0	0
c4305	0	45	0	36	0	0	0	0	49	0	-1	0	16	39	43	6	-1	48	0	-1	-1	-1	0	-1	2	0	-1	50	0	0
c4308	0	0	-1	36	0	0	0	0	0	0	0	0	16	0	39	0	16	0	0	-1	-1	0	0	-1	2	0	0	-1	-1	39
c4322	0	-1	-1	0	0	0	-1	0	0	15	-1	37	16	-1	-1	-1	0	0	15	-1	0	2	15	-1	2	0	6	0	-1	0
c4327	-1	27	0	0	-1	0	0	-1	24	0	0	33	16	0	0	0	0	0	4	-1	0	0	0	-1	2	0	0	-1	-1	39
c4357	0	-1	0	36	-1	0	-1	-1	0	0	0	-1	16	-1	0	0	0	0	-1	-1	48	0	-1	-1	2	0	0	36	-1	0
c4404	-1	0	-1	0	0	0	49	0	-1	8	0	37	16	-1	-1	2	0	49	0	-1	27	-1	0	-1	2	0	4	0	15	-1
c4417	0	0	0	0	0	33	0	-1	0	0	-1	-1	-1	36	-1	0	-1	0	0	-1	0	-1	0	-1	2	-1	-1	43	0	-1
c4459	27	0	0	0	0	0	0	0	36	-1	4	37	-1	0	0	0	0	0	0	-1	-1	16	0	-1	2	0	0	37	-1	0
c4462	49	27	0	0	0	0	0	-1	0	0	0	0	16	36	0	-1	7	0	0	-1	0	0	0	-1	2	0	6	-1	-1	0
c4544	-1	0	-1	-1	7	0	4	0	-1	-1	0	0	16	0	0	0	34	-1	-1	-1	0	0	0	-1	2	0	49	36	0	0
c4609	0	-1	0	0	0	-1	0	0	36	0	0	-1	16	0	0	0	-1	0	0	-1	0	-1	0	-1	2	0	0	0	-1	0
c4637	15	-1	16	-1	39	0	16	0	0	27	0	-1	16	0	0	29	0	0	0	-1	50	0	-1	-1	2	0	-1	0	-1	-1
c4659	39	0	0	0	43	49	-1	-1	26	0	0	0	-1	0	28	0	3	-1	0	-1	0	38	0	-1	-1	-1	-1	0	0	0
c4665	-1	0	0	36	-1	0	-1	-1	-1	0	-1	39	16	0	0	0	-1	0	-1	-1	0	-1	-1	-1	2	4	0	-1	-1	0
c4732	0	0	0	0	0	0	-1	0	0	0	0	-1	16	1	0	29	0	2	0	-1	0	0	0	-1	2	-1	0	0	15	-1
c4744	0	0	0	16	0	-1	0	-1	-1	0	0	-1	-1	0	0	15	15	0	-1	-1	34	15	-1	-1	2	29	0	0	-1	16
c4754	0	0	36	0	0	-1	0	7	0	0	0	15	16	0	0	-1	0	-1	0	-1	-1	38	39	-1	2	-1	36	0	-1	0
c4820	0	49	0	36	0	0	0	-1	-1	0	-1	-1	-1	0	0	0	28	0	0	-1	0	15	0	-1	-1	0	48	-1	8	49
c4831	0	0	0	0	0	33	0	7	0	-1	0	0	16	0	49	-1	-1	0	0	-1	0	-1	-1	-1	2	0	0	0	-1	0
c4863	0	0	-1	36	0	0	4	-1	0	0	0	-1	16	0	0	-1	0	0	-1	-1	0	0	0	-1	2	0	0	-1	0	0
c4937	-1	23	0	-1	0	-1	0	0	36	0	2	37	-1	0	0	2	0	-1	0	-1	39	0	-1	-1	2	0	0	0	15	0
c4995	0	39	0	43	50	0	0	0	0	0	0	37	-1	0	-1	0	0	39	29	-1	26	0	49	-1	2	0	0	0	-1	0
c5046	0	6	0	-1	-1	-1	4	0	0	-1	-1	-1	16	0	0	-1	-1	0	-1	-1	0	48	-1	-1	2	-1	0	-1	-1	0
c5064	39	-1	0	0	-1	0	0	0	0	0	0	37	16	0	0	-1	0	0	15	-1	-1	44	15	-1	2	0	0	-1	-1	0
c5083	-1	26	0	36	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	-1	0	6	0	-1	2	49	0	36	0	0
c5103	0	0	6	0	-1	33	14	-1	-1	50	-1	-1	16	0	0	0	0	0	-1	-1	-1	0	0	-1	2	-1	0	36	-1	-1
c5140	0	0	0	-1	36	0	4	16	-1	0	0	0	16	-1	0	0	0	0	-1	-1	0	0	0	-1	2	26	-1	36	0	-1
c5142	0	42	0	0	-1	33	0	7	0	-1	-1	0	16	-1	0	0	-1	0	-1	-1	0	16	-1	-1	2	0	-1	-1	-1	0
c5189	0	-1	28	0	0	49	0	49	0	0	0	37	16	0	26	29	0	2	37	-1	0	0	0	-1	2	8	7	-1	15	-1
c5286	0	42	0	0	-1	33	0	-1	0	0	49	0	-1	0	0	0	0	-1	1	-1	0	-1	0	-1	2	-1	0	28	-1	0
c5307	7	2	-1	-1	-1	15	4	-1	-1	44	-1	0	0	0	0	0	0	0	43	-1	-1	38	0	-1	2	15	-1	0	0	0
c5329	0	-1	0	36	0	0	4	28	-1	0	-1	-1	16	0	-1	0	0	0	0	-1	0	0	26	-1	2	0	0	-1	-1	0
c5336	0	-1	0	0	0	0	50	0	0	0	0	37	16	0	0	0	45	15	-1	-1	0	0	0	-1	2	0	-1	-1	15	26
c5420	0	-1	-1	-1	0	33	48	7	0	-1	-1	5	16	15	6	0	0	27	39	-1	38	0	0	-1	-1	0	0	39	0	0
c5457	7	-1	0	0	37	15	4	-1	3	0	0	0	0	49	7	48	-1	16	43	-1	0	38	0	-1	2	15	-1	0	0	0
c5461	0	36	-1	-1	0	3	4	-1	0	0	36	-1	0	-1	0	0	0	0	36	-1	38	38	0	-1	2	15	-1	-1	0	0
c5477	-1	-1	0	0	0	0	0	-1	15	0	-1	0	16	0	0	26	0	34	0	-1	0	-1	49	-1	2	48	0	0	4	-1
c5480	2	0	50	0	15	6	0	27	0	-1	-1	0	16	-1	1	0	15	-1	0	-1	2	0	0	-1	2	0	6	0	-1	-1
c5500	39	0	38	0	0	0	0	0	-1	-1	0	37	16	8	0	-1	0	0	0	-1	-1	-1	36	-1	2	41	-1	16	15	0
c5525	0	-1	8	0	0	0	-1	0	0	0	0	37	16	-1	0	0	-1	0	-1	-1	-1	0	36	-1	2	39	-1	0	15	26
c5550	4	0	6	0	0	33	-1	-1	0	0	0	1	16	0	28	0	33	-1	-1	-1	0	-1	0	-1	2	0	0	-1	-1	0
c5560	0	0	43	-1	0	0	0	0	0	0	0	37	16	0	0	0	0	4	0	-1	0	0	0	-1	-1	0	-1	0	15	26
c5587	0	0	-1	0	0	0	4	-1	0	-1	-1	0	0	-1	0	0	0	0	0	-1	39	38	-1	-1	2	-1	-1	27	-1	0
c5621	0	-1	0	0	-1	-1	-1	-1	0	0	0	-1	0	-1	28	0	3	4	0	-1	39	38	0	-1	2	15	-1	0	0	-1
c5656	6	36	-1	36	0	0	4	-1	45	0	6	0	0	-1	48	0	0	-1	36	-1	-1	38	0	-1	2	15	-1	-1	0	0
c5658	0	0	6	0	0	33	-1	-1	-1	-1	0	0	16	26	49	0	0	0	-1	-1	0	38	0	-1	2	0	-1	-1	0	0
c5661	35	0	36	0	0	-1	0	0	-1	0	-1	37	-1	0	39	0	0	26	0	-1	0	0	0	-1	2	0	-1	0	15	-1
c5684	0	0	-1	-1	0	0	-1	0	0	0	4	39	16	2	0	0	0	0	0	-1	-1	0	16	-1	-1	0	0	36	0	0
c5728	39	0	7	-1	-1	-1	0	0	0	0	0	37	16	-1	0	-1	0	-1	0	-1	-1	0	-1	-1	2	41	0	0	15	-1
c5742	27	0	0	0	7	33	0	7	0	0	0	-1	16	0	-1	0	0	27	0	-1	0	0	0	-1	2	0	0	0	0	0
c5767	36	0	0	-1	43	0	-1	-1	0	-1	0	0	35	0	28	0	3	4	-1	-1	39	-1	0	-1	2	15	-1	0	0	-1
c5768	-1	0	0	0	0	15	-1	-1	3	0	0	0	0	0	-1	0	0	0	43	-1	0	-1	38	-1	2	15	-1	0	-1	0
c5796	-1	0	0	0	0	50	0	0	0	0	0	37	-1	1	-1	29	-1	2	0	-1	0	0	0	-1	2	-1	0	0	15	-1
c5830	0	0	28	0	0	0	0	49	0	0	0	-1	16	0	26	29	15	2	0	-1	49	0	0	-1	2	8	-1	-1	15	-1
c5849	0	0	-1	0	39	33	0	0	0	-1	-1	2	16	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	1	0	-1	0	16
c5858	0	0	0	7	0	0	4	-1	0	-1	0	0	0	0	-1	4	0	0	0	-1	9	-1	0	-1	2	15	-1	0	0	0
c5860	0	0	34	36	0	0	0	0	0	0	12	-1	16	28	0	0	0	0	0	-1	0	0	0	-1	2	-1	0	36	-1	0
c5871	0	36	0	0	0	38	4	-1	-1	-1	0	0	-1	0	48	0	0	0	36	-1	38	-1	0	-1	2	15	-1	-1	0	8
c5912	0	-1	50	0	19	0	0	0	0	0	50	0	16	0	0	0	0	0	0	-1	0	49	0	-1	2	0	0	0	0	0
c5965	-1	-1	-1	36	-1	3	0	-1	0	0	-1	-1	-1	3	39	-1	16	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	0	39
c5996	-1	0	36	49	-1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	-1	16	-1	-1	-1	2	4	0	39	0	0
c5997	-1	0	36	-1	0	0	0	15	0	0	36	0	16	0	0	0	0	0	0	-1	16	4	0	-1	2	0	0	39	0	0
c6042	26	0	0	50	0	-1	28	0	0	50	-1	-1	16	0	3	29	0	2	0	-1	-1	0	0	-1	-1	-1	0	0	15	-1
c6047	49	-1	0	-1	-1	0	0	-1	0	0	0	37	16	0	-1	29	0	0	0	-1	-1	0	0	-1	2	9	0	28	15	-1
c6050	0	6	0	36	0	29	4	0	0	0	4	26	16	0	0	-1	0	0	0	-1	34	-1	0	-1	2	-1	-1	36	-1	0
c6089	0	0	0	0	43	-1	-1	-1	0	0	0	0	-1	-1	28	0	3	-1	0	-1	0	38	0	-1	2	15	-1	0	0	0
c6095	-1	0	28	36	0	26	4	-1	0	-1	0	-1	16	-1	0	0	0	0	0	-1	49	0	-1	-1	2	0	0	36	0	0
c6111	18	0	-1	-1	26	0	0	28	0	0	16	0	16	-1	0	-1	0	0	0	-1	16	4	-1	-1	-1	0	0	0	0	-1
c6121	4	12	0	-1	0	-1	-1	-1	-1	-1	0	37	16	0	50	34	8	0	-1	-1	0	-1	-1	-1	2	0	-1	0	-1	0
c6123	0	0	0	0	-1	0	0	0	0	0	0	37	16	0	-1	29	-1	0	0	-1	36	0	0	-1	-1	0	-1	0	15	-1
c6166	28	0	0	16	0	-1	-1	7	0	0	39	-1	16	0	4	0	0	-1	0	-1	0	0	-1	-1	-1	36	0	0	8	2
c6181	0	0	0	-1	39	-1	0	0	0	0	0	37	16	0	0	29	-1	16	-1	-1	0	0	-1	-1	-1	0	0	0	15	-1
c6189	-1	0	0	0	-1	0	0	0	36	0	0	-1	16	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	24	-1	-1	6	0
c6208	-1	0	0	0	-1	0	0	0	-1	0	0	15	16	39	0	6	0	0	5	-1	-1	-1	43	-1	2	-1	-1	0	15	0
c6220	38	-1	-1	-1	0	0	4	0	0	-1	4	0	16	0	0	0	1	0	36	-1	0	0	0	-1	2	-1	0	36	0	0
c6256	0	-1	0	-1	17	0	0	0	15	0	-1	0	16	0	16	26	0	0	0	-1	2	-1	49	-1	2	-1	-1	28	0	-1
c6265	0	49	0	0	27	0	0	0	0	0	15	37	-1	6	-1	0	34	0	0	-1	0	0	0	-1	2	-1	0	50	15	-1
c6321	0	49	0	36	0	-1	0	0	-1	0	0	-1	16	44	36	0	28	0	0	-1	0	15	0	-1	2	-1	-1	36	-1	49
c6339	-1	0	-1	-1	0	-1	0	-1	4	0	0	37	16	1	0	-1	-1	-1	0	-1	0	-1	8	-1	2	-1	0	0	15	-1
c6353	0	-1	50	0	0	0	4	-1	0	-1	0	0	-1	0	0	0	0	0	36	-1	38	38	0	-1	2	-1	-1	-1	50	0
c6356	7	-1	0	-1	0	-1	4	-1	3	0	0	0	0	0	0	8	0	-1	-1	-1	0	38	0	-1	-1	15	-1	0	1	0
c6382	29	27	-1	0	-1	0	0	-1	0	0	0	33	16	0	0	-1	-1	0	-1	-1	0	15	0	-1	2	0	0	0	0	-1
c6399	39	-1	0	0	-1	2	0	0	0	0	4	-1	-1	29	0	14	34	0	0	-1	0	-1	0	-1	-1	0	35	0	-1	0
c6441	39	-1	9	7	0	0	-1	-1	0	-1	-1	37	16	0	0	-1	0	-1	-1	-1	-1	0	0	-1	2	0	0	0	15	-1
c6452	0	0	0	0	0	33	-1	16	-1	35	0	-1	-1	0	7	0	0	-1	-1	-1	0	36	0	-1	2	29	0	0	0	16
c6455	2	0	-1	-1	50	0	0	6	-1	-1	0	0	16	2	0	0	0	0	-1	-1	0	0	0	-1	2	-1	2	36	0	-1
c6482	-1	1	0	0	0	33	-1	0	-1	35	-1	-1	16	0	-1	0	0	-1	0	-1	0	-1	0	-1	2	29	0	-1	0	16
c6511	0	0	6	-1	0	0	-1	0	0	4	0	0	16	0	-1	0	0	15	-1	-1	-1	-1	-1	-1	2	0	0	0	0	0
c6516	0	-1	2	0	-1	0	-1	27	45	0	48	-1	-1	48	2	0	0	39	45	-1	-1	0	3	-1	2	0	-1	0	15	0
c6523	0	27	0	0	-1	0	0	47	0	0	0	-1	16	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	6	-1	-1	0
c6524	34	0	-1	36	-1	0	4	0	16	0	0	0	-1	0	5	0	0	50	0	-1	0	0	0	-1	-1	4	0	-1	-1	0
c6540	-1	-1	27	36	0	0	0	0	-1	0	0	0	16	0	36	0	28	0	0	-1	0	15	0	-1	-1	-1	0	36	-1	49
c6613	0	-1	-1	0	0	-1	0	27	-1	0	48	37	-1	-1	0	-1	0	39	-1	-1	0	0	3	-1	-1	0	0	0	15	0
c6619	39	-1	0	0	-1	0	-1	-1	0	0	0	37	16	0	-1	0	0	11	-1	-1	-1	-1	15	-1	-1	-1	0	0	15	0
c6628	-1	-1	0	0	-1	0	0	-1	0	-1	0	0	16	49	50	-1	-1	0	-1	-1	49	-1	0	-1	2	0	0	-1	0	-1
c6633	7	0	0	0	15	15	4	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	38	0	-1	2	-1	-1	0	-1	0
c6663	0	0	0	0	0	0	-1	0	7	-1	29	37	-1	-1	0	-1	36	-1	-1	-1	0	0	0	-1	2	0	-1	0	15	12
c6687	0	0	50	0	0	0	0	0	0	-1	50	12	16	-1	0	0	-1	0	0	-1	28	0	0	-1	-1	0	-1	0	-1	0
