	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1709	0	0	0	-1	-1	0	4	0	0	0	0	0	-1	-1	11	7	0	7	0	-1	-1	7	-1	0	16	0	0	-1	0	35
c2228	-1	16	0	46	-1	12	31	0	0	0	29	-1	32	0	11	-1	0	0	-1	27	0	0	1	25	2	-1	12	11	-1	0
c2259	-1	31	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	11	39	-1	0	0	9	0	7	-1	0	0	0	0	0	0	0
c2506	0	0	-1	0	-1	0	0	0	0	1	22	0	-1	0	11	0	23	0	34	0	0	7	0	7	0	-1	0	-1	-1	0
c2595	9	0	-1	0	-1	-1	16	37	23	0	-1	0	-1	0	11	7	0	-1	-1	0	0	-1	-1	28	0	23	35	46	0	5
c2621	0	7	48	0	0	0	29	41	0	0	0	0	-1	0	11	7	-1	-1	0	0	5	7	-1	0	-1	-1	48	0	-1	-1
c2635	13	0	0	0	0	0	16	0	-1	0	-1	0	-1	0	11	7	5	0	0	0	0	7	41	48	0	0	40	0	-1	0
c2807	0	0	-1	0	-1	0	-1	37	0	0	9	0	-1	0	11	7	-1	0	-1	-1	0	7	0	0	35	0	0	0	-1	0
c2983	0	-1	0	32	0	-1	0	-1	0	41	-1	0	41	44	11	0	-1	11	0	-1	0	0	31	5	0	-1	-1	11	-1	0
c3037	0	0	7	0	-1	-1	0	0	23	0	-1	-1	-1	23	11	41	0	0	-1	0	35	7	-1	35	0	-1	0	0	-1	22
c3042	0	-1	0	0	0	0	0	0	0	41	0	-1	-1	-1	11	-1	0	-1	0	0	0	7	-1	0	0	-1	-1	0	0	-1
c3048	0	46	0	9	0	-1	0	0	0	0	36	0	-1	0	11	-1	-1	0	0	-1	0	7	0	0	7	0	0	0	41	-1
c3082	35	0	0	-1	-1	0	0	0	-1	16	0	0	-1	-1	11	-1	0	-1	-1	25	0	7	0	0	0	0	-1	0	-1	0
c3088	35	0	0	0	29	12	31	41	32	-1	-1	0	29	0	11	0	0	0	0	27	0	0	0	0	2	-1	0	11	-1	0
c3096	46	0	0	-1	-1	0	0	-1	-1	0	0	0	-1	0	11	7	0	7	-1	0	-1	7	11	11	0	0	2	23	-1	35
c3166	0	40	0	-1	-1	12	-1	0	-1	0	29	46	32	29	-1	0	-1	-1	0	27	0	-1	7	-1	0	-1	0	11	0	0
c3294	0	0	0	0	0	12	31	0	0	0	-1	-1	0	0	-1	0	0	0	-1	27	0	0	0	0	-1	-1	0	11	-1	-1
c3308	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	2	-1	11	0	7	0	7	0	-1	44	-1	-1	21
c3505	0	0	0	41	0	35	16	0	-1	0	0	35	-1	0	11	7	0	0	0	0	-1	7	0	0	0	0	0	-1	0	0
c3516	-1	-1	-1	36	0	-1	41	0	0	0	-1	0	-1	-1	-1	4	0	-1	-1	9	0	7	-1	-1	0	24	0	0	0	0
c3648	0	-1	0	23	0	-1	0	0	-1	30	-1	0	-1	0	11	-1	0	0	-1	-1	0	-1	0	35	0	-1	0	0	-1	22
c3656	0	-1	0	35	0	0	48	0	0	36	0	0	-1	15	11	23	0	46	0	0	0	-1	0	0	0	-1	0	-1	-1	35
c3691	0	0	0	0	0	0	0	0	0	27	0	0	-1	0	11	7	0	-1	0	0	0	7	0	0	0	30	-1	-1	-1	0
c3732	0	0	36	0	0	36	29	0	0	-1	0	0	-1	0	11	7	-1	0	0	0	0	7	0	-1	0	-1	-1	0	-1	41
c3740	31	-1	0	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	-1	0	0	7	-1	-1	0	0	-1	7	0	0
c3761	-1	24	23	0	-1	12	-1	-1	12	-1	29	0	0	0	11	0	0	0	0	27	0	0	-1	41	0	-1	0	11	16	0
c3877	0	46	30	0	0	45	-1	-1	0	23	0	0	-1	0	-1	0	0	0	-1	0	0	7	0	0	0	-1	48	0	-1	35
c3911	0	0	0	0	-1	12	0	0	0	41	29	0	41	44	11	0	0	11	48	-1	0	0	0	0	30	-1	-1	11	0	0
c3945	-1	0	-1	0	0	0	0	33	0	0	41	0	-1	47	11	-1	0	0	-1	0	0	7	-1	35	0	-1	0	-1	-1	22
c3952	0	0	0	0	0	12	0	0	23	0	29	0	13	-1	11	-1	0	0	44	27	0	0	0	0	38	-1	29	11	0	49
c3970	0	0	0	0	12	0	-1	0	0	22	-1	0	-1	29	11	-1	-1	-1	0	0	32	7	0	0	0	-1	0	0	-1	-1
c4136	0	46	0	-1	0	12	-1	0	0	-1	29	0	0	0	11	0	-1	0	0	-1	0	0	7	0	-1	-1	0	-1	0	0
c4243	-1	-1	0	0	0	5	9	0	0	-1	0	0	-1	-1	-1	-1	24	-1	-1	-1	0	0	0	-1	0	-1	-1	41	-1	36
c4263	0	0	-1	-1	-1	0	25	0	-1	0	8	-1	-1	0	11	7	-1	-1	44	0	-1	7	0	0	0	46	12	0	35	0
c4331	0	-1	0	-1	-1	12	0	16	0	0	29	0	0	0	11	0	0	0	16	27	0	0	0	50	0	-1	9	11	0	-1
c4366	0	36	9	35	-1	-1	0	9	-1	0	-1	0	-1	0	11	0	-1	0	21	-1	0	7	-1	0	13	-1	0	34	-1	0
c4367	0	36	0	35	29	0	-1	9	0	0	0	0	-1	0	11	0	-1	0	21	0	0	7	-1	0	13	-1	0	34	-1	-1
c4414	-1	-1	-1	0	-1	0	-1	46	-1	4	0	-1	-1	0	11	0	0	0	5	0	-1	7	-1	29	-1	7	0	-1	0	-1
c4453	0	0	0	-1	12	0	44	0	0	22	-1	0	-1	-1	11	-1	-1	-1	0	0	32	7	-1	-1	0	-1	0	0	-1	0
c4634	0	21	0	-1	0	12	0	0	7	0	29	0	0	0	11	0	9	-1	40	27	0	0	0	0	0	-1	9	11	-1	-1
c4639	-1	0	-1	35	32	0	0	0	0	0	0	0	-1	5	11	7	0	-1	0	39	-1	7	0	0	9	36	0	0	0	41
c4662	0	0	23	33	-1	0	0	0	-1	4	0	0	-1	0	11	0	0	48	0	12	31	-1	0	0	0	0	0	0	0	9
c4702	-1	0	48	-1	-1	0	41	0	0	-1	0	-1	-1	0	-1	7	0	0	41	-1	21	7	0	0	-1	11	0	35	-1	11
c4730	-1	24	23	-1	-1	12	41	0	12	0	-1	0	-1	0	11	0	0	0	0	27	0	0	0	0	0	-1	0	11	16	0
c4739	-1	0	0	-1	8	12	0	0	-1	0	29	19	0	0	-1	-1	11	0	44	27	0	-1	0	0	-1	-1	0	11	0	41
c4749	31	-1	-1	0	0	-1	-1	0	14	-1	0	0	-1	0	11	7	0	-1	-1	0	0	7	-1	0	0	0	-1	0	0	41
c4766	0	4	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	7	0	-1	0	0	0	7	-1	-1	0	-1	0	0	0	0
c4853	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	9	0	7	-1	4	0	41	0	0	0	0
c4883	0	0	0	-1	-1	12	0	31	-1	0	-1	-1	-1	0	11	0	0	46	0	27	0	-1	0	0	0	-1	-1	11	0	0
c4886	0	0	-1	33	13	-1	0	0	-1	0	0	-1	-1	7	11	0	42	48	42	0	7	7	0	0	41	32	0	0	0	9
c4918	35	0	-1	0	0	0	0	0	0	16	-1	7	-1	0	11	7	11	-1	0	-1	47	7	0	0	0	0	-1	-1	0	0
c5241	-1	29	0	40	9	7	-1	0	-1	-1	35	-1	-1	0	11	-1	7	0	29	49	0	7	-1	7	7	-1	0	0	-1	-1
c5269	0	0	0	13	0	-1	0	0	0	41	29	0	-1	0	11	0	0	41	-1	-1	0	0	0	0	0	-1	0	11	0	-1
c5307	-1	0	9	0	0	-1	0	0	0	0	49	0	-1	0	11	7	0	-1	-1	0	0	7	0	39	0	0	0	0	0	24
c5338	16	-1	11	4	0	0	0	13	41	0	0	0	-1	24	-1	41	-1	7	0	0	28	-1	36	29	0	-1	41	-1	-1	30
c5345	0	-1	0	33	41	-1	0	0	0	13	0	0	-1	0	11	0	0	48	-1	23	0	7	42	0	41	0	0	0	41	9
c5349	0	0	-1	0	9	-1	0	-1	0	-1	0	0	-1	-1	11	7	0	41	-1	24	-1	7	0	0	0	0	35	-1	0	0
