cellBC	cell_state
c536	-14
c568	-13
c792	-13
c947	-16
c963	-7
c1069	-4
c1165	-13
c1170	-3
c1240	-15
c1303	-3
c1341	-16
c1379	-15
c1394	-3
c1436	-7
c1449	-4
c1696	-16
c1720	-4
c1771	-3
c1807	-15
c1834	-13
c1891	-16
c1908	-1
c1913	-7
c2031	-7
c2032	-14
c2143	-15
c2151	-4
c2202	-13
c2236	-7
c2301	-3
c2305	-16
c2322	-16
c2326	-16
c2328	-15
c2387	-14
c2399	-13
c2404	-16
c2417	-15
c2452	-4
c2467	-14
c2486	-15
c2497	-16
c2503	-16
c2507	-15
c2516	-16
c2545	-14
c2587	-7
c2638	-1
c2659	-13
c2701	-3
c2733	-7
c2801	-7
c2880	-15
c2904	-3
c2946	-14
c2950	-7
c2959	-15
c2988	-13
c3014	-16
c3032	-4
c3059	-13
c3080	-1
c3081	-1
c3087	-4
c3127	-4
c3149	-7
c3255	-3
c3303	-7
c3362	-4
c3383	-15
c3458	-16
c3463	-16
c3473	-1
c3508	-7
c3514	-13
c3519	-16
c3531	-7
c3541	-15
c3546	-4
c3593	-13
c3602	-14
c3627	-1
c3634	-7
c3636	-7
c3643	-13
c3657	-15
c3688	-7
c3692	-15
c3714	-16
c3735	-15
c3737	-13
c3746	-13
c3762	-7
c3779	-16
c3800	-16
c3817	-3
c3830	-3
c3839	-15
c3846	-4
c3848	-7
c3870	-4
c3893	-14
c3898	-16
c3916	-13
c3942	-14
c3943	-14
c3954	-7
c3957	-4
c3964	-13
c3972	-3
c3993	-15
c4005	-7
c4011	-4
c4015	-7
c4016	-14
c4021	-7
c4030	-16
c4033	-13
c4039	-13
c4041	-15
c4049	-14
c4063	-4
c4087	-13
c4097	-15
c4125	-16
c4140	-1
c4141	-1
c4174	-13
c4188	-13
c4210	-16
c4219	-1
c4222	-7
c4224	-7
c4231	-13
c4237	-13
c4263	-15
c4264	-4
c4289	-1
c4293	-16
c4303	-15
c4314	-7
c4319	-4
c4327	-13
c4337	-15
c4378	-16
c4446	-16
c4467	-7
c4499	-13
c4501	-14
c4540	-7
c4541	-7
c4548	-3
c4558	-14
c4588	-15
c4606	-15
c4648	-7
c4671	-13
c4683	-4
c4690	-15
c4695	-14
c4696	-15
c4706	-3
c4734	-1
c4735	-1
c4776	-15
c4782	-7
c4791	-15
c4803	-15
c4824	-4
c4828	-4
c4829	-4
c4832	-7
c4845	-15
c4849	-16
c4854	-4
c4864	-3
c4869	-3
c4879	-13
c4884	-16
c4895	-3
c4909	-16
c4914	-7
c4938	-3
c4942	-4
c4984	-15
c4990	-13
c5003	-7
c5009	-13
c5010	-16
c5019	-14
c5023	-15
c5056	-4
c5074	-15
c5086	-14
c5087	-14
c5090	-3
c5091	-3
c5130	-16
c5132	-4
c5138	-7
c5153	-14
c5158	-16
c5164	-13
c5165	-13
c5172	-13
c5183	-16
c5186	-3
c5188	-3
c5214	-13
c5232	-13
c5242	-13
c5264	-13
c5266	-15
c5267	-15
c5283	-16
c5295	-7
c5312	-14
c5326	-1
c5327	-1
c5328	-3
c5335	-16
c5350	-3
c5361	-4
c5372	-7
c5379	-15
c5391	-13
c5393	-16
c5395	-15
c5415	-7
c5418	-16
c5421	-7
c5424	-14
c5425	-14
c5464	-3
c5467	-16
