	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c359	36	0	0	0	0	0	-1	30	-1	-1	-1	41	0	8	0	0	-1	0	-1	0	-1	0	7	37	30	42	0	20	-1	0
c443	36	-1	9	0	-1	0	-1	-1	0	0	38	41	22	-1	44	-1	44	0	0	-1	31	-1	0	37	20	0	-1	0	38	0
c447	36	-1	0	0	-1	23	-1	0	0	10	38	41	22	0	-1	-1	0	-1	-1	-1	31	0	-1	37	0	0	0	0	-1	0
c817	-1	0	0	0	0	10	37	0	0	-1	0	41	0	-1	-1	0	-1	0	0	0	0	0	0	37	49	-1	44	0	-1	-1
c861	36	0	48	47	0	0	0	0	0	0	-1	-1	0	0	-1	36	-1	-1	31	36	0	0	0	37	0	33	0	0	0	20
c950	0	0	0	-1	0	0	0	-1	-1	0	-1	41	10	0	-1	41	-1	18	0	0	0	0	0	37	-1	17	-1	15	-1	25
c984	31	0	-1	49	0	-1	0	-1	-1	0	0	-1	0	37	0	0	-1	0	0	40	0	0	0	37	41	-1	0	0	-1	-1
c1012	36	47	0	-1	0	-1	47	0	17	0	0	41	44	0	0	23	-1	0	-1	12	0	4	0	-1	-1	0	0	0	0	24
c1067	36	0	-1	-1	-1	31	-1	0	31	49	-1	41	-1	-1	8	0	-1	0	-1	-1	2	17	4	37	-1	-1	0	-1	0	0
c1173	36	0	-1	23	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	47	-1	23	37	0	48	32	0	-1	0
c1205	24	0	49	0	32	0	0	0	0	-1	23	41	-1	-1	-1	0	-1	0	0	47	0	-1	-1	-1	0	36	0	15	0	0
c1342	-1	47	0	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	17	4	0	37	-1	-1	0	0	0	24
c1350	0	12	0	0	0	-1	0	40	13	13	0	41	0	28	-1	-1	44	0	49	47	0	-1	0	-1	1	31	0	0	-1	-1
c1372	-1	-1	0	0	40	-1	37	0	31	0	0	-1	10	0	0	-1	-1	0	30	0	38	0	0	37	0	0	-1	0	0	0
c1481	-1	0	0	-1	0	13	50	0	0	-1	38	41	30	0	45	0	-1	0	0	0	0	0	0	-1	0	0	0	15	0	37
c1655	36	-1	-1	39	-1	40	0	0	0	-1	0	41	0	0	25	0	-1	0	0	-1	0	0	0	37	0	-1	0	-1	10	10
c1691	36	44	0	0	0	0	22	0	0	49	0	-1	-1	0	25	0	-1	0	0	0	0	31	0	37	0	0	-1	0	0	0
c1928	36	-1	0	-1	0	0	0	0	-1	-1	-1	41	35	45	-1	-1	-1	0	0	35	-1	0	0	37	44	44	44	0	44	49
c1970	36	0	-1	-1	0	0	0	0	31	0	-1	41	0	33	8	0	-1	-1	42	-1	2	17	4	37	-1	0	0	-1	49	0
c2027	4	-1	0	-1	0	49	0	0	36	-1	-1	41	47	37	0	0	0	30	0	0	37	-1	-1	37	0	-1	0	0	36	25
c2077	31	0	40	-1	0	-1	2	15	0	10	0	41	0	37	-1	0	0	0	0	0	0	-1	2	-1	0	-1	0	0	23	-1
c2124	4	-1	0	32	2	-1	0	0	36	0	-1	41	0	-1	0	0	36	30	-1	-1	37	0	2	-1	0	17	0	0	36	25
c2178	4	0	0	0	0	0	-1	0	0	-1	-1	-1	0	37	12	-1	0	-1	0	-1	0	23	2	37	0	-1	49	-1	36	25
c2208	36	0	0	-1	0	17	0	0	0	0	-1	41	35	0	8	-1	-1	-1	-1	-1	2	0	49	37	0	-1	0	0	-1	-1
