cellBC	cell_state
c2874	-2
c3891	-6
c4608	-9
c4718	-3
c4773	-1
c5215	-9
c6506	-12
c6690	-1
c6719	-15
c6870	-13
c7223	-9
c7320	-8
c7376	-9
c8267	-7
c8366	-2
c8436	-3
c8716	-1
c8802	-9
c8806	-12
c8855	-11
c9062	-6
c9113	-10
c9521	-7
c9758	-15
c9815	-12
c9884	-5
c9909	-1
c9961	-12
c10126	-4
c10160	-3
c10327	-8
c10329	-6
c10331	-1
c10336	-10
c10388	-12
c10699	-2
c10820	-6
c10897	-10
c11011	-13
c11100	-5
c11180	-12
c11227	-10
c11386	-9
c11440	-13
c11547	-10
c11577	-13
c11842	-4
c11902	-12
c11911	-7
c12024	-12
c12028	-1
c12147	-9
c12286	-3
c12329	-15
c12432	-10
c12459	-5
c12677	-9
c12739	-1
c12742	-7
c12966	-5
c13011	-3
c13075	-3
c13122	-2
c13137	-15
c13329	-12
c13511	-13
c13644	-2
c13804	-10
c13875	-12
c14030	-10
c14090	-13
c14132	-10
c14492	-10
c14572	-10
c14646	-7
c14666	-5
c14714	-3
c14792	-7
c14920	-1
c15193	-2
c15201	-12
c15370	-12
c15459	-3
c15693	-6
c15811	-6
c15914	-1
c15989	-11
c16204	-8
c16279	-13
c16283	-10
c16335	-6
c16437	-12
c16538	-12
c16626	-1
c16631	-4
c16732	-3
c16753	-10
c16778	-4
c16840	-1
c16895	-2
c16900	-10
c17210	-3
c17347	-12
c17398	-12
c17548	-11
c17627	-6
c17713	-2
c17730	-15
c17775	-8
c17838	-11
c17839	-11
c17854	-8
c17901	-12
c17942	-9
c17956	-12
c17989	-5
c18184	-2
c18231	-10
c18271	-10
c18305	-10
c18307	-13
c18352	-12
c18362	-8
c18398	-5
c18497	-9
c18572	-10
c18578	-9
c18912	-10
c18950	-12
c19074	-13
c19085	-4
c19110	-2
c19196	-11
c19251	-12
c19258	-9
c19259	-9
c19342	-10
c19358	-5
c19448	-10
c19464	-5
c19527	-5
c19536	-1
c19564	-8
c19790	-4
c19818	-1
c19856	-10
c19918	-6
c19955	-3
c20074	-3
c20092	-9
c20147	-3
c20343	-7
c20344	-2
c20345	-2
c20369	-1
c20411	-13
c20446	-3
c20463	-4
c20516	-3
c20550	-12
c20584	-15
c20746	-10
c20911	-13
c20946	-10
c20950	-6
c20976	-1
c20989	-2
c21002	-11
c21260	-7
c21323	-11
c21389	-7
c21404	-10
c21421	-5
c21479	-3
c21620	-4
c21623	-3
c21681	-4
c21743	-6
c21758	-2
c21917	-2
c21998	-3
c22060	-13
c22133	-13
c22153	-8
c22248	-2
c22270	-3
c22271	-3
c22319	-10
c22349	-8
c22383	-7
c22434	-13
c22540	-6
c22597	-15
c22609	-11
c22662	-13
c22696	-11
c22726	-4
c22740	-11
c22747	-7
c22767	-8
c22768	-8
c22815	-15
c22855	-1
c22900	-5
c22985	-5
c22999	-10
c23007	-15
c23051	-11
c23108	-10
c23118	-10
c23167	-3
c23190	-7
c23210	-12
c23228	-6
c23243	-9
c23297	-6
c23318	-10
c23347	-2
c23351	-5
c23491	-15
c23511	-15
c23567	-9
c23577	-7
c23604	-9
c23670	-6
c23691	-7
c23721	-11
c23726	-15
c23727	-15
c23740	-9
c23767	-4
c23778	-13
c23789	-11
c23807	-4
c23839	-3
c23875	-8
c23958	-15
c24010	-2
c24036	-2
c24042	-2
c24062	-10
c24237	-2
c24301	-12
c24305	-3
c24408	-1
c24416	-5
c24428	-10
c24464	-3
c24499	-10
c24539	-3
c24560	-2
c24575	-6
c24596	-7
c24686	-12
c24694	-2
c24766	-10
c24772	-6
c24828	-11
c24859	-4
c24883	-10
c24914	-12
c24960	-1
c25051	-12
c25083	-11
c25139	-13
c25247	-10
c25292	-11
c25322	-3
c25400	-12
c25471	-1
c25485	-9
c25522	-8
c25528	-12
c25569	-11
c25574	-12
c25595	-15
c25604	-8
c25651	-6
c25656	-10
c25693	-5
c25748	-13
c25756	-15
c25760	-3
c25774	-5
c25804	-13
c25817	-7
c25838	-10
c25848	-7
c25881	-4
c25942	-15
c25968	-9
c25971	-7
c25975	-10
c25999	-4
c26006	-12
c26027	-5
c26035	-8
c26074	-1
c26089	-11
c26127	-12
c26128	-5
c26152	-13
c26202	-1
c26221	-15
c26232	-7
c26248	-15
c26276	-9
c26279	-12
c26335	-12
c26342	-10
c26372	-15
c26379	-11
c26408	-1
c26423	-12
c26468	-4
c26503	-12
c26513	-1
c26522	-8
c26524	-7
c26560	-7
c26571	-12
c26581	-10
c26590	-10
c26612	-12
c26616	-7
c26622	-10
c26631	-15
c26637	-10
c26661	-7
c26664	-12
c26672	-1
c26698	-2
c26706	-13
c26717	-12
c26734	-11
c26740	-10
c26746	-10
c26781	-12
c26877	-12
c26878	-3
c26889	-1
c26905	-10
c26918	-10
c26919	-10
c26978	-12
c26995	-9
c27105	-2
c27109	-13
c27164	-6
c27211	-12
c27212	-12
c27247	-11
c27451	-7
c27491	-5
c27537	-12
c27553	-12
c27588	-15
c27711	-3
c27753	-5
c27773	-10
c27785	-13
c27793	-6
c27798	-5
c27799	-5
c27804	-4
c27819	-4
c27858	-15
c27862	-7
c27878	-10
c27981	-10
c28004	-6
c28012	-12
c28053	-12
c28073	-12
c28102	-7
c28107	-12
c28259	-5
c28318	-11
c28355	-13
c28363	-11
c28366	-10
c28394	-10
c28400	-9
c28401	-9
c28425	-2
c28469	-6
c28501	-10
c28516	-9
c28529	-10
c28560	-2
c28576	-2
c28583	-8
c28604	-1
c28610	-12
c28611	-12
c28660	-6
c28675	-6
c28731	-12
c28772	-4
c28800	-2
c28827	-6
c28842	-1
c28852	-12
c28878	-5
c28884	-12
c28910	-12
c28933	-7
c28962	-9
c28968	-12
c29013	-15
c29045	-15
c29097	-8
c29098	-15
c29106	-4
c29156	-1
c29190	-10
c29198	-7
c29228	-9
c29283	-15
c29347	-12
c29404	-5
c29408	-11
c29436	-7
c29491	-15
c29604	-3
c29607	-12
c29745	-12
c29757	-10
c29772	-15
c29778	-11
c29779	-11
c29790	-10
c29794	-2
c29799	-2
c29803	-7
c29817	-3
c29846	-12
c29909	-8
c29927	-7
c29938	-11
c29963	-2
c29995	-8
c29999	-3
c30010	-12
c30055	-11
c30075	-10
c30076	-5
c30081	-2
c30087	-12
c30151	-12
c30159	-13
c30163	-1
c30171	-3
c30175	-8
c30176	-13
c30177	-13
c30207	-10
c30233	-10
c30278	-9
c30288	-11
c30312	-6
c30320	-12
c30337	-1
c30357	-4
c30361	-9
c30371	-10
c30373	-7
c30387	-12
c30444	-8
c30461	-1
c30487	-4
c30500	-9
c30511	-1
c30548	-9
c30578	-9
c30589	-7
c30592	-1
c30617	-6
c30618	-12
c30644	-3
c30646	-1
c30678	-1
c30720	-4
c30736	-6
c30765	-2
c30808	-8
c30827	-9
c30829	-8
c30833	-12
c30874	-10
c30923	-1
c30928	-9
c30953	-8
c30957	-8
c30962	-12
c30965	-8
c30977	-5
c30978	-1
c30981	-13
c31061	-1
c31064	-12
c31065	-12
c31071	-11
c31123	-15
c31128	-13
c31134	-12
c31175	-8
c31186	-9
c31187	-9
c31203	-10
c31221	-12
c31283	-5
c31289	-12
c31293	-12
c31314	-8
c31335	-8
c31349	-10
c31355	-10
c31386	-5
c31428	-1
c31451	-10
c31509	-9
c31536	-2
c31537	-2
c31541	-11
c31559	-8
c31572	-7
c31595	-6
c31648	-11
c31656	-7
c31705	-8
c31741	-7
c31775	-10
c31789	-12
c31816	-10
c31888	-4
c31901	-12
c31924	-9
c31942	-9
c31993	-5
c32034	-3
c32036	-12
c32043	-3
c32052	-3
c32079	-7
c32095	-1
c32097	-11
c32113	-5
c32184	-8
c32223	-3
c32240	-6
c32257	-12
c32290	-12
c32307	-10
c32314	-1
c32316	-11
c32319	-10
c32328	-11
c32347	-12
c32351	-6
c32371	-12
c32482	-8
c32485	-3
c32504	-3
c32532	-12
c32541	-1
c32548	-10
c32555	-6
c32568	-4
c32587	-10
c32591	-5
c32610	-2
c32613	-10
c32662	-5
c32678	-11
c32679	-11
c32708	-5
c32745	-11
c32799	-10
c32847	-4
c32887	-12
c32896	-3
c32909	-15
c32915	-11
c32986	-12
c33003	-10
c33014	-6
c33022	-1
c33043	-8
c33051	-1
c33069	-5
c33088	-3
c33111	-10
c33120	-7
c33134	-12
c33149	-7
c33169	-7
c33193	-10
c33209	-5
c33226	-12
c33240	-13
c33250	-5
c33299	-10
c33342	-13
c33360	-8
c33434	-2
c33459	-15
c33501	-15
c33507	-10
c33524	-2
c33568	-9
c33580	-13
c33581	-13
c33587	-10
c33589	-10
c33630	-6
c33668	-15
c33673	-5
c33697	-13
c33698	-12
c33714	-12
c33718	-15
c33720	-2
c33761	-3
c33763	-7
c33777	-15
c33778	-11
c33786	-2
c33792	-10
c33797	-7
c33824	-15
c33841	-10
c33882	-15
c33890	-2
c33898	-11
c33900	-4
c33976	-13
c34006	-6
c34023	-10
c34024	-2
c34076	-4
c34088	-11
c34089	-11
c34107	-1
c34116	-3
c34144	-11
c34145	-11
c34179	-15
c34190	-6
c34191	-6
c34256	-8
c34264	-11
c34301	-1
c34311	-2
c34339	-13
c34354	-3
c34460	-3
c34477	-11
c34482	-15
c34487	-5
c34488	-4
c34519	-7
c34566	-13
c34579	-4
c34592	-1
c34629	-2
c34640	-8
c34648	-5
c34656	-8
c34666	-12
c34669	-1
c34683	-5
c34689	-8
c34692	-12
c34722	-4
c34743	-10
c34752	-1
c34783	-10
c34787	-15
c34837	-7
c34899	-8
c34926	-12
c34931	-15
c34934	-6
c34955	-8
c34961	-2
c34970	-15
c34991	-6
c35005	-12
c35020	-4
c35080	-12
c35096	-7
c35139	-6
c35167	-5
c35172	-4
c35191	-5
c35197	-3
c35208	-4
c35212	-11
c35214	-10
c35230	-2
c35280	-1
c35290	-10
c35348	-5
c35374	-13
c35378	-12
c35409	-5
c35452	-2
c35483	-2
c35519	-10
c35522	-6
c35537	-2
c35557	-5
c35561	-8
c35577	-4
c35598	-10
c35603	-10
c35620	-4
c35623	-12
c35629	-9
c35643	-2
c35666	-5
c35670	-7
c35696	-15
c35697	-15
c35739	-4
c35747	-12
c35766	-12
c35781	-9
c35791	-12
c35808	-1
c35902	-6
c35953	-4
c35982	-6
c35987	-8
c36013	-9
c36084	-8
c36085	-8
c36134	-2
c36155	-8
c36188	-12
c36191	-13
c36200	-10
c36202	-5
c36210	-12
c36232	-10
c36236	-13
c36256	-1
c36306	-6
c36308	-2
c36314	-7
c36346	-12
c36349	-4
c36426	-10
c36429	-4
c36456	-9
c36472	-3
c36499	-10
c36509	-10
c36570	-10
c36582	-4
c36601	-7
c36662	-9
c36663	-9
c36697	-10
c36733	-3
c36736	-13
c36737	-13
c36745	-3
c36757	-1
c36765	-10
c36771	-10
c36822	-9
c36833	-7
c36860	-3
c36904	-13
c36910	-8
c36911	-8
c36914	-9
c36917	-12
c36933	-7
c36937	-4
c36942	-12
c36975	-4
c36988	-9
c37000	-13
c37055	-8
c37065	-15
c37080	-10
c37141	-13
c37145	-4
c37173	-8
c37201	-15
c37204	-12
c37211	-4
c37242	-5
c37246	-4
c37251	-12
c37291	-4
c37292	-10
c37296	-12
c37302	-12
c37349	-3
c37381	-13
c37416	-12
c37468	-10
c37479	-11
c37485	-12
c37498	-9
c37526	-12
c37546	-1
c37582	-6
c37608	-15
c37626	-7
c37634	-4
c37639	-2
c37641	-10
c37666	-10
c37670	-3
c37702	-11
c37741	-13
c37753	-6
c37758	-15
c37804	-7
c37829	-12
c37834	-11
c37839	-12
c37855	-1
c37862	-10
c37881	-4
c37889	-2
c37898	-7
c37899	-7
c37917	-7
c37926	-3
c37991	-3
c38003	-8
c38009	-1
c38063	-13
c38086	-11
c38111	-12
c38125	-7
c38134	-8
c38189	-10
c38210	-6
c38227	-9
c38277	-13
c38281	-15
c38285	-12
c38288	-10
c38295	-4
c38308	-13
c38334	-8
c38349	-4
c38366	-10
c38379	-1
c38392	-6
c38418	-12
c38448	-4
c38451	-7
c38456	-5
c38517	-7
c38539	-6
c38566	-1
c38593	-9
c38597	-1
c38612	-12
c38617	-10
c38635	-12
c38656	-7
c38687	-3
c38699	-12
c38704	-15
c38707	-13
c38713	-12
c38776	-2
c38777	-2
c38789	-6
c38795	-10
c38806	-10
c38828	-11
c38841	-15
c38859	-7
c38910	-11
c38917	-11
c38922	-11
c38935	-10
c38940	-5
c38959	-2
c39004	-1
c39009	-5
c39016	-10
c39025	-3
c39057	-13
c39062	-10
c39066	-10
c39097	-12
c39107	-12
c39148	-15
c39160	-6
c39174	-2
c39217	-4
c39246	-12
c39268	-11
c39298	-10
c39299	-10
c39308	-1
c39311	-1
c39322	-10
c39349	-13
c39358	-8
c39366	-6
c39407	-2
c39415	-6
c39421	-10
c39433	-4
c39442	-12
c39459	-11
c39469	-8
c39474	-9
c39538	-6
c39554	-3
c39556	-12
c39573	-12
c39591	-11
c39616	-4
c39645	-3
c39666	-7
c39679	-12
c39682	-10
c39754	-12
c39758	-13
c39759	-13
c39764	-1
c39777	-9
c39808	-1
c39818	-7
c39821	-9
c39832	-15
c39844	-6
c39847	-12
c39859	-13
c39861	-8
c39871	-12
c39920	-2
c39934	-10
c39935	-10
c39936	-7
c39937	-7
