cellBC	cell_state
c2286	-15
c5181	-16
c5972	-14
c6094	-1
c6348	-1
c6415	-12
c6424	-6
c6619	-7
c6847	-4
c6962	-13
c7007	-13
c7333	-16
c7482	-15
c7917	-7
c7938	-14
c7979	-15
c8039	-11
c8046	-11
c8105	-15
c8282	-1
c8335	-11
c8687	-3
c9052	-1
c9062	-7
c9165	-6
c9274	-2
c9303	-8
c9413	-13
c9650	-9
c9790	-16
c9876	-6
c9893	-12
c9939	-6
c10004	-9
c10052	-8
c10148	-1
c10261	-1
c10591	-1
c10652	-14
c10654	-14
c10741	-4
c10744	-4
c10867	-9
c10964	-14
c10989	-16
c11036	-1
c11167	-12
c11177	-6
c11179	-14
c11215	-12
c11349	-13
c11372	-8
c11435	-1
c11645	-6
c11898	-16
c11988	-12
c12038	-14
c12140	-15
c12215	-14
c12549	-7
c12628	-16
c12734	-6
c12746	-15
c13018	-7
c13459	-6
c13521	-16
c13574	-4
c13578	-13
c13587	-12
c13666	-13
c13684	-7
c13730	-3
c13780	-16
c14068	-4
c14112	-3
c14252	-1
c14283	-11
c14437	-3
c14441	-14
c14617	-11
c14632	-14
c14750	-4
c14774	-1
c14979	-15
c15117	-16
c15133	-9
c15166	-12
c15181	-16
c15341	-16
c15800	-1
c15909	-11
c15998	-14
c16047	-2
c16148	-12
c16159	-3
c16220	-6
c16249	-12
c16366	-16
c16405	-13
c16467	-7
c16506	-13
c16649	-12
c16720	-1
c16751	-15
c16899	-15
c16906	-1
c16966	-3
c16997	-7
c17008	-16
c17093	-14
c17113	-9
c17137	-7
c17140	-12
c17148	-2
c17216	-14
c17324	-4
c17345	-8
c17350	-15
c17419	-2
c17437	-4
c17452	-12
c17453	-12
c17499	-11
c17502	-4
c17531	-12
c17552	-3
c17600	-14
c17653	-13
c17676	-4
c17817	-8
c17825	-8
c18030	-2
c18068	-12
c18087	-9
c18100	-14
c18108	-16
c18109	-16
c18131	-2
c18158	-14
c18176	-2
c18216	-15
c18231	-4
c18281	-7
c18304	-6
c18310	-16
c18392	-9
c18418	-3
c18419	-3
c18433	-2
c18436	-14
c18449	-1
c18521	-2
c18552	-14
c18619	-8
c18637	-6
c18651	-14
c18727	-16
c18794	-1
c18803	-12
c18860	-3
c19073	-2
c19099	-4
c19100	-15
c19110	-13
c19126	-9
c19128	-14
c19178	-7
c19201	-16
c19226	-15
c19319	-14
c19440	-14
c19454	-1
c19472	-3
c19504	-7
c19660	-15
c19763	-14
c19827	-15
c19984	-1
c19986	-1
c19988	-13
c20044	-11
c20077	-11
c20105	-6
c20171	-1
c20183	-4
c20229	-14
c20320	-2
c20409	-9
c20426	-12
c20451	-7
c20513	-1
c20597	-14
c20614	-9
c20618	-4
c20659	-8
c20678	-14
c20762	-15
c20783	-3
c20790	-2
c20805	-8
c20870	-4
c20891	-13
c20892	-6
c21207	-14
c21344	-4
c21355	-4
c21416	-8
c21420	-13
c21484	-15
c21537	-9
c21550	-2
c21593	-1
c21823	-9
c21853	-1
c21895	-1
c21907	-12
c21916	-16
c22031	-4
c22046	-14
c22092	-4
c22100	-1
c22180	-14
c22191	-13
c22215	-2
c22223	-2
c22338	-1
c22377	-7
c22429	-1
c22441	-13
c22530	-12
c22552	-11
c22553	-11
c22593	-7
c22704	-2
c22709	-8
c22726	-4
c22773	-15
c22820	-7
c22849	-11
c22871	-9
c22882	-6
c22911	-4
c22951	-13
c22954	-12
c22957	-1
c23000	-13
c23053	-3
c23063	-13
c23084	-2
c23090	-9
c23185	-4
c23192	-11
c23193	-11
c23238	-3
c23280	-16
c23281	-16
c23304	-1
c23331	-6
c23361	-8
c23452	-1
c23461	-16
c23487	-1
c23492	-11
c23527	-9
c23689	-4
c23703	-13
c23824	-9
c23847	-11
c23851	-6
c23853	-3
c23864	-1
c23890	-4
c23925	-8
c23943	-14
c23948	-1
c24079	-3
c24095	-9
c24188	-4
c24198	-3
c24201	-1
c24206	-1
c24234	-2
c24237	-16
c24254	-6
c24305	-12
c24363	-9
c24435	-16
c24470	-16
c24603	-16
c24604	-13
c24605	-13
c24611	-7
c24623	-3
c24627	-14
c24667	-3
c24676	-8
c24677	-8
c24769	-8
c24788	-8
c24839	-12
c24864	-16
c24896	-11
c24930	-7
c24947	-13
c24952	-8
c24957	-7
c24980	-2
c24989	-2
c25001	-14
c25072	-13
c25082	-6
c25088	-15
c25105	-8
c25132	-7
c25143	-8
c25216	-2
c25239	-1
c25244	-12
c25245	-12
c25344	-15
c25351	-3
c25479	-7
c25494	-1
c25511	-13
c25550	-14
c25559	-16
c25569	-4
c25590	-12
c25609	-7
c25611	-7
c25624	-4
c25694	-4
c25775	-14
c25828	-1
c25847	-13
c25852	-14
c25865	-15
