cellBC	cell_state
c1885	-3
c3626	-2
c3737	-14
c4306	-16
c4318	-4
c5554	-15
c6351	-2
c6495	-14
c7112	-1
c7652	-3
c7752	-15
c7921	-16
c8227	-7
c8474	-9
c8531	-2
c8922	-4
c9005	-14
c9023	-2
c9335	-3
c9388	-7
c9422	-4
c9453	-2
c9456	-4
c9503	-4
c9694	-7
c9840	-3
c9919	-14
c10026	-5
c10139	-5
c10141	-9
c10143	-3
c10147	-7
c10332	-1
c10382	-4
c10650	-2
c10774	-14
c10786	-9
c11078	-13
c11128	-4
c11243	-16
c11750	-13
c11977	-2
c11982	-2
c12030	-1
c12046	-7
c12066	-3
c12434	-8
c12504	-2
c12698	-4
c12701	-16
c12706	-2
c12845	-14
c12889	-7
c12912	-2
c13004	-13
c13026	-5
c13070	-16
c13112	-4
c13135	-10
c13252	-10
c13371	-11
c13541	-2
c13621	-8
c13637	-1
c13698	-7
c13787	-8
c13860	-4
c14104	-2
c14110	-11
c14211	-11
c14247	-4
c14275	-5
c14335	-2
c14372	-1
c14431	-2
c14524	-10
c14535	-11
c14672	-3
c14746	-16
c14764	-2
c14765	-2
c14785	-16
c14946	-2
c14997	-5
c15113	-5
c15166	-11
c15230	-10
c15321	-13
c15372	-14
c15383	-7
c15499	-11
c15527	-16
c15686	-11
c15691	-10
c15791	-5
c15829	-14
c15858	-16
c15947	-4
c15977	-4
c16011	-14
c16058	-5
c16062	-8
c16111	-9
c16219	-14
c16288	-16
c16337	-2
c16360	-1
c16366	-4
c16421	-2
c16446	-15
c16470	-10
c16597	-1
c16630	-3
c16648	-13
c16704	-5
c16954	-11
c16976	-10
c17028	-15
c17048	-2
c17093	-5
c17109	-9
c17116	-5
c17192	-5
c17291	-3
c17354	-9
c17408	-11
c17409	-2
c17416	-16
c17434	-7
c17447	-2
c17866	-8
c17968	-7
c18037	-3
c18113	-3
c18131	-13
c18134	-9
c18142	-10
c18195	-16
c18243	-13
c18258	-9
c18338	-14
c18345	-10
c18358	-2
c18359	-2
c18391	-8
c18405	-13
c18425	-13
c18602	-7
c18675	-15
c18691	-14
c18699	-2
c18843	-7
c18931	-11
c18944	-2
c18945	-11
c18978	-2
c19001	-8
c19053	-8
c19056	-13
c19085	-8
c19145	-11
c19185	-15
c19253	-4
c19296	-15
c19366	-14
c19383	-16
c19402	-3
c19443	-13
c19485	-4
c19575	-1
c19621	-5
c19697	-7
c19699	-1
c19856	-3
c19870	-13
c19885	-10
c19981	-9
c19988	-2
c19989	-2
c20052	-1
c20235	-2
c20251	-10
c20302	-9
c20362	-10
c20374	-3
c20403	-14
c20482	-4
c20580	-2
c20597	-9
c20607	-15
c20620	-2
c20621	-2
c20655	-10
c20719	-2
c20818	-3
c20935	-9
c20938	-2
c20963	-2
c21057	-14
c21097	-2
c21128	-4
c21151	-4
c21230	-10
c21252	-4
c21254	-14
c21370	-7
c21437	-2
c21461	-4
c21466	-7
c21471	-3
c21502	-3
c21556	-3
c21590	-3
c21601	-2
c21640	-15
c21641	-15
c21656	-15
c21673	-2
c21675	-11
c21771	-4
c21816	-1
c21827	-15
c21834	-15
c21869	-1
c21926	-13
c22060	-5
c22061	-5
c22078	-8
c22079	-8
c22116	-11
c22148	-4
c22159	-4
c22180	-14
c22213	-13
c22225	-9
c22243	-16
c22289	-9
c22349	-4
c22397	-16
c22415	-5
c22485	-16
c22498	-11
c22539	-7
c22555	-7
c22560	-16
c22595	-8
c22598	-13
c22602	-15
c22614	-10
c22704	-2
c22720	-2
c22724	-4
c22771	-4
c22772	-2
c22911	-4
c22928	-14
c23061	-16
c23083	-7
c23086	-4
c23146	-4
c23162	-8
c23241	-8
c23346	-5
c23348	-9
c23349	-9
c23441	-4
c23443	-16
c23519	-7
c23530	-13
c23556	-2
c23557	-11
c23585	-4
c23753	-2
c23776	-2
c23820	-7
c23834	-5
c23895	-1
c23918	-3
c24052	-9
c24111	-4
c24214	-1
c24289	-3
c24302	-11
c24303	-2
c24409	-16
c24424	-15
c24518	-13
c24539	-15
c24556	-9
c24633	-14
c24678	-5
c24715	-2
