,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,1,7
1,0,0,0,0,0,0,0,1,0,0,9
2,0,0,0,0,0,0,1,0,0,0,39
3,0,0,0,0,0,0,1,0,1,0,1
4,0,0,0,0,0,1,0,0,0,0,6
5,0,0,0,0,0,1,1,0,0,0,5
6,0,0,0,0,1,0,0,0,0,0,66
7,0,0,0,0,1,0,0,0,0,1,1
8,0,0,0,0,1,0,0,0,1,0,1
9,0,0,0,0,1,0,1,0,0,0,4
10,0,0,0,1,0,0,0,0,0,0,151
11,0,0,0,1,0,0,0,0,1,0,10
12,0,0,0,1,0,0,1,0,0,0,2
13,0,0,0,1,0,1,0,0,0,0,2
14,0,0,0,1,1,0,0,0,0,0,9
15,0,0,0,1,1,0,0,0,1,0,1
16,0,0,1,0,0,0,0,0,0,0,253
17,0,0,1,0,0,0,0,0,1,0,1
18,0,0,1,0,0,0,1,0,0,0,2
19,0,0,1,0,1,0,0,0,0,0,2
20,0,0,1,1,0,0,0,0,0,0,6
21,0,1,0,0,0,0,0,0,0,0,198
22,0,1,0,0,0,0,0,0,0,1,6
23,0,1,0,0,0,0,0,1,0,0,3
24,0,1,0,0,1,0,0,0,0,0,1
25,0,1,0,1,0,0,0,0,0,0,5
26,0,1,0,1,1,0,0,0,0,0,2
27,0,1,1,0,0,0,0,0,0,0,37
28,0,1,1,0,0,0,1,0,0,0,1
29,0,1,1,0,1,0,0,0,0,0,1
30,0,1,1,1,0,0,0,0,0,0,2
31,1,0,0,0,0,0,0,0,0,0,2180
32,1,0,0,0,0,0,0,0,0,1,22
33,1,0,0,0,0,0,0,0,1,0,9
34,1,0,0,0,0,0,0,1,0,0,106
35,1,0,0,0,0,0,0,1,0,1,3
36,1,0,0,0,0,0,1,0,0,0,148
37,1,0,0,0,0,1,0,0,0,0,28
38,1,0,0,0,0,1,1,0,0,0,27
39,1,0,0,0,0,1,1,0,1,0,1
40,1,0,0,0,1,0,0,0,0,0,47
41,1,0,0,0,1,0,1,0,0,0,8
42,1,0,0,0,1,1,0,0,0,0,8
43,1,0,0,0,1,1,0,0,1,0,1
44,1,0,0,0,1,1,1,0,0,0,5
45,1,0,0,1,0,0,0,0,0,0,296
46,1,0,0,1,0,0,0,0,0,1,1
47,1,0,0,1,0,0,0,0,1,0,23
48,1,0,0,1,0,0,1,0,0,0,11
49,1,0,0,1,0,0,1,0,1,0,1
50,1,0,0,1,0,1,0,0,0,0,5
51,1,0,0,1,0,1,1,0,0,0,5
52,1,0,0,1,1,0,0,0,0,0,28
53,1,0,0,1,1,0,0,0,1,0,5
54,1,0,0,1,1,0,1,0,0,0,5
55,1,0,0,1,1,1,0,0,0,0,2
56,1,0,0,1,1,1,0,0,1,0,2
57,1,0,0,1,1,1,1,0,0,0,3
58,1,0,1,0,0,0,0,0,0,0,790
59,1,0,1,0,0,0,0,0,0,1,2
60,1,0,1,0,0,0,0,0,1,0,5
61,1,0,1,0,0,0,1,0,0,0,7
62,1,0,1,0,1,0,0,0,0,0,5
63,1,0,1,0,1,0,0,0,1,0,1
64,1,0,1,0,1,0,1,0,0,0,1
65,1,0,1,1,0,0,0,0,0,0,57
66,1,0,1,1,0,0,0,0,1,0,10
67,1,0,1,1,0,0,1,0,0,0,3
68,1,0,1,1,0,0,1,0,1,0,2
69,1,0,1,1,0,1,1,0,0,0,1
70,1,0,1,1,1,0,0,0,0,0,1
71,1,0,1,1,1,0,0,0,1,0,2
72,1,1,0,0,0,0,0,0,0,0,754
73,1,1,0,0,0,0,0,0,0,1,15
74,1,1,0,0,0,0,0,0,1,0,1
75,1,1,0,0,0,0,0,1,0,0,12
76,1,1,0,0,0,0,0,1,0,1,3
77,1,1,0,0,0,0,1,0,0,0,2
78,1,1,0,0,0,1,0,0,0,0,1
79,1,1,0,0,0,1,1,0,0,0,2
80,1,1,0,0,1,0,0,0,0,0,3
81,1,1,0,0,1,1,1,0,0,0,1
82,1,1,0,1,0,0,0,0,0,0,8
83,1,1,0,1,0,0,0,0,1,0,1
84,1,1,0,1,0,1,0,0,0,0,2
85,1,1,0,1,1,0,0,0,0,0,2
86,1,1,1,0,0,0,0,0,0,0,316
87,1,1,1,0,0,0,0,0,0,1,2
88,1,1,1,0,0,0,0,0,1,0,5
89,1,1,1,0,0,0,0,1,0,0,2
90,1,1,1,0,0,0,1,0,0,0,4
91,1,1,1,0,0,1,0,0,0,0,1
92,1,1,1,0,0,1,1,0,0,0,1
93,1,1,1,0,1,0,0,0,0,0,8
94,1,1,1,0,1,0,0,0,0,1,1
95,1,1,1,1,0,0,0,0,0,0,12
96,1,1,1,1,0,0,0,0,1,0,1
97,1,1,1,1,0,0,1,0,0,0,1
98,1,1,1,1,1,0,0,0,0,0,2
