,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,114
1,0,0,0,0,0,0,0,0,0,1,7
2,0,0,0,0,0,0,0,0,1,0,8
3,0,0,0,0,0,0,0,1,0,0,9
4,0,0,0,0,0,0,1,0,0,0,41
5,0,0,0,0,0,0,1,0,1,0,1
6,0,0,0,0,0,1,0,0,0,0,8
7,0,0,0,0,0,1,1,0,0,0,5
8,0,0,0,0,1,0,0,0,0,0,72
9,0,0,0,0,1,0,0,0,0,1,1
10,0,0,0,0,1,0,0,0,1,0,1
11,0,0,0,0,1,0,1,0,0,0,4
12,0,0,0,1,0,0,0,0,0,0,35
13,0,0,0,1,0,0,0,0,1,0,4
14,0,0,0,1,1,0,0,0,0,0,3
15,0,0,0,1,1,0,0,0,1,0,1
16,0,0,1,0,0,0,0,0,0,0,258
17,0,0,1,0,0,0,0,0,1,0,1
18,0,0,1,0,0,0,1,0,0,0,2
19,0,0,1,0,1,0,0,0,0,0,2
20,0,0,1,1,0,0,0,0,0,0,1
21,0,1,0,0,0,0,0,0,0,0,200
22,0,1,0,0,0,0,0,0,0,1,6
23,0,1,0,0,0,0,0,0,1,0,1
24,0,1,0,0,0,0,0,1,0,0,3
25,0,1,0,0,1,0,0,0,0,0,2
26,0,1,0,1,0,0,0,0,0,0,2
27,0,1,0,1,1,0,0,0,0,0,1
28,0,1,1,0,0,0,0,0,0,0,38
29,0,1,1,0,0,0,1,0,0,0,1
30,0,1,1,0,1,0,0,0,0,0,1
31,0,1,1,1,0,0,0,0,0,0,1
32,1,0,0,0,0,0,0,0,0,0,2405
33,1,0,0,0,0,0,0,0,0,1,22
34,1,0,0,0,0,0,0,0,1,0,25
35,1,0,0,0,0,0,0,1,0,0,106
36,1,0,0,0,0,0,0,1,0,1,3
37,1,0,0,0,0,0,1,0,0,0,156
38,1,0,0,0,0,1,0,0,0,0,33
39,1,0,0,0,0,1,1,0,0,0,32
40,1,0,0,0,0,1,1,0,1,0,1
41,1,0,0,0,1,0,0,0,0,0,68
42,1,0,0,0,1,0,0,0,1,0,1
43,1,0,0,0,1,0,1,0,0,0,9
44,1,0,0,0,1,1,0,0,0,0,10
45,1,0,0,0,1,1,0,0,1,0,3
46,1,0,0,0,1,1,1,0,0,0,7
47,1,0,0,1,0,0,0,0,0,0,70
48,1,0,0,1,0,0,0,0,0,1,1
49,1,0,0,1,0,0,0,0,1,0,8
50,1,0,0,1,0,0,1,0,0,0,3
51,1,0,0,1,0,0,1,0,1,0,1
52,1,0,0,1,1,0,0,0,0,0,7
53,1,0,0,1,1,0,0,0,1,0,4
54,1,0,0,1,1,0,1,0,0,0,4
55,1,0,0,1,1,1,1,0,0,0,1
56,1,0,1,0,0,0,0,0,0,0,840
57,1,0,1,0,0,0,0,0,0,1,2
58,1,0,1,0,0,0,0,0,1,0,12
59,1,0,1,0,0,0,1,0,0,0,8
60,1,0,1,0,0,0,1,0,1,0,1
61,1,0,1,0,0,1,1,0,0,0,1
62,1,0,1,0,1,0,0,0,0,0,6
63,1,0,1,0,1,0,0,0,1,0,1
64,1,0,1,0,1,0,1,0,0,0,1
65,1,0,1,1,0,0,0,0,0,0,7
66,1,0,1,1,0,0,0,0,1,0,3
67,1,0,1,1,0,0,1,0,0,0,2
68,1,0,1,1,0,0,1,0,1,0,1
69,1,0,1,1,1,0,0,0,1,0,2
70,1,1,0,0,0,0,0,0,0,0,758
71,1,1,0,0,0,0,0,0,0,1,15
72,1,1,0,0,0,0,0,0,1,0,1
73,1,1,0,0,0,0,0,1,0,0,12
74,1,1,0,0,0,0,0,1,0,1,3
75,1,1,0,0,0,0,1,0,0,0,2
76,1,1,0,0,0,1,0,0,0,0,2
77,1,1,0,0,0,1,1,0,0,0,2
78,1,1,0,0,1,0,0,0,0,0,5
79,1,1,0,0,1,1,1,0,0,0,1
80,1,1,0,1,0,0,0,0,0,0,4
81,1,1,0,1,0,0,0,0,1,0,1
82,1,1,0,1,0,1,0,0,0,0,1
83,1,1,1,0,0,0,0,0,0,0,326
84,1,1,1,0,0,0,0,0,0,1,2
85,1,1,1,0,0,0,0,0,1,0,6
86,1,1,1,0,0,0,0,1,0,0,2
87,1,1,1,0,0,0,1,0,0,0,4
88,1,1,1,0,0,1,0,0,0,0,1
89,1,1,1,0,0,1,1,0,0,0,1
90,1,1,1,0,1,0,0,0,0,0,9
91,1,1,1,0,1,0,0,0,0,1,1
92,1,1,1,1,0,0,0,0,0,0,2
93,1,1,1,1,0,0,1,0,0,0,1
94,1,1,1,1,1,0,0,0,0,0,1
