,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,0,139
1,0,0,0,0,0,0,0,0,0,1,7
2,0,0,0,0,0,0,0,0,1,0,11
3,0,0,0,0,0,0,0,1,0,0,9
4,0,0,0,0,0,0,1,0,0,0,41
5,0,0,0,0,0,0,1,0,1,0,1
6,0,0,0,0,0,1,0,0,0,0,8
7,0,0,0,0,0,1,1,0,0,0,5
8,0,0,0,0,1,0,0,0,0,0,74
9,0,0,0,0,1,0,0,0,0,1,1
10,0,0,0,0,1,0,0,0,1,0,2
11,0,0,0,0,1,0,1,0,0,0,4
12,0,0,0,1,0,0,0,0,0,0,10
13,0,0,0,1,0,0,0,0,1,0,1
14,0,0,0,1,1,0,0,0,0,0,1
15,0,0,1,0,0,0,0,0,0,0,259
16,0,0,1,0,0,0,0,0,1,0,1
17,0,0,1,0,0,0,1,0,0,0,2
18,0,0,1,0,1,0,0,0,0,0,2
19,0,1,0,0,0,0,0,0,0,0,202
20,0,1,0,0,0,0,0,0,0,1,6
21,0,1,0,0,0,0,0,0,1,0,1
22,0,1,0,0,0,0,0,1,0,0,3
23,0,1,0,0,1,0,0,0,0,0,3
24,0,1,1,0,0,0,0,0,0,0,39
25,0,1,1,0,0,0,1,0,0,0,1
26,0,1,1,0,1,0,0,0,0,0,1
27,1,0,0,0,0,0,0,0,0,0,2463
28,1,0,0,0,0,0,0,0,0,1,22
29,1,0,0,0,0,0,0,0,1,0,27
30,1,0,0,0,0,0,0,1,0,0,106
31,1,0,0,0,0,0,0,1,0,1,3
32,1,0,0,0,0,0,1,0,0,0,158
33,1,0,0,0,0,0,1,0,1,0,1
34,1,0,0,0,0,1,0,0,0,0,33
35,1,0,0,0,0,1,1,0,0,0,32
36,1,0,0,0,0,1,1,0,1,0,1
37,1,0,0,0,1,0,0,0,0,0,73
38,1,0,0,0,1,0,0,0,1,0,5
39,1,0,0,0,1,0,1,0,0,0,12
40,1,0,0,0,1,1,0,0,0,0,10
41,1,0,0,0,1,1,0,0,1,0,3
42,1,0,0,0,1,1,1,0,0,0,8
43,1,0,0,1,0,0,0,0,0,0,12
44,1,0,0,1,0,0,0,0,0,1,1
45,1,0,0,1,0,0,0,0,1,0,6
46,1,0,0,1,0,0,1,0,0,0,1
47,1,0,0,1,1,0,0,0,0,0,2
48,1,0,0,1,1,0,1,0,0,0,1
49,1,0,1,0,0,0,0,0,0,0,846
50,1,0,1,0,0,0,0,0,0,1,2
51,1,0,1,0,0,0,0,0,1,0,15
52,1,0,1,0,0,0,1,0,0,0,10
53,1,0,1,0,0,0,1,0,1,0,2
54,1,0,1,0,0,1,1,0,0,0,1
55,1,0,1,0,1,0,0,0,0,0,6
56,1,0,1,0,1,0,0,0,1,0,3
57,1,0,1,0,1,0,1,0,0,0,1
58,1,0,1,1,0,0,0,0,0,0,1
59,1,1,0,0,0,0,0,0,0,0,761
60,1,1,0,0,0,0,0,0,0,1,15
61,1,1,0,0,0,0,0,0,1,0,1
62,1,1,0,0,0,0,0,1,0,0,12
63,1,1,0,0,0,0,0,1,0,1,3
64,1,1,0,0,0,0,1,0,0,0,2
65,1,1,0,0,0,1,0,0,0,0,2
66,1,1,0,0,0,1,1,0,0,0,2
67,1,1,0,0,1,0,0,0,0,0,5
68,1,1,0,0,1,1,1,0,0,0,1
69,1,1,0,1,0,0,0,0,0,0,1
70,1,1,0,1,0,0,0,0,1,0,1
71,1,1,0,1,0,1,0,0,0,0,1
72,1,1,1,0,0,0,0,0,0,0,327
73,1,1,1,0,0,0,0,0,0,1,2
74,1,1,1,0,0,0,0,0,1,0,6
75,1,1,1,0,0,0,0,1,0,0,2
76,1,1,1,0,0,0,1,0,0,0,5
77,1,1,1,0,0,1,0,0,0,0,1
78,1,1,1,0,0,1,1,0,0,0,1
79,1,1,1,0,1,0,0,0,0,0,10
80,1,1,1,0,1,0,0,0,0,1,1
81,1,1,1,1,0,0,0,0,0,0,1
