,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,1,7
1,0,0,0,0,0,0,0,1,0,0,9
2,0,0,0,0,0,0,1,0,0,0,40
3,0,0,0,0,0,1,0,0,0,0,6
4,0,0,0,0,0,1,1,0,0,0,5
5,0,0,0,0,1,0,0,0,0,0,67
6,0,0,0,0,1,0,0,0,0,1,1
7,0,0,0,0,1,0,1,0,0,0,4
8,0,0,0,1,0,0,0,0,0,0,155
9,0,0,0,1,0,0,0,0,1,0,6
10,0,0,0,1,0,0,1,0,0,0,2
11,0,0,0,1,0,1,0,0,0,0,2
12,0,0,0,1,1,0,0,0,0,0,10
13,0,0,1,0,0,0,0,0,0,0,253
14,0,0,1,0,0,0,0,0,1,0,1
15,0,0,1,0,0,0,1,0,0,0,2
16,0,0,1,0,1,0,0,0,0,0,2
17,0,0,1,1,0,0,0,0,0,0,6
18,0,1,0,0,0,0,0,0,0,0,198
19,0,1,0,0,0,0,0,0,0,1,6
20,0,1,0,0,0,0,0,1,0,0,3
21,0,1,0,0,1,0,0,0,0,0,1
22,0,1,0,1,0,0,0,0,0,0,5
23,0,1,0,1,1,0,0,0,0,0,2
24,0,1,1,0,0,0,0,0,0,0,37
25,0,1,1,0,0,0,1,0,0,0,1
26,0,1,1,0,1,0,0,0,0,0,1
27,0,1,1,1,0,0,0,0,0,0,2
28,1,0,0,0,0,0,0,0,0,0,2183
29,1,0,0,0,0,0,0,0,0,1,22
30,1,0,0,0,0,0,0,0,1,0,6
31,1,0,0,0,0,0,0,1,0,0,106
32,1,0,0,0,0,0,0,1,0,1,3
33,1,0,0,0,0,0,1,0,0,0,148
34,1,0,0,0,0,1,0,0,0,0,28
35,1,0,0,0,0,1,1,0,0,0,27
36,1,0,0,0,0,1,1,0,1,0,1
37,1,0,0,0,1,0,0,0,0,0,47
38,1,0,0,0,1,0,1,0,0,0,8
39,1,0,0,0,1,1,0,0,0,0,9
40,1,0,0,0,1,1,1,0,0,0,5
41,1,0,0,1,0,0,0,0,0,0,306
42,1,0,0,1,0,0,0,0,0,1,1
43,1,0,0,1,0,0,0,0,1,0,13
44,1,0,0,1,0,0,1,0,0,0,11
45,1,0,0,1,0,0,1,0,1,0,1
46,1,0,0,1,0,1,0,0,0,0,5
47,1,0,0,1,0,1,1,0,0,0,5
48,1,0,0,1,1,0,0,0,0,0,32
49,1,0,0,1,1,0,0,0,1,0,1
50,1,0,0,1,1,0,1,0,0,0,5
51,1,0,0,1,1,1,0,0,0,0,3
52,1,0,0,1,1,1,0,0,1,0,1
53,1,0,0,1,1,1,1,0,0,0,3
54,1,0,1,0,0,0,0,0,0,0,792
55,1,0,1,0,0,0,0,0,0,1,2
56,1,0,1,0,0,0,0,0,1,0,3
57,1,0,1,0,0,0,1,0,0,0,7
58,1,0,1,0,1,0,0,0,0,0,6
59,1,0,1,0,1,0,1,0,0,0,1
60,1,0,1,1,0,0,0,0,0,0,62
61,1,0,1,1,0,0,0,0,1,0,5
62,1,0,1,1,0,0,1,0,0,0,5
63,1,0,1,1,0,1,1,0,0,0,1
64,1,0,1,1,1,0,0,0,0,0,2
65,1,0,1,1,1,0,0,0,1,0,1
66,1,1,0,0,0,0,0,0,0,0,755
67,1,1,0,0,0,0,0,0,0,1,15
68,1,1,0,0,0,0,0,1,0,0,12
69,1,1,0,0,0,0,0,1,0,1,3
70,1,1,0,0,0,0,1,0,0,0,2
71,1,1,0,0,0,1,0,0,0,0,1
72,1,1,0,0,0,1,1,0,0,0,2
73,1,1,0,0,1,0,0,0,0,0,3
74,1,1,0,0,1,1,1,0,0,0,1
75,1,1,0,1,0,0,0,0,0,0,9
76,1,1,0,1,0,1,0,0,0,0,2
77,1,1,0,1,1,0,0,0,0,0,2
78,1,1,1,0,0,0,0,0,0,0,320
79,1,1,1,0,0,0,0,0,0,1,2
80,1,1,1,0,0,0,0,0,1,0,1
81,1,1,1,0,0,0,0,1,0,0,2
82,1,1,1,0,0,0,1,0,0,0,4
83,1,1,1,0,0,1,0,0,0,0,1
84,1,1,1,0,0,1,1,0,0,0,1
85,1,1,1,0,1,0,0,0,0,0,8
86,1,1,1,0,1,0,0,0,0,1,1
87,1,1,1,1,0,0,0,0,0,0,13
88,1,1,1,1,0,0,1,0,0,0,1
89,1,1,1,1,1,0,0,0,0,0,2
