tree_index	node_name	label
0	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
1	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
10	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
11	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
12	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
13	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
2	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
3	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
4	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
5	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
6	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
7	node0	{'NeuralTube', 'Somite', 'NMPs'}
8	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
9	node0	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
0	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
1	node1	{'NeuralTube', 'Endothelial', 'PCGLC', 'Somite'}
10	node1	{'NeuralTube', 'Somite', 'NMPs'}
11	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
12	node1	{'NeuralTube', 'Somite', 'NMPs'}
13	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
2	node1	{'NeuralTube', 'Somite', 'NMPs'}
3	node1	{'NeuralTube', 'Somite', 'NMPs'}
4	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
5	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
6	node1	{'NeuralTube', 'Somite', 'NMPs'}
7	node1	{'NeuralTube', 'Somite', 'NMPs'}
8	node1	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
9	node1	{'NeuralTube', 'Endothelial', 'PCGLC', 'Somite'}
0	node10	{'NeuralTube', 'Somite', 'NMPs'}
1	node10	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
10	node10	{'NeuralTube', 'Somite'}
11	node10	{'NeuralTube', 'Somite', 'NMPs'}
12	node10	{'NeuralTube', 'Somite'}
13	node10	{'NeuralTube', 'Somite', 'NMPs'}
2	node10	{'NeuralTube', 'Somite', 'NMPs'}
6	node10	{'NeuralTube', 'NMPs'}
7	node10	{'NeuralTube', 'Somite', 'NMPs'}
8	node10	{'NeuralTube', 'Somite'}
9	node10	{'NeuralTube', 'Somite', 'NMPs'}
0	node100	{'NeuralTube', 'Somite', 'NMPs'}
1	node100	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
12	node100	{'NeuralTube', 'NMPs'}
13	node100	{'NeuralTube', 'NMPs'}
5	node100	{'NeuralTube', 'NMPs'}
9	node100	{'NeuralTube', 'Somite'}
1	node1002	{'Endothelial', 'Somite'}
1	node1006	{'NeuralTube', 'Somite'}
1	node1008	{'Endothelial', 'Somite'}
0	node101	{'NeuralTube', 'Somite', 'NMPs'}
1	node101	{'NeuralTube', 'Somite'}
10	node101	{'NeuralTube', 'Somite', 'NMPs'}
11	node101	{'NeuralTube', 'Somite'}
12	node101	{'NeuralTube', 'NMPs'}
3	node101	{'NeuralTube', 'Somite', 'NMPs'}
5	node101	{'NeuralTube', 'Somite', 'NMPs'}
1	node1016	{'NeuralTube', 'Somite'}
0	node102	{'NeuralTube', 'Endothelial', 'PCGLC', 'Somite'}
1	node102	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
11	node102	{'NeuralTube', 'Endoderm', 'Somite'}
4	node102	{'NeuralTube', 'Somite'}
5	node102	{'NeuralTube', 'Somite', 'NMPs'}
9	node102	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
0	node103	{'NMPs', 'NeuralTube', 'Endoderm', 'Endothelial', 'PCGLC', 'Somite'}
10	node103	{'NeuralTube', 'Somite'}
12	node103	{'NeuralTube', 'NMPs'}
13	node103	{'NeuralTube', 'Somite', 'NMPs'}
3	node103	{'NeuralTube', 'NMPs'}
