tree_index	node_name	label
0	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
1	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
10	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
11	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
12	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
13	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
2	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
3	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
4	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
5	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
6	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
7	node0	{'Somite', 'NMPs', 'NeuralTube'}
8	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
9	node0	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
0	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
1	node1	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
10	node1	{'Somite', 'NMPs', 'NeuralTube'}
11	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
12	node1	{'Somite', 'NMPs', 'NeuralTube'}
13	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
2	node1	{'Somite', 'NMPs', 'NeuralTube'}
3	node1	{'Somite', 'NMPs', 'NeuralTube'}
4	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
5	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
6	node1	{'Somite', 'NMPs', 'NeuralTube'}
7	node1	{'Somite', 'NMPs', 'NeuralTube'}
8	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
9	node1	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
0	node10	{'Somite', 'NMPs', 'NeuralTube'}
1	node10	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
10	node10	{'Somite', 'NeuralTube'}
11	node10	{'Somite', 'NMPs', 'NeuralTube'}
12	node10	{'Somite', 'NeuralTube'}
13	node10	{'Somite', 'NMPs', 'NeuralTube'}
2	node10	{'Somite', 'NMPs', 'NeuralTube'}
6	node10	{'Somite', 'NMPs', 'NeuralTube'}
7	node10	{'Somite', 'NMPs', 'NeuralTube'}
8	node10	{'Somite', 'NeuralTube'}
9	node10	{'Somite', 'NMPs', 'NeuralTube'}
0	node100	{'Somite', 'NMPs', 'NeuralTube'}
1	node100	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
12	node100	{'Somite', 'NMPs', 'NeuralTube'}
13	node100	{'Somite', 'NMPs', 'NeuralTube'}
5	node100	{'Somite', 'NMPs', 'NeuralTube'}
9	node100	{'Somite', 'NeuralTube'}
1	node1002	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
1	node1006	{'Somite', 'NeuralTube'}
1	node1008	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
0	node101	{'Somite', 'NMPs', 'NeuralTube'}
1	node101	{'Somite', 'NeuralTube'}
10	node101	{'Somite', 'NMPs', 'NeuralTube'}
11	node101	{'Somite', 'NeuralTube'}
12	node101	{'Somite', 'NMPs', 'NeuralTube'}
3	node101	{'Somite', 'NMPs', 'NeuralTube'}
5	node101	{'Somite', 'NMPs', 'NeuralTube'}
1	node1016	{'Somite', 'NeuralTube'}
0	node102	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
1	node102	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
11	node102	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
4	node102	{'Somite', 'NeuralTube'}
5	node102	{'Somite', 'NMPs', 'NeuralTube'}
9	node102	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
0	node103	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
10	node103	{'Somite', 'NeuralTube'}
12	node103	{'Somite', 'NMPs', 'NeuralTube'}
13	node103	{'Somite', 'NMPs', 'NeuralTube'}
3	node103	{'Somite', 'NMPs', 'NeuralTube'}
4	node103	{'Somite', 'NeuralTube'}
9	node103	{'Somite', 'NMPs', 'NeuralTube'}
0	node104	{'Somite', 'NMPs', 'NeuralTube'}
1	node104	{'Somite', 'NeuralTube'}
10	node104	{'Somite', 'NeuralTube'}
12	node104	{'Somite', 'NMPs', 'NeuralTube'}
2	node104	{'Somite', 'NMPs', 'NeuralTube'}
8	node104	{'Somite', 'NMPs', 'NeuralTube'}
10	node105	{'Somite', 'NMPs', 'NeuralTube'}
12	node105	{'Somite', 'NeuralTube'}
2	node105	{'Somite', 'NMPs', 'NeuralTube'}
8	node105	{'Somite', 'NMPs', 'NeuralTube'}
9	node105	{'Somite', 'NeuralTube'}
0	node106	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
1	node106	{'Somite', 'NeuralTube'}
10	node106	{'Somite', 'NeuralTube'}
11	node106	{'Somite', 'NeuralTube'}
2	node106	{'Somite', 'NMPs', 'NeuralTube'}
5	node106	{'Somite', 'NMPs', 'NeuralTube'}
8	node106	{'Somite', 'NeuralTube'}
0	node107	{'Somite', 'NeuralTube'}
1	node107	{'Somite', 'NeuralTube'}
12	node107	{'Somite', 'NMPs', 'NeuralTube'}
8	node107	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
9	node107	{'Somite', 'NMPs', 'NeuralTube'}
0	node108	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
1	node108	{'Somite', 'NeuralTube'}
10	node108	{'Somite', 'NeuralTube'}
12	node108	{'Somite', 'NMPs', 'NeuralTube'}
8	node108	{'Somite', 'NeuralTube'}
9	node108	{'Somite', 'NMPs', 'NeuralTube'}
0	node109	{'Somite', 'NeuralTube'}
1	node109	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
12	node109	{'Somite', 'NeuralTube'}
13	node109	{'Somite', 'NMPs', 'NeuralTube'}
4	node109	{'Somite', 'NMPs', 'NeuralTube'}
5	node109	{'Somite', 'NMPs', 'NeuralTube'}
8	node109	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
9	node109	{'Somite', 'NMPs', 'NeuralTube'}
0	node11	{'Somite', 'NMPs', 'NeuralTube'}
1	node11	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
10	node11	{'Somite', 'NMPs', 'NeuralTube'}
11	node11	{'Somite', 'NMPs', 'NeuralTube'}
12	node11	{'Somite', 'NMPs', 'NeuralTube'}
3	node11	{'Somite', 'NMPs', 'NeuralTube'}
4	node11	{'Somite', 'NMPs', 'NeuralTube'}
5	node11	{'Somite', 'NMPs', 'NeuralTube'}
6	node11	{'Somite', 'NMPs', 'NeuralTube'}
8	node11	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
9	node11	{'Somite', 'NeuralTube'}
0	node110	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
1	node110	{'Somite', 'NeuralTube'}
11	node110	{'Somite', 'NMPs', 'NeuralTube'}
12	node110	{'Somite', 'NeuralTube'}
13	node110	{'Somite', 'NeuralTube'}
8	node110	{'Somite', 'NMPs', 'NeuralTube'}
9	node110	{'Somite', 'NMPs', 'NeuralTube'}
0	node111	{'Somite', 'NeuralTube'}
1	node111	{'Somite', 'NeuralTube'}
11	node111	{'Somite', 'NeuralTube'}
2	node111	{'Somite', 'NeuralTube'}
4	node111	{'Somite', 'NeuralTube'}
5	node111	{'Somite', 'NeuralTube'}
8	node111	{'Somite', 'NMPs', 'NeuralTube'}
12	node112	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
13	node112	{'Somite', 'NMPs', 'NeuralTube'}
4	node112	{'Somite', 'NeuralTube'}
5	node112	{'Somite', 'NMPs', 'NeuralTube'}
1	node113	{'Endoderm', 'Endothelial', 'Somite', 'NMPs', 'PCGLC', 'NeuralTube'}
11	node113	{'Somite', 'NMPs', 'NeuralTube'}
13	node113	{'Somite', 'NMPs', 'NeuralTube'}
4	node113	{'Somite', 'NMPs', 'NeuralTube'}
1	node114	{'Endoderm', 'NeuralTube', 'Somite', 'Endothelial'}
12	node114	{'Somite', 'NMPs', 'NeuralTube'}
