	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c2084	35	0	-1	12	0	0	0	0	37	-1	0	37	0	0	0	16	-1	0	0	-1	44	0	19	0	0	0	0	37	-1	0
c2145	35	0	-1	12	18	0	-1	6	39	28	15	-1	-1	15	0	-1	0	-1	0	-1	2	-1	0	29	0	0	0	0	0	0
c2242	0	0	37	36	0	31	0	0	0	0	22	-1	-1	44	0	0	-1	0	16	43	0	0	0	12	3	0	30	9	-1	0
c2299	35	-1	-1	12	-1	-1	0	32	35	-1	0	0	45	0	9	35	0	0	0	0	0	-1	35	0	0	0	2	0	-1	-1
c2474	35	0	0	12	0	0	0	0	-1	0	0	0	35	29	0	33	0	-1	-1	36	-1	0	0	0	44	-1	-1	-1	0	30
c2602	0	0	-1	-1	-1	0	0	0	0	-1	0	44	-1	0	0	0	39	26	-1	43	0	-1	35	12	-1	0	30	5	0	0
c2814	35	44	0	0	0	31	0	37	0	0	0	44	-1	0	0	0	26	0	-1	43	0	0	0	12	3	-1	30	-1	0	0
c2849	35	-1	-1	12	0	0	0	0	0	-1	0	-1	-1	29	-1	37	0	-1	37	0	-1	0	0	-1	0	-1	-1	0	0	3
c2999	35	0	-1	-1	16	-1	0	0	0	0	32	0	-1	0	49	0	0	37	0	0	0	0	35	0	0	-1	15	26	0	0
c3144	-1	0	-1	12	44	0	35	0	-1	0	0	0	-1	0	12	-1	0	0	16	0	0	0	-1	37	0	0	0	0	-1	37
c3174	35	0	16	12	35	0	13	-1	36	0	0	30	-1	29	27	0	0	-1	30	0	0	40	0	37	-1	35	28	0	0	0
c3724	35	-1	-1	12	0	0	3	0	3	-1	0	-1	0	0	9	0	-1	35	0	-1	-1	0	0	0	0	35	-1	0	-1	0
c3838	-1	0	-1	12	44	-1	-1	0	26	0	16	27	35	41	0	37	-1	-1	-1	0	-1	35	0	0	1	37	0	0	-1	37
c3865	35	0	0	12	0	0	0	0	0	0	0	-1	35	29	-1	0	-1	0	-1	0	0	0	0	-1	38	35	0	0	0	0
c3945	35	0	-1	12	16	30	-1	0	0	0	32	0	0	0	49	36	0	0	0	28	37	0	35	35	-1	18	0	0	0	0
c4031	-1	0	-1	12	0	0	0	32	0	0	0	49	0	44	-1	0	-1	0	0	0	0	0	35	-1	0	-1	2	0	0	35
c4123	-1	-1	-1	12	16	28	16	-1	-1	0	-1	-1	0	0	0	-1	0	16	0	0	0	0	0	0	44	-1	0	0	0	0
c4130	-1	-1	-1	12	-1	0	0	-1	0	0	0	0	-1	0	0	18	0	0	-1	0	-1	0	35	-1	-1	0	2	-1	0	0
c4141	35	30	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	16	0	19	0	-1	35	-1	0	0	-1	0	0	0
c4273	35	0	-1	-1	-1	30	0	0	0	0	32	0	0	0	49	0	49	0	0	-1	0	0	35	-1	-1	-1	0	-1	0	0
c4274	35	27	-1	12	45	44	27	0	30	48	18	0	0	0	0	0	-1	-1	-1	9	12	0	37	12	37	12	-1	0	0	0
c4278	35	15	-1	-1	44	-1	0	0	0	0	37	0	-1	0	0	18	0	26	0	0	0	-1	-1	44	0	0	0	45	39	37
c4358	35	0	-1	-1	-1	-1	16	0	9	0	-1	0	0	9	0	0	36	0	0	0	-1	0	35	-1	0	-1	0	0	18	15
c4393	35	49	0	12	29	18	35	0	26	16	0	0	35	29	44	-1	35	0	-1	0	0	-1	0	16	0	35	-1	-1	0	35
c4427	-1	0	0	0	-1	0	0	-1	41	-1	-1	44	-1	0	38	0	39	-1	-1	43	20	21	35	12	3	0	-1	5	0	-1
c4455	-1	0	-1	-1	3	0	-1	-1	0	12	16	35	0	0	0	0	0	0	0	0	-1	23	0	0	-1	0	0	0	-1	50
c4742	35	0	-1	12	-1	-1	0	35	-1	37	0	-1	33	0	0	-1	-1	16	0	0	-1	0	0	-1	16	0	0	-1	0	-1
c4746	35	0	-1	12	16	0	0	-1	35	15	0	39	30	-1	0	-1	35	-1	0	0	49	0	35	-1	35	0	0	0	0	0
c4750	-1	-1	-1	12	44	0	7	0	0	-1	0	0	0	14	15	-1	0	36	37	-1	-1	0	-1	0	0	0	-1	0	0	37
c4825	35	41	0	-1	0	0	-1	0	0	16	-1	0	35	29	0	0	0	0	-1	0	0	-1	0	-1	-1	-1	49	0	0	26
c4904	-1	0	-1	12	-1	0	50	49	0	0	35	37	30	0	-1	0	0	0	0	-1	0	0	0	0	0	18	26	0	0	0
c4959	35	0	-1	12	3	0	-1	-1	15	0	-1	0	-1	0	0	-1	17	-1	7	0	29	0	0	0	0	0	3	0	15	0
c4984	35	39	-1	12	-1	0	0	0	0	6	0	0	0	-1	0	0	0	0	0	0	-1	0	35	0	0	0	0	37	18	-1
c4992	-1	27	-1	12	0	44	0	0	35	-1	18	0	0	0	0	-1	-1	0	-1	9	12	0	37	12	0	12	-1	26	-1	0
c5013	-1	0	-1	0	-1	-1	0	0	0	26	0	44	-1	-1	0	-1	39	26	0	-1	0	21	35	12	3	0	30	5	-1	0
c5034	35	26	0	-1	0	0	0	0	0	-1	0	0	35	-1	0	9	0	49	-1	0	0	-1	-1	-1	-1	35	0	0	-1	0
c5080	-1	0	-1	12	16	30	-1	0	0	0	32	0	-1	0	49	-1	49	0	-1	-1	0	0	35	-1	35	0	-1	-1	0	0
c5107	35	29	-1	12	-1	12	41	0	18	0	-1	13	0	-1	-1	0	0	0	5	21	0	0	-1	-1	0	35	18	0	-1	37
c5132	-1	0	0	-1	0	-1	0	0	0	0	22	44	-1	44	-1	0	0	0	-1	-1	0	0	-1	12	3	0	30	-1	0	0
c5141	35	0	-1	12	44	0	-1	0	0	0	16	27	-1	41	0	37	0	-1	-1	0	21	-1	0	0	26	37	-1	0	39	-1
c5375	35	0	-1	12	44	30	0	0	0	28	16	-1	35	41	0	37	0	0	0	0	-1	35	-1	0	0	37	0	0	39	37
c5439	35	0	-1	12	0	0	29	32	0	0	0	-1	26	-1	0	16	-1	-1	0	12	0	37	35	0	-1	0	2	0	0	0
c5473	35	0	-1	12	0	0	0	-1	0	0	0	0	0	26	0	0	0	0	0	0	0	-1	0	-1	30	-1	0	0	-1	0
c5500	0	18	0	0	-1	0	0	16	0	45	40	44	-1	0	-1	35	0	26	13	43	16	21	35	12	3	-1	30	5	-1	0
c5701	35	0	-1	0	-1	0	0	0	0	26	0	-1	-1	29	0	-1	39	-1	30	43	0	-1	35	12	-1	0	-1	5	12	0
c5719	35	-1	-1	12	1	0	0	0	0	-1	0	0	0	0	0	0	0	35	0	0	2	0	-1	0	15	0	-1	0	29	0
c5816	35	-1	-1	12	16	30	35	0	0	35	32	0	0	0	-1	-1	0	0	16	0	-1	-1	35	5	-1	0	-1	0	-1	0
c5899	35	16	-1	12	0	0	39	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	13	0	0	22	0	0	0	0	-1	3
c5991	0	0	0	0	0	31	0	37	-1	-1	0	44	-1	-1	0	0	0	0	0	43	0	0	0	12	3	0	-1	0	0	-1
c6078	-1	18	-1	0	-1	0	0	-1	0	0	0	44	-1	0	-1	35	0	26	13	43	16	-1	-1	12	3	-1	30	5	0	0
c6135	0	44	-1	0	-1	0	0	16	0	0	0	44	-1	31	0	-1	39	26	0	-1	20	21	35	12	3	0	30	5	0	-1
c6155	-1	44	0	0	-1	31	-1	0	0	0	0	44	-1	0	0	0	-1	0	-1	43	0	-1	0	12	3	-1	30	-1	0	0
c6278	35	44	-1	0	-1	-1	0	0	29	36	0	-1	-1	0	-1	2	0	0	26	43	-1	0	30	12	3	0	30	-1	0	0
c6286	35	-1	-1	-1	0	0	0	39	36	0	0	0	35	29	0	-1	0	0	30	0	0	0	0	37	0	-1	28	48	0	-1
c6307	35	0	-1	12	44	0	-1	0	0	-1	16	27	35	41	16	-1	0	0	0	-1	-1	35	0	0	0	37	0	0	39	-1
c6312	35	30	-1	12	-1	7	7	0	0	0	0	0	-1	14	0	0	-1	-1	0	0	0	0	0	-1	0	-1	-1	0	13	37
c6333	-1	0	3	-1	-1	12	0	0	-1	-1	-1	44	-1	18	-1	-1	-1	26	0	43	-1	21	35	-1	3	35	-1	5	0	0
c6381	0	-1	45	0	-1	-1	41	0	0	-1	0	44	-1	-1	0	-1	39	26	0	-1	0	21	35	12	3	-1	30	5	21	30
c6432	35	-1	-1	12	35	0	-1	0	35	-1	-1	28	35	29	0	0	0	-1	-1	0	-1	0	0	0	0	35	-1	0	-1	0
c6436	35	0	-1	12	44	-1	49	-1	0	0	0	30	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	37
c6483	0	35	-1	0	0	31	0	-1	-1	0	0	-1	-1	0	0	0	0	-1	30	43	0	-1	0	12	-1	-1	30	-1	-1	0
c6542	35	41	16	12	0	35	0	0	-1	0	0	0	35	-1	-1	0	-1	-1	-1	-1	0	-1	0	0	0	35	0	-1	13	-1
c6551	0	0	0	0	-1	0	-1	-1	0	0	0	-1	-1	18	0	-1	-1	26	0	43	-1	21	35	-1	3	0	30	5	0	0
c6583	-1	-1	-1	12	0	35	0	-1	0	-1	-1	0	22	37	0	0	0	0	-1	-1	0	23	36	0	0	-1	0	0	-1	-1
c6604	0	-1	0	26	-1	-1	0	0	-1	-1	0	44	-1	44	-1	0	0	0	-1	43	0	0	0	12	3	-1	30	0	0	0
c6612	0	0	0	26	0	31	0	0	0	0	0	-1	-1	44	0	0	-1	-1	0	43	-1	16	27	12	3	0	30	0	0	0
c6649	0	-1	0	0	-1	31	-1	0	0	0	-1	44	-1	0	-1	0	44	0	18	-1	36	0	9	-1	3	0	30	12	-1	16
c6748	44	0	0	0	18	-1	0	0	0	0	0	44	-1	44	0	0	0	0	16	43	30	-1	-1	12	3	-1	30	-1	0	-1
c6782	-1	0	-1	12	16	30	0	0	0	0	32	0	48	0	49	0	-1	0	0	0	0	0	-1	-1	-1	-1	16	0	0	0
c6829	-1	0	-1	12	44	0	32	0	0	7	-1	37	0	0	0	-1	0	0	0	37	-1	0	-1	0	37	0	0	0	39	37
c6845	0	6	0	0	0	0	0	0	15	-1	-1	44	-1	0	-1	-1	0	-1	-1	43	0	21	35	-1	3	0	30	-1	0	0
c6913	35	41	0	12	0	0	-1	0	9	16	29	5	35	29	0	0	-1	0	-1	0	-1	2	-1	-1	0	35	-1	-1	0	0
c7037	35	0	-1	12	3	0	-1	-1	0	0	16	0	5	0	39	0	7	41	0	0	45	23	0	0	0	30	0	0	30	-1
c7096	-1	0	-1	12	-1	0	0	-1	-1	0	16	0	0	0	-1	0	0	0	0	0	45	23	35	0	0	0	0	-1	30	-1
c7116	35	-1	-1	12	-1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	-1	-1	44	0	19	0	-1	0	-1	0	0	0
c7160	35	39	-1	12	16	-1	25	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	-1	0	35	0	-1	0	-1	-1	18	-1
c7191	35	0	-1	12	44	0	-1	0	0	0	16	27	35	-1	16	37	0	0	-1	0	21	35	0	0	0	-1	0	0	39	37
c7205	0	0	0	0	-1	31	-1	0	-1	0	0	44	-1	0	0	-1	6	16	-1	-1	0	0	9	12	3	9	30	0	12	16
c7220	9	0	0	0	0	31	0	0	0	0	0	44	-1	-1	0	-1	-1	-1	0	43	35	19	0	12	3	19	30	0	0	0
c7341	23	0	0	0	-1	0	37	0	0	-1	-1	44	-1	18	-1	0	0	26	0	43	-1	21	-1	-1	-1	-1	-1	5	35	0
c7397	0	-1	0	0	-1	0	0	0	0	0	-1	44	-1	33	-1	-1	39	26	0	43	-1	21	35	12	3	0	30	5	46	30
c7425	-1	26	-1	-1	0	0	0	-1	-1	12	0	16	0	28	0	0	0	0	0	-1	38	-1	42	0	-1	-1	0	12	0	0
c7430	35	0	-1	12	16	30	0	0	0	37	32	0	48	0	49	0	49	-1	0	0	0	-1	35	0	0	0	16	0	0	0
c7548	35	30	-1	12	0	0	0	32	0	0	0	0	-1	40	15	0	0	-1	0	19	0	0	35	-1	0	0	2	0	-1	0
c7589	35	0	-1	12	44	12	0	0	0	0	0	0	0	0	0	0	0	26	-1	-1	-1	0	0	-1	0	0	0	0	39	37
c7617	35	0	-1	12	-1	0	-1	0	0	0	0	0	0	0	0	16	0	35	22	0	-1	0	19	0	0	0	0	0	38	0
c7658	44	0	0	0	16	-1	0	35	0	33	44	44	-1	40	0	-1	-1	0	18	-1	36	-1	9	12	3	0	30	12	12	16
c7666	35	-1	30	12	0	0	0	-1	35	0	18	0	-1	-1	0	15	0	-1	-1	49	46	0	0	-1	0	35	-1	3	13	0
c7754	35	-1	-1	12	16	30	0	0	0	0	32	-1	0	0	-1	19	0	0	0	0	0	0	35	5	0	0	0	0	0	0
c7758	35	13	-1	12	0	0	-1	-1	38	0	7	20	0	48	0	11	0	0	0	0	0	23	-1	0	0	0	0	0	-1	0
c7770	35	26	-1	-1	0	-1	29	49	-1	0	0	-1	0	-1	50	0	0	0	0	-1	38	-1	42	0	-1	-1	35	0	13	0
c7865	35	0	-1	12	16	30	-1	35	0	0	32	0	35	0	49	0	49	0	0	0	35	0	35	0	0	35	-1	0	0	0
c7928	-1	0	-1	12	0	0	0	0	5	0	0	-1	0	0	0	0	0	26	0	0	0	0	0	0	0	44	0	0	0	0
c7943	0	0	0	0	-1	45	0	0	16	0	0	44	-1	0	35	0	39	26	0	43	20	21	35	12	3	-1	30	5	38	0
c7956	35	0	-1	12	0	0	0	-1	0	-1	0	41	26	0	-1	-1	0	0	0	-1	0	46	0	0	44	18	-1	0	39	0
c7967	0	0	0	0	-1	-1	0	0	16	0	0	44	-1	0	35	0	-1	26	0	43	20	21	35	-1	3	0	30	5	38	0
c7975	-1	44	-1	0	35	31	0	0	0	-1	41	44	-1	0	-1	0	35	0	26	43	0	0	0	12	-1	0	30	0	0	0
c8009	35	0	-1	12	0	-1	0	0	-1	0	-1	9	-1	30	0	0	0	0	-1	0	0	16	-1	-1	0	0	5	9	0	16
c8072	35	0	-1	12	0	0	0	-1	0	0	0	0	0	0	32	0	35	0	0	5	-1	-1	0	-1	0	0	0	32	0	-1
c8116	35	44	0	7	35	31	6	-1	0	0	0	44	-1	0	0	0	35	0	-1	43	-1	-1	3	12	-1	0	30	0	0	0
c8176	35	44	36	35	30	31	-1	0	0	0	0	44	-1	44	0	0	-1	22	26	43	0	0	0	12	3	0	30	-1	0	0
c8199	-1	41	0	12	-1	0	-1	0	35	0	35	0	-1	29	0	0	0	-1	-1	0	13	0	0	0	0	35	0	0	-1	0
c8230	0	0	0	0	-1	16	0	0	4	0	0	44	-1	19	0	-1	0	26	0	43	-1	-1	35	-1	3	-1	30	5	7	0
c8241	35	-1	-1	12	16	30	0	0	0	0	32	29	37	-1	49	0	-1	0	44	35	26	37	35	0	-1	13	0	3	0	0
c8255	35	0	16	12	0	0	0	-1	36	0	39	37	-1	-1	39	0	0	0	37	-1	36	0	0	0	0	35	0	-1	0	0
c8343	-1	-1	-1	12	44	0	0	0	0	43	0	0	44	-1	0	-1	0	0	7	0	-1	0	0	36	0	0	0	0	39	37
c8349	35	0	-1	12	44	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	26	0	-1	-1	-1	-1	0	0	0	0	-1	-1	37
c8358	35	44	-1	0	0	31	0	0	0	-1	0	44	-1	0	0	0	0	0	-1	43	-1	0	0	12	-1	-1	30	-1	0	30
c8392	-1	0	16	-1	0	0	35	13	36	0	0	0	35	-1	-1	0	0	0	30	0	-1	0	-1	0	0	35	28	0	21	-1
c8395	0	0	0	-1	-1	37	0	0	0	0	0	44	-1	-1	0	0	39	26	0	43	20	-1	35	12	3	-1	-1	5	38	0
c8406	35	41	0	12	3	37	0	41	0	45	29	0	35	29	-1	24	0	-1	-1	30	-1	0	30	0	0	35	27	0	-1	0
c8419	35	9	-1	12	16	0	0	0	0	0	0	49	0	25	-1	0	-1	35	0	26	44	-1	7	0	0	0	44	0	-1	0
c8423	0	0	-1	0	0	31	0	0	28	0	3	44	-1	44	0	0	0	0	0	43	0	-1	0	12	3	0	30	0	-1	32
c8426	-1	0	-1	12	3	0	0	-1	-1	-1	16	-1	0	0	0	-1	7	0	0	0	45	-1	35	-1	0	-1	0	0	30	50
c8451	35	-1	-1	12	44	35	-1	0	0	0	0	-1	-1	0	26	0	16	-1	-1	0	0	32	0	-1	26	0	0	-1	-1	37
c8514	35	28	16	12	0	0	0	0	0	-1	0	19	35	29	-1	0	-1	-1	37	0	30	0	0	0	9	35	0	30	0	3
c8538	35	-1	-1	12	0	0	-1	0	0	49	7	0	0	37	0	0	0	0	0	0	2	0	0	0	11	35	-1	-1	0	3
c8543	0	0	0	0	-1	0	0	-1	16	0	0	44	-1	0	35	-1	-1	26	0	43	20	-1	35	12	3	-1	30	-1	38	0
c8550	35	0	-1	12	44	44	0	0	9	-1	0	24	-1	-1	12	0	0	0	0	39	0	-1	-1	-1	48	0	0	15	-1	-1
c8558	35	0	-1	12	44	35	0	-1	0	0	0	0	0	0	0	-1	0	26	0	25	-1	-1	-1	-1	0	0	0	-1	39	37
c8584	35	0	-1	-1	0	0	0	-1	-1	0	0	20	7	-1	0	0	0	0	0	0	0	23	-1	38	0	0	0	0	0	0
c8590	35	0	-1	-1	16	30	-1	0	0	0	32	0	0	-1	49	0	49	0	-1	-1	0	0	35	-1	0	0	0	-1	0	0
c8603	-1	-1	-1	12	44	0	35	0	16	44	0	-1	0	0	0	12	-1	0	0	27	35	0	0	0	-1	0	-1	0	39	37
c8655	35	9	-1	12	-1	-1	-1	23	0	33	0	-1	0	0	36	0	0	12	5	-1	44	0	0	0	0	0	44	0	0	0
c8667	35	41	-1	12	16	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	0	0	23	27	3	0	0	0	0	21	0
c8669	0	-1	0	26	0	31	-1	0	0	26	0	44	-1	44	-1	-1	-1	0	0	43	0	0	0	12	3	0	30	0	0	0
c8715	35	-1	-1	-1	0	-1	0	-1	0	21	0	0	0	0	0	0	-1	-1	0	0	26	16	44	0	0	0	5	9	0	16
c8729	30	-1	0	37	-1	-1	0	-1	0	30	41	-1	-1	0	0	0	39	26	0	-1	0	21	35	-1	3	0	-1	5	0	-1
c8742	0	0	0	0	-1	0	0	26	0	0	0	44	-1	18	0	46	0	26	0	-1	-1	21	35	-1	3	0	30	-1	-1	0
c8748	-1	0	0	-1	-1	18	35	0	-1	0	0	0	35	29	0	0	35	16	0	0	50	0	0	31	0	35	-1	-1	35	0
c8755	35	0	-1	12	0	-1	-1	-1	0	0	16	41	26	0	-1	0	-1	0	0	-1	0	-1	0	0	44	18	45	0	-1	0
c8756	35	-1	-1	12	3	-1	0	-1	0	12	16	0	0	0	0	-1	4	-1	-1	0	45	23	0	0	0	0	0	0	30	50
c8776	-1	-1	-1	12	-1	30	0	0	-1	0	32	29	37	0	49	46	49	0	44	0	0	-1	35	-1	0	13	-1	3	-1	0
c8777	35	-1	-1	12	16	30	0	0	44	0	32	-1	37	0	49	46	49	0	44	0	0	37	35	30	-1	13	-1	3	-1	0
c8806	0	-1	0	0	46	31	-1	12	-1	0	0	-1	-1	0	0	0	0	0	0	43	0	0	9	12	-1	0	30	0	12	-1
c8854	35	44	0	0	35	31	-1	-1	-1	0	0	44	-1	0	38	0	35	41	26	-1	0	-1	-1	12	-1	0	30	32	-1	-1
c8919	35	0	0	0	-1	0	9	0	0	0	0	-1	-1	0	29	0	39	26	0	43	0	21	-1	-1	3	12	-1	-1	-1	-1
c8932	35	0	-1	12	44	0	0	0	-1	0	0	37	35	29	49	7	0	0	0	0	0	35	-1	0	26	-1	-1	0	0	-1
c8960	-1	-1	0	12	0	31	0	0	0	50	0	44	-1	0	0	0	0	0	-1	43	3	0	0	12	3	0	-1	0	0	0
c8975	35	0	-1	12	44	30	0	49	19	0	0	44	0	-1	42	0	0	-1	0	0	-1	0	42	0	0	18	-1	-1	0	0
