	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1328	0	0	22	0	-1	15	0	0	-1	0	16	-1	0	-1	3	0	0	-1	0	33	-1	0	0	0	14	29	-1	0	0	0
c1730	0	2	0	9	0	0	0	0	0	0	0	0	22	15	0	0	33	22	0	33	-1	0	-1	0	0	-1	0	34	40	-1
c2058	2	32	22	0	0	0	-1	0	-1	-1	36	47	38	0	0	13	-1	23	3	33	29	0	0	47	0	29	0	-1	0	-1
c2085	0	0	0	9	0	0	3	0	0	0	-1	0	0	15	-1	0	33	22	0	33	0	-1	0	0	3	12	0	-1	0	0
c2221	-1	0	22	0	-1	0	36	-1	0	0	0	-1	0	39	0	0	-1	0	0	33	27	9	-1	16	-1	0	0	-1	0	0
c2356	0	-1	22	0	0	0	36	0	31	0	9	4	-1	39	23	0	47	0	7	33	27	0	0	16	42	0	0	-1	0	0
c2596	42	0	22	0	0	0	0	0	47	15	18	0	0	9	0	-1	0	0	16	33	0	47	0	47	0	0	35	0	16	0
c2689	-1	0	-1	-1	22	9	0	0	0	-1	0	0	0	0	-1	34	33	0	-1	-1	15	13	0	-1	0	-1	-1	-1	3	-1
c2835	2	-1	22	-1	35	0	-1	0	19	-1	17	0	-1	0	0	13	0	0	0	33	-1	-1	29	0	45	29	0	0	0	-1
c3255	-1	0	22	-1	21	0	0	0	0	15	0	0	0	-1	0	0	0	-1	16	-1	-1	-1	-1	43	-1	31	35	0	0	-1
c3311	0	36	22	0	0	-1	-1	9	0	0	47	-1	-1	-1	-1	0	0	0	-1	33	-1	-1	0	0	8	29	0	0	37	0
c3451	0	0	22	47	0	0	49	-1	39	-1	0	0	15	0	0	-1	23	-1	-1	33	-1	-1	29	0	-1	29	12	37	0	0
c3600	0	0	22	0	-1	0	36	0	-1	0	23	4	0	39	-1	-1	0	0	0	33	27	0	-1	-1	0	0	0	0	15	0
c3627	42	0	-1	0	0	0	0	0	37	0	0	0	0	0	-1	0	-1	22	23	-1	0	-1	0	49	0	27	0	0	0	0
c3676	0	0	22	35	0	-1	36	12	0	-1	-1	4	-1	39	0	0	0	-1	29	33	-1	0	-1	16	0	0	0	0	0	0
c3723	-1	-1	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	0	22	0	-1	-1	33	0	0	0	0	2	3	47	0	0	-1
c3772	2	0	-1	9	-1	0	-1	13	0	-1	36	0	-1	0	-1	-1	0	23	45	33	0	0	-1	-1	0	29	-1	-1	-1	-1
c3970	0	0	22	0	0	-1	0	0	0	0	0	0	42	-1	16	0	-1	29	-1	33	0	0	0	-1	17	29	0	0	-1	0
c4186	0	0	22	0	-1	0	0	-1	0	-1	0	0	0	42	0	0	0	-1	35	-1	-1	0	0	0	-1	29	-1	19	0	0
c4238	29	-1	22	0	26	0	-1	48	-1	-1	-1	0	0	0	0	47	0	-1	35	33	-1	-1	0	0	0	29	0	0	3	0
c4311	-1	0	-1	3	0	-1	0	-1	0	-1	0	0	0	0	0	-1	39	13	0	33	31	0	0	0	-1	29	0	37	-1	0
c4358	5	0	22	0	-1	29	0	-1	22	0	0	-1	0	0	-1	0	0	0	0	33	-1	0	47	31	0	0	0	-1	3	3
c4425	0	0	22	29	-1	47	45	0	0	-1	-1	0	0	0	-1	0	0	0	-1	33	0	30	0	0	-1	29	0	-1	12	-1
c4452	-1	2	22	0	-1	15	0	9	-1	0	47	0	0	42	-1	0	0	-1	23	-1	-1	0	0	-1	0	29	0	0	-1	-1
c4461	0	-1	22	0	-1	0	3	-1	-1	-1	-1	0	0	-1	0	0	0	0	35	33	0	0	0	47	0	29	0	0	0	-1
c4529	0	-1	22	0	0	0	25	0	0	0	11	0	-1	0	-1	-1	0	29	-1	33	0	-1	-1	0	0	29	0	0	22	0
