,Undifferentiated,Monocyte,Neutrophil,Baso,Mast,Erythroid,Meg,Lymphoid,Eos,DC,counts
0,0,0,0,0,0,0,0,0,0,1,7
1,0,0,0,0,0,0,0,1,0,0,9
2,0,0,0,0,0,0,1,0,0,0,39
3,0,0,0,0,0,0,1,0,1,0,1
4,0,0,0,0,0,1,0,0,0,0,6
5,0,0,0,0,0,1,1,0,0,0,5
6,0,0,0,0,1,0,0,0,0,0,66
7,0,0,0,0,1,0,0,0,0,1,1
8,0,0,0,0,1,0,0,0,1,0,1
9,0,0,0,0,1,0,1,0,0,0,4
10,0,0,0,1,0,0,0,0,0,0,150
11,0,0,0,1,0,0,0,0,1,0,11
12,0,0,0,1,0,0,1,0,0,0,2
13,0,0,0,1,0,1,0,0,0,0,2
14,0,0,0,1,1,0,0,0,0,0,9
15,0,0,0,1,1,0,0,0,1,0,1
16,0,0,1,0,0,0,0,0,0,0,254
17,0,0,1,0,0,0,1,0,0,0,2
18,0,0,1,0,1,0,0,0,0,0,2
19,0,0,1,1,0,0,0,0,0,0,6
20,0,1,0,0,0,0,0,0,0,0,198
21,0,1,0,0,0,0,0,0,0,1,6
22,0,1,0,0,0,0,0,1,0,0,3
23,0,1,0,0,1,0,0,0,0,0,1
24,0,1,0,1,0,0,0,0,0,0,4
25,0,1,0,1,0,0,0,0,1,0,1
26,0,1,0,1,1,0,0,0,0,0,2
27,0,1,1,0,0,0,0,0,0,0,37
28,0,1,1,0,0,0,1,0,0,0,1
29,0,1,1,0,1,0,0,0,0,0,1
30,0,1,1,1,0,0,0,0,0,0,2
31,1,0,0,0,0,0,0,0,0,0,2183
32,1,0,0,0,0,0,0,0,0,1,22
33,1,0,0,0,0,0,0,0,1,0,6
34,1,0,0,0,0,0,0,1,0,0,106
35,1,0,0,0,0,0,0,1,0,1,3
36,1,0,0,0,0,0,1,0,0,0,148
37,1,0,0,0,0,1,0,0,0,0,28
38,1,0,0,0,0,1,1,0,0,0,28
39,1,0,0,0,1,0,0,0,0,0,47
40,1,0,0,0,1,0,1,0,0,0,8
41,1,0,0,0,1,1,0,0,0,0,9
42,1,0,0,0,1,1,1,0,0,0,5
43,1,0,0,1,0,0,0,0,0,0,304
44,1,0,0,1,0,0,0,0,0,1,1
45,1,0,0,1,0,0,0,0,1,0,15
46,1,0,0,1,0,0,1,0,0,0,12
47,1,0,0,1,0,1,0,0,0,0,5
48,1,0,0,1,0,1,1,0,0,0,5
49,1,0,0,1,1,0,0,0,0,0,29
50,1,0,0,1,1,0,0,0,1,0,4
51,1,0,0,1,1,0,1,0,0,0,5
52,1,0,0,1,1,1,0,0,0,0,3
53,1,0,0,1,1,1,0,0,1,0,1
54,1,0,0,1,1,1,1,0,0,0,3
55,1,0,1,0,0,0,0,0,0,0,793
56,1,0,1,0,0,0,0,0,0,1,2
57,1,0,1,0,0,0,0,0,1,0,2
58,1,0,1,0,0,0,1,0,0,0,7
59,1,0,1,0,1,0,0,0,0,0,6
60,1,0,1,0,1,0,1,0,0,0,1
61,1,0,1,1,0,0,0,0,0,0,60
62,1,0,1,1,0,0,0,0,1,0,7
63,1,0,1,1,0,0,1,0,0,0,3
64,1,0,1,1,0,0,1,0,1,0,2
65,1,0,1,1,0,1,1,0,0,0,1
66,1,0,1,1,1,0,0,0,0,0,2
67,1,0,1,1,1,0,0,0,1,0,1
68,1,1,0,0,0,0,0,0,0,0,754
69,1,1,0,0,0,0,0,0,0,1,15
70,1,1,0,0,0,0,0,0,1,0,1
71,1,1,0,0,0,0,0,1,0,0,12
72,1,1,0,0,0,0,0,1,0,1,3
73,1,1,0,0,0,0,1,0,0,0,2
74,1,1,0,0,0,1,0,0,0,0,1
75,1,1,0,0,0,1,1,0,0,0,2
76,1,1,0,0,1,0,0,0,0,0,3
77,1,1,0,0,1,1,1,0,0,0,1
78,1,1,0,1,0,0,0,0,0,0,9
79,1,1,0,1,0,1,0,0,0,0,2
80,1,1,0,1,1,0,0,0,0,0,2
81,1,1,1,0,0,0,0,0,0,0,317
82,1,1,1,0,0,0,0,0,0,1,2
83,1,1,1,0,0,0,0,0,1,0,4
84,1,1,1,0,0,0,0,1,0,0,2
85,1,1,1,0,0,0,1,0,0,0,4
86,1,1,1,0,0,1,0,0,0,0,1
87,1,1,1,0,0,1,1,0,0,0,1
88,1,1,1,0,1,0,0,0,0,0,8
89,1,1,1,0,1,0,0,0,0,1,1
90,1,1,1,1,0,0,0,0,0,0,13
91,1,1,1,1,0,0,1,0,0,0,1
92,1,1,1,1,1,0,0,0,0,0,2
