tree_index	node_name	label
0	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
1	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
10	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
11	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
12	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
13	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
2	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
3	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
4	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
5	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
6	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
7	node0	{'Somite', 'NeuralTube', 'NMPs'}
8	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
9	node0	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
0	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
1	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
10	node1	{'Somite', 'NeuralTube', 'NMPs'}
11	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
12	node1	{'Somite', 'NeuralTube', 'NMPs'}
13	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
2	node1	{'Somite', 'NeuralTube', 'NMPs'}
3	node1	{'Somite', 'NeuralTube', 'NMPs'}
4	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
5	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
6	node1	{'Somite', 'NeuralTube', 'NMPs'}
7	node1	{'Somite', 'NeuralTube', 'NMPs'}
8	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
9	node1	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
0	node10	{'Somite', 'NeuralTube', 'NMPs'}
1	node10	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
10	node10	{'Somite', 'NeuralTube'}
11	node10	{'Somite', 'NeuralTube', 'NMPs'}
12	node10	{'Somite', 'NeuralTube'}
13	node10	{'Somite', 'NeuralTube', 'NMPs'}
2	node10	{'Somite', 'NeuralTube', 'NMPs'}
6	node10	{'Somite', 'NeuralTube', 'NMPs'}
7	node10	{'Somite', 'NeuralTube', 'NMPs'}
8	node10	{'Somite', 'NeuralTube'}
9	node10	{'Somite', 'NeuralTube', 'NMPs'}
0	node100	{'Somite', 'NeuralTube', 'NMPs'}
1	node100	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
12	node100	{'Somite', 'NeuralTube', 'NMPs'}
13	node100	{'Somite', 'NeuralTube', 'NMPs'}
5	node100	{'Somite', 'NeuralTube', 'NMPs'}
9	node100	{'Somite', 'NeuralTube'}
1	node1002	{'Somite', 'Endothelial', 'NMPs', 'NeuralTube', 'Endoderm', 'PCGLC'}
