tree_index	node_name	label
0	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
1	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
10	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
11	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
12	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
13	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
2	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
3	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
4	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
5	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
6	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
7	node0	{'NeuralTube', 'NMPs', 'Somite'}
8	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
9	node0	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
0	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
1	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
10	node1	{'NeuralTube', 'NMPs', 'Somite'}
11	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
12	node1	{'NeuralTube', 'NMPs', 'Somite'}
13	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
2	node1	{'NeuralTube', 'NMPs', 'Somite'}
3	node1	{'NeuralTube', 'NMPs', 'Somite'}
4	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
5	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
6	node1	{'NeuralTube', 'NMPs', 'Somite'}
7	node1	{'NeuralTube', 'NMPs', 'Somite'}
8	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
9	node1	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
0	node10	{'NeuralTube', 'NMPs', 'Somite'}
1	node10	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
10	node10	{'NeuralTube', 'NMPs', 'Somite'}
11	node10	{'NeuralTube', 'NMPs', 'Somite'}
12	node10	{'NeuralTube', 'NMPs', 'Somite'}
13	node10	{'NeuralTube', 'NMPs', 'Somite'}
2	node10	{'NeuralTube', 'NMPs', 'Somite'}
6	node10	{'NeuralTube', 'NMPs', 'Somite'}
7	node10	{'NeuralTube', 'NMPs', 'Somite'}
8	node10	{'NeuralTube', 'NMPs', 'Somite'}
9	node10	{'NeuralTube', 'NMPs', 'Somite'}
0	node100	{'NeuralTube', 'NMPs', 'Somite'}
1	node100	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
12	node100	{'NeuralTube', 'NMPs', 'Somite'}
13	node100	{'NeuralTube', 'NMPs', 'Somite'}
5	node100	{'NeuralTube', 'NMPs', 'Somite'}
9	node100	{'NeuralTube', 'NMPs', 'Somite'}
1	node1002	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
1	node1006	{'NeuralTube', 'NMPs', 'Somite'}
1	node1008	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
0	node101	{'NeuralTube', 'NMPs', 'Somite'}
1	node101	{'NeuralTube', 'NMPs', 'Somite'}
10	node101	{'NeuralTube', 'NMPs', 'Somite'}
11	node101	{'NeuralTube', 'NMPs', 'Somite'}
12	node101	{'NeuralTube', 'NMPs', 'Somite'}
3	node101	{'NeuralTube', 'NMPs', 'Somite'}
5	node101	{'NeuralTube', 'NMPs', 'Somite'}
1	node1016	{'NeuralTube', 'NMPs', 'Somite'}
0	node102	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
1	node102	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
11	node102	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
4	node102	{'NeuralTube', 'NMPs', 'Somite'}
5	node102	{'NeuralTube', 'NMPs', 'Somite'}
9	node102	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
0	node103	{'Endothelial', 'NMPs', 'NeuralTube', 'PCGLC', 'Somite', 'Endoderm'}
10	node103	{'NeuralTube', 'NMPs', 'Somite'}
12	node103	{'NeuralTube', 'NMPs', 'Somite'}
