tree_index	node_name	label
0	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
1	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
10	node0	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
11	node0	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
12	node0	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
13	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
2	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
3	node0	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
4	node0	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
5	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
6	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
7	node0	{'Somite', 'NeuralTube', 'NMPs'}
8	node0	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
9	node0	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
0	node1	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
1	node1	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
10	node1	{'Somite', 'NeuralTube', 'NMPs'}
11	node1	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
12	node1	{'Somite', 'NeuralTube', 'NMPs'}
13	node1	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
2	node1	{'Somite', 'NeuralTube', 'NMPs'}
3	node1	{'Somite', 'NeuralTube', 'NMPs'}
4	node1	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
5	node1	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
6	node1	{'Somite', 'NeuralTube', 'NMPs'}
7	node1	{'Somite', 'NeuralTube', 'NMPs'}
8	node1	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
9	node1	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
0	node10	{'Somite', 'NeuralTube', 'NMPs'}
1	node10	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
10	node10	{'Somite', 'NeuralTube'}
11	node10	{'Somite', 'NeuralTube', 'NMPs'}
12	node10	{'Somite', 'NeuralTube'}
13	node10	{'Somite', 'NeuralTube', 'NMPs'}
2	node10	{'Somite', 'NeuralTube', 'NMPs'}
6	node10	{'Somite', 'NeuralTube', 'NMPs'}
7	node10	{'Somite', 'NeuralTube', 'NMPs'}
8	node10	{'Somite', 'NeuralTube'}
9	node10	{'Somite', 'NeuralTube', 'NMPs'}
0	node100	{'Somite', 'NeuralTube', 'NMPs'}
1	node100	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
12	node100	{'Somite', 'NeuralTube', 'NMPs'}
13	node100	{'Somite', 'NeuralTube', 'NMPs'}
5	node100	{'Somite', 'NeuralTube', 'NMPs'}
9	node100	{'Somite', 'NeuralTube'}
1	node1002	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
1	node1006	{'Somite', 'NeuralTube'}
1	node1008	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
0	node101	{'Somite', 'NeuralTube', 'NMPs'}
1	node101	{'Somite', 'NeuralTube'}
10	node101	{'Somite', 'NeuralTube', 'NMPs'}
11	node101	{'Somite', 'NeuralTube'}
12	node101	{'Somite', 'NeuralTube', 'NMPs'}
3	node101	{'Somite', 'NeuralTube', 'NMPs'}
5	node101	{'Somite', 'NeuralTube', 'NMPs'}
1	node1016	{'Somite', 'NeuralTube'}
0	node102	{'NeuralTube', 'Endoderm', 'PCGLC', 'Endothelial', 'Somite', 'NMPs'}
1	node102	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
11	node102	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
4	node102	{'Somite', 'NeuralTube'}
5	node102	{'Somite', 'NeuralTube', 'NMPs'}
9	node102	{'Endothelial', 'NeuralTube', 'Somite', 'NMPs'}
0	node103	{'NeuralTube', 'Endoderm', 'Endothelial', 'Somite', 'NMPs'}
10	node103	{'Somite', 'NeuralTube'}
12	node103	{'Somite', 'NeuralTube', 'NMPs'}
13	node103	{'Somite', 'NeuralTube', 'NMPs'}
3	node103	{'Somite', 'NeuralTube', 'NMPs'}
4	node103	{'Somite', 'NeuralTube'}
9	node103	{'Somite', 'NeuralTube', 'NMPs'}
0	node104	{'Somite', 'NeuralTube', 'NMPs'}
1	node104	{'Somite', 'NeuralTube'}
10	node104	{'Somite', 'NeuralTube'}
