	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1159	33	32	28	-1	0	-1	-1	9	0	-1	24	6	31	-1	0	0	-1	24	32	48	0	0	34	42	0	26	46	0	0	15
c1708	3	0	-1	0	0	0	19	0	0	12	0	5	9	0	0	0	0	47	19	-1	36	-1	-1	-1	-1	0	0	-1	-1	-1
c1732	46	48	8	0	0	0	0	26	-1	-1	0	-1	0	0	-1	-1	0	-1	0	45	27	0	0	0	0	24	0	3	-1	0
c2006	0	-1	4	34	-1	-1	37	0	0	-1	-1	-1	-1	-1	0	-1	31	32	0	0	0	0	0	50	-1	0	0	-1	0	0
c2116	-1	39	0	-1	0	-1	-1	-1	0	36	14	0	31	-1	48	0	0	32	0	0	-1	0	0	0	-1	39	0	19	0	0
c2141	19	-1	19	0	1	-1	19	32	0	0	0	0	37	9	-1	19	0	26	9	0	2	0	-1	0	0	0	21	-1	0	0
c2233	33	-1	0	0	41	-1	-1	-1	0	0	0	6	31	0	0	0	0	24	0	0	-1	0	0	0	20	26	0	0	-1	0
c2347	33	37	0	0	19	-1	0	0	0	-1	0	6	31	-1	0	0	48	24	43	36	-1	42	-1	0	3	26	34	0	0	0
c2371	33	-1	-1	-1	0	-1	0	-1	-1	0	0	6	31	0	19	26	19	24	0	-1	0	33	0	-1	0	26	0	-1	0	0
c2430	33	37	-1	7	-1	-1	-1	-1	-1	10	0	-1	-1	0	-1	0	31	24	0	0	0	0	26	0	0	26	0	0	32	36
c2499	-1	0	5	0	0	-1	-1	-1	0	-1	0	6	31	0	-1	-1	0	24	0	0	0	0	-1	9	0	-1	-1	0	32	0
c2688	-1	48	8	-1	0	0	0	26	-1	-1	0	0	0	0	-1	0	0	43	37	45	0	0	26	-1	11	24	0	0	0	0
c2841	19	9	19	0	0	0	10	32	0	-1	-1	-1	37	9	8	19	-1	-1	-1	2	0	0	-1	0	0	27	0	0	0	0
c2842	33	0	-1	0	-1	-1	-1	0	0	0	14	6	31	0	-1	0	24	24	-1	-1	-1	0	-1	9	0	26	0	0	-1	27
c3027	12	0	-1	0	0	-1	0	-1	-1	34	37	37	-1	-1	0	7	-1	29	4	23	0	0	0	0	14	0	-1	19	-1	0
c3080	0	0	0	16	37	-1	0	0	9	-1	0	25	31	32	0	0	0	-1	0	42	0	-1	0	0	31	31	0	19	0	0
c3119	0	0	-1	-1	-1	-1	0	3	-1	0	14	0	-1	0	-1	-1	0	32	0	0	0	0	-1	0	0	25	39	19	-1	33
c3136	33	0	0	16	0	-1	0	0	39	0	-1	25	31	0	0	0	0	0	10	-1	0	0	4	0	0	-1	25	19	32	0
c3171	0	0	0	50	0	-1	0	-1	-1	0	0	-1	31	0	0	7	0	29	0	0	0	-1	-1	0	-1	0	4	-1	0	0
c3244	0	48	8	36	0	0	-1	-1	-1	43	0	11	0	0	37	0	0	43	37	45	0	-1	-1	-1	-1	24	0	0	-1	0
c3250	0	10	34	0	0	-1	0	0	0	0	-1	0	31	0	0	26	32	32	0	6	-1	0	-1	-1	0	0	0	19	0	-1
c3317	-1	-1	31	30	0	0	0	-1	0	0	-1	30	-1	0	19	0	26	0	-1	45	0	-1	0	0	0	0	0	31	21	0
c3318	33	21	4	0	-1	-1	0	-1	0	9	37	6	-1	-1	-1	-1	37	24	0	-1	0	43	0	0	6	-1	-1	0	0	0
c3365	19	9	19	0	37	33	19	32	0	0	0	0	-1	9	8	19	1	-1	9	0	0	-1	27	0	0	0	21	0	0	0
c3369	0	31	0	3	0	-1	0	0	0	0	-1	25	31	43	-1	0	0	43	0	-1	-1	0	0	0	0	0	43	19	32	0
c3371	33	0	-1	0	0	-1	-1	-1	0	0	0	6	31	0	-1	0	37	24	43	0	0	20	26	34	0	26	0	0	32	0
c3389	4	48	-1	26	0	0	37	-1	0	0	0	30	0	-1	0	31	-1	0	-1	45	0	0	0	0	0	0	0	0	43	-1
c3392	19	-1	19	0	0	0	0	32	0	0	0	-1	-1	0	8	19	0	26	9	0	0	0	27	0	0	0	46	-1	0	0
c3435	0	0	-1	-1	0	-1	0	-1	4	-1	0	-1	31	43	0	0	0	43	0	42	0	0	0	0	0	0	0	19	-1	-1
c3456	-1	-1	0	0	0	-1	0	-1	-1	12	34	36	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1
c3488	0	48	21	5	0	0	25	0	9	-1	-1	0	-1	-1	0	0	0	-1	-1	-1	4	0	0	0	0	0	25	38	0	36
c3543	-1	0	-1	0	0	0	26	39	0	46	-1	0	-1	9	-1	47	9	-1	-1	-1	-1	-1	0	36	0	0	0	-1	-1	0
c3604	-1	39	-1	0	14	-1	37	0	-1	0	14	24	31	-1	0	0	-1	32	4	-1	0	0	-1	-1	42	0	0	19	0	-1
c3661	46	24	0	45	0	-1	38	-1	0	0	0	0	0	0	0	47	-1	39	23	0	0	-1	-1	32	0	29	-1	-1	-1	0
c3713	0	39	0	0	0	-1	37	8	0	-1	14	-1	31	-1	0	0	0	32	-1	-1	0	23	0	23	11	0	0	-1	0	0
c3745	0	39	30	0	-1	-1	37	-1	0	-1	14	0	31	-1	33	0	0	32	0	-1	0	0	0	0	0	39	-1	19	34	0
c3752	19	9	19	0	0	-1	0	32	0	-1	-1	-1	-1	37	8	19	8	26	-1	-1	0	0	-1	0	37	21	-1	-1	0	0
c3755	33	7	-1	-1	0	-1	-1	-1	0	0	-1	6	31	0	-1	0	19	24	-1	-1	-1	0	-1	19	0	26	-1	0	-1	0
c3879	0	38	0	0	0	-1	0	0	19	0	14	0	31	0	0	-1	-1	32	-1	47	0	-1	27	0	-1	-1	-1	19	31	-1
