cellBC	cell_state
c425	-14
c883	-4
c1019	-8
c1156	-5
c1440	-8
c1499	-14
c1666	-7
c1779	-14
c1811	-9
c2126	-9
c2153	-7
c2222	-4
c2243	-14
c2251	-5
c2312	-7
c2364	-5
c2385	-7
c2542	-7
c2545	-5
c2576	-5
c2591	-8
c2689	-5
c2699	-14
c2726	-5
c2744	-9
c2804	-5
c2873	-4
c2874	-9
c2878	-5
c2911	-4
c2920	-7
c2937	-7
c2938	-5
c2940	-8
c2942	-8
c2946	-9
c2962	-9
c2970	-7
c3006	-5
c3018	-4
c3028	-9
c3036	-8
c3083	-8
c3109	-7
c3146	-5
c3172	-7
c3256	-5
c3259	-9
c3317	-8
c3360	-8
c3382	-7
c3400	-14
c3415	-7
c3437	-14
c3440	-4
c3455	-5
c3462	-7
c3491	-4
c3500	-7
c3501	-7
c3530	-7
c3542	-14
c3543	-14
c3555	-5
c3561	-14
c3564	-7
c3578	-14
c3579	-14
c3600	-7
c3604	-14
c3612	-4
c3666	-5
c3678	-5
c3690	-7
c3694	-7
c3729	-8
c3734	-7
c3745	-8
c3748	-9
c3788	-7
c3794	-9
c3801	-14
c3808	-9
c3820	-9
c3843	-7
c3859	-4
c3866	-9
c3875	-9
c3879	-9
c3883	-9
c3908	-4
c3911	-4
c3912	-5
c3925	-7
c3926	-9
c3931	-5
c3933	-8
c3961	-8
c3973	-9
c4015	-7
c4050	-5
c4053	-4
c4062	-4
c4074	-8
c4080	-7
c4086	-7
c4104	-8
c4110	-9
c4115	-8
c4135	-4
c4138	-4
c4153	-7
c4161	-9
c4170	-7
c4173	-8
c4174	-8
c4181	-9
c4185	-9
c4192	-9
c4193	-9
c4200	-7
c4218	-14
c4219	-14
c4227	-7
c4235	-8
c4297	-14
c4299	-14
c4323	-14
c4333	-7
c4346	-4
c4350	-4
c4354	-8
c4367	-7
c4381	-7
c4415	-8
c4423	-5
c4427	-7
c4456	-9
c4459	-9
c4463	-5
c4468	-9
c4476	-8
c4482	-14
c4486	-9
c4491	-7
c4496	-14
c4522	-7
c4531	-7
c4549	-9
c4556	-7
c4569	-8
c4578	-4
c4588	-7
c4604	-9
c4618	-7
c4635	-9
c4670	-9
c4682	-7
c4693	-7
c4709	-14
c4722	-4
c4765	-5
c4778	-8
c4780	-9
c4782	-9
c4810	-9
c4812	-4
c4814	-8
c4837	-9
c4840	-4
c4841	-4
c4866	-14
c4867	-14
c4870	-14
c4885	-5
c4934	-9
c4944	-5
c4959	-9
c4963	-7
c4975	-9
c4988	-7
c5012	-4
c5020	-9
c5021	-9
c5025	-7
c5032	-7
c5036	-7
c5053	-14
c5070	-7
c5071	-7
c5073	-7
c5087	-5
c5111	-4
c5128	-9
c5130	-7
c5141	-9
c5148	-9
c5152	-14
c5153	-14
c5175	-9
c5201	-7
c5210	-8
c5239	-4
c5269	-8
c5280	-9
c5281	-9
c5282	-4
c5283	-4
c5303	-5
c5329	-9
c5345	-5
c5348	-8
c5368	-8
c5373	-4
c5391	-5
c5407	-4
c5432	-4
c5433	-4
c5437	-4
c5455	-9
c5470	-14
c5474	-7
c5490	-9
c5497	-7
c5526	-9
c5537	-7
c5539	-5
c5542	-7
c5553	-7
c5566	-7
c5574	-7
c5586	-9
c5592	-9
c5594	-8
c5623	-9
c5631	-9
c5632	-9
c5647	-5
c5676	-14
c5677	-14
c5700	-4
c5701	-4
c5702	-5
c5716	-9
c5717	-9
c5723	-5
c5731	-9
c5739	-8
c5752	-7
c5753	-7
c5757	-7
c5762	-8
c5770	-9
c5781	-4
c5784	-5
c5796	-7
c5805	-5
c5818	-9
c5828	-8
c5834	-9
c5836	-5
c5898	-7
c5919	-9
c5926	-7
c5933	-7
c5939	-9
c5945	-9
c5960	-9
c5968	-5
c5987	-7
c5995	-9
c5996	-8
c5997	-8
c6004	-7
c6019	-9
c6022	-7
c6027	-9
c6049	-5
c6050	-4
c6057	-7
c6062	-14
c6067	-8
c6070	-4
c6072	-7
c6079	-7
c6101	-5
c6107	-14
c6136	-4
c6143	-9
c6149	-9
c6172	-9
c6187	-9
c6192	-4
c6196	-7
c6197	-7
c6220	-14
c6221	-14
c6228	-7
c6236	-8
c6248	-5
c6252	-5
c6257	-7
c6269	-4
c6282	-7
c6291	-5
c6298	-9
c6307	-8
c6308	-8
c6317	-9
c6318	-5
c6334	-9
c6344	-7
c6346	-9
c6356	-5
c6366	-9
c6367	-9
c6372	-14
c6373	-14
c6377	-4
c6382	-9
c6393	-9
c6395	-7
c6398	-14
c6399	-14
c6406	-7
c6412	-9
c6415	-9
c6416	-9
c6422	-8
c6424	-8
c6426	-8
c6449	-9
c6452	-7
c6453	-7
c6461	-7
c6466	-14
c6467	-14
c6476	-5
c6478	-7
c6480	-9
c6489	-9
c6490	-7
c6496	-9
c6506	-9
c6511	-9
c6518	-8
c6528	-14
c6529	-14
c6530	-8
c6531	-8
c6536	-9
c6545	-4
c6552	-5
c6555	-5
c6558	-14
c6559	-14
c6561	-9
c6568	-7
c6577	-9
c6582	-7
c6590	-9
c6592	-7
c6597	-5
c6607	-7
c6616	-14
c6617	-14
c6618	-7
c6629	-7
c6631	-8
c6639	-7
c6648	-7
c6650	-9
c6654	-7
c6669	-9
c6672	-4
c6678	-4
c6679	-4
c6680	-7
c6689	-4
