	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c475	0	29	0	40	-1	-1	-1	9	0	0	0	-1	0	41	-1	0	-1	29	40	0	11	0	0	-1	0	-1	-1	-1	6	-1
c527	0	29	-1	0	-1	0	0	-1	0	14	0	-1	49	27	0	0	0	-1	0	27	-1	0	0	0	29	29	0	0	0	0
c584	-1	-1	-1	-1	25	0	0	29	-1	14	0	0	-1	0	29	0	-1	-1	0	-1	0	0	-1	2	29	29	-1	0	-1	27
c874	0	-1	-1	0	-1	-1	0	32	0	14	-1	-1	27	-1	0	0	0	-1	-1	-1	-1	16	0	14	0	21	0	14	28	-1
c1003	-1	-1	0	-1	-1	0	27	2	25	40	0	0	-1	-1	22	0	0	0	-1	-1	0	0	-1	21	0	0	0	0	41	0
c1102	-1	-1	-1	0	19	0	-1	32	0	0	0	-1	27	10	0	41	28	-1	-1	0	0	16	-1	-1	0	21	0	14	28	-1
c1136	29	-1	-1	-1	0	1	0	-1	-1	0	7	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	29	0	0	0	25
c1228	0	29	2	6	25	-1	0	32	0	0	6	0	14	0	0	0	19	0	0	0	0	0	-1	-1	0	0	0	0	38	-1
c1265	0	29	-1	6	25	-1	0	-1	1	0	0	-1	14	0	-1	0	-1	49	0	40	0	0	-1	-1	0	0	0	0	-1	0
c1287	0	29	-1	0	-1	1	0	0	-1	0	7	0	0	0	0	0	0	0	0	0	0	0	29	0	29	-1	-1	-1	0	25
c1304	0	29	0	0	35	-1	-1	9	-1	-1	34	-1	0	41	0	0	-1	0	0	6	11	0	49	21	0	0	0	14	-1	-1
c1306	-1	29	0	6	25	29	0	0	0	0	-1	0	14	29	35	0	0	-1	-1	7	0	0	0	-1	0	48	0	-1	0	0
c1370	-1	29	0	6	25	29	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0
c1421	0	29	-1	-1	0	0	0	-1	14	21	0	-1	0	10	-1	-1	-1	-1	19	0	0	0	0	0	0	-1	0	0	28	-1
c1499	0	-1	0	0	35	0	0	2	-1	-1	0	0	0	41	22	35	0	0	-1	0	0	0	0	21	0	-1	-1	0	-1	0
c1873	0	-1	1	-1	0	0	0	2	-1	40	0	0	-1	0	22	0	0	0	0	-1	0	0	0	-1	-1	0	-1	0	41	-1
c1934	0	29	0	0	0	0	0	0	-1	0	0	50	0	0	0	0	0	21	-1	0	0	0	0	21	0	-1	0	30	0	0
c1953	0	29	0	0	-1	0	0	0	-1	0	29	41	-1	2	-1	0	0	0	0	0	1	0	0	21	0	0	0	30	0	0
c1987	-1	-1	-1	29	0	0	0	-1	-1	0	0	-1	-1	10	0	0	-1	-1	-1	0	0	16	0	0	-1	21	0	-1	-1	-1
