cellBC	cell_state
c2397	-16
c2455	-10
c3219	-1
c3439	-1
c4314	-4
c4655	-15
c4692	-14
c5115	-1
c5286	-10
c5332	-11
c6043	-2
c6094	-10
c6243	-1
c6626	-15
c6630	-16
c6665	-5
c6791	-6
c6940	-14
c6952	-4
c7071	-10
c7233	-12
c7416	-5
c7825	-1
c8206	-9
c8266	-5
c8299	-11
c8445	-14
c8506	-2
c8574	-2
c8650	-12
c8787	-15
c8802	-14
c8837	-7
c8906	-12
c9017	-8
c9043	-9
c9109	-4
c9160	-1
c9369	-13
c9377	-9
c9424	-12
c9480	-6
c9526	-11
c9553	-3
c9556	-5
c9688	-10
c9787	-9
c9972	-1
c10026	-16
c10078	-1
c10101	-5
c10110	-11
c10146	-14
c10272	-5
c10315	-15
c10464	-7
c10516	-4
c10520	-2
c10531	-9
c10532	-12
c10704	-4
c10765	-3
c10811	-9
c10903	-11
c10968	-6
c11032	-7
c11196	-8
c11197	-8
c11207	-4
c11246	-1
c11251	-16
c11271	-15
c11308	-9
c11311	-1
c11400	-15
c11475	-1
c11489	-12
c11549	-13
c11565	-5
c11595	-2
c11624	-14
c11630	-12
c11724	-2
c11758	-6
c11790	-12
c11829	-1
c11850	-3
c11885	-16
c11919	-11
c11932	-3
c11937	-3
c11940	-7
c11955	-11
c12013	-15
c12143	-13
c12294	-5
c12361	-9
c12367	-5
c12385	-16
c12391	-2
c12401	-15
c12417	-1
c12569	-2
c12573	-3
c12610	-4
c12647	-1
c12681	-1
c12686	-4
c12709	-4
c12715	-12
c12758	-7
c12770	-12
c12806	-5
c12877	-2
c12905	-12
c12982	-15
c13000	-5
c13056	-3
c13063	-16
c13155	-3
c13213	-13
c13238	-16
c13305	-7
c13310	-10
c13314	-8
c13331	-13
c13467	-12
c13523	-16
c13556	-2
c13586	-6
c13597	-3
c13644	-2
c13710	-14
c13813	-11
c13954	-6
c13956	-3
c13991	-8
c14023	-15
c14102	-3
c14152	-3
c14155	-7
c14192	-13
c14227	-4
c14267	-16
c14317	-12
c14453	-8
c14484	-6
c14491	-6
c14492	-6
c14521	-13
c14588	-6
c14612	-16
c14630	-11
c14641	-14
c14670	-1
c14674	-3
c14736	-3
c14743	-3
c14751	-15
c14769	-16
c14771	-8
c14776	-1
c14786	-13
c14943	-16
c14944	-3
c14977	-2
c15039	-1
c15078	-3
