cellBC	cell_state
c820	-13
c1054	-12
c1389	-11
c1510	-14
c2163	-4
c2267	-16
c2485	-14
c2559	-14
c2783	-8
c2796	-4
c2950	-1
c3187	-4
c3324	-1
c3325	-1
c3382	-1
c3383	-1
c3499	-3
c3621	-4
c3769	-3
c3856	-8
c3881	-1
c3906	-12
c3998	-8
c4006	-3
c4037	-4
c4256	-2
c4345	-2
c4347	-8
c4386	-12
c4568	-3
c4652	-2
c4758	-9
c4828	-6
c4887	-3
c4912	-4
c5000	-14
c5103	-4
c5115	-8
c5150	-16
c5188	-11
c5203	-9
c5213	-2
c5232	-11
c5269	-9
c5279	-8
c5311	-14
c5322	-12
c5364	-3
c5374	-13
c5449	-4
c5474	-9
c5509	-6
c5566	-1
c5600	-2
c5631	-13
c5734	-11
c5800	-14
c5805	-9
c5809	-4
c5847	-6
c5849	-11
c5866	-6
c5883	-3
c5890	-16
c5896	-11
c5939	-9
c5981	-8
c5998	-12
c6102	-9
c6103	-9
c6119	-6
c6120	-11
c6157	-16
c6172	-13
c6189	-4
c6190	-8
c6191	-8
c6199	-4
c6204	-2
c6243	-2
c6261	-16
c6282	-4
c6288	-14
c6306	-12
c6307	-12
c6341	-2
c6342	-9
c6359	-11
c6397	-16
c6404	-12
c6449	-9
c6459	-9
c6466	-9
c6505	-1
c6540	-6
c6567	-14
c6588	-11
c6597	-2
c6614	-14
c6621	-13
c6630	-3
c6665	-1
c6693	-13
c6709	-1
c6713	-8
c6727	-3
c6739	-12
c6763	-13
c6774	-14
c6790	-13
c6791	-13
c6804	-3
c6814	-13
c6857	-12
c6896	-9
c6918	-3
c6959	-16
c6965	-9
c6999	-11
c7017	-14
c7048	-6
c7094	-11
c7111	-16
c7119	-11
c7123	-12
c7194	-6
c7217	-6
c7238	-6
c7241	-14
c7265	-14
c7293	-3
c7339	-1
c7365	-6
c7447	-8
c7463	-14
c7476	-16
c7512	-4
c7523	-16
c7538	-2
c7580	-12
c7607	-6
c7626	-11
c7657	-3
c7663	-3
c7665	-11
c7677	-9
c7690	-9
c7757	-3
c7777	-11
c7786	-16
c7789	-14
c7809	-6
c7818	-2
c7828	-16
c7834	-8
c7860	-16
c7861	-16
c7869	-8
c7880	-3
c7884	-2
c7920	-12
c7960	-13
c7961	-13
c8014	-11
c8034	-16
c8067	-16
c8081	-1
c8113	-1
c8178	-3
c8192	-16
c8221	-12
c8223	-16
c8225	-6
c8243	-9
c8250	-8
c8253	-3
c8280	-4
c8292	-12
c8299	-9
c8328	-9
c8378	-13
c8400	-4
c8428	-3
c8433	-2
c8441	-12
c8498	-8
c8554	-4
c8556	-9
c8557	-9
c8603	-9
c8682	-4
c8691	-1
c8717	-8
c8740	-2
c8741	-2
c8778	-14
c8779	-14
c8823	-8
c8829	-4
c8831	-3
c8833	-14
c8866	-2
c8871	-4
c8896	-2
c8897	-2
c8925	-4
c8944	-16
c8948	-8
c8960	-8
c8970	-13
c8990	-14
c8991	-14
c9014	-16
c9015	-16
c9037	-6
c9103	-4
c9119	-13
c9123	-4
c9140	-13
c9153	-11
c9163	-3
c9167	-6
c9201	-13
c9229	-1
c9249	-4
c9295	-3
c9308	-2
c9324	-13
c9325	-13
c9337	-3
c9355	-4
c9378	-16
c9386	-8
c9432	-16
c9433	-16
c9439	-6
c9444	-4
c9458	-13
c9459	-13
c9472	-1
c9489	-3
c9499	-11
c9516	-14
c9582	-12
c9610	-14
c9619	-13
c9667	-16
c9679	-4
c9690	-2
c9691	-2
c9699	-16
c9717	-14
c9733	-13
c9753	-8
c9770	-12
c9786	-9
c9813	-3
c9816	-12
c9817	-12
c9828	-14
c9852	-6
c9880	-2
c9895	-8
c9997	-8
c10010	-14
c10025	-11
c10060	-1
c10061	-1
c10078	-4
c10106	-8
c10112	-2
c10140	-16
c10164	-11
c10170	-1
c10171	-1
c10176	-3
c10196	-3
c10211	-16
c10212	-4
c10231	-12
c10238	-12
c10239	-12
c10246	-3
c10266	-9
c10268	-11
c10269	-11
c10318	-2
c10319	-2
c10328	-8
c10342	-13
c10343	-13
c10356	-11
c10400	-9
c10402	-6
c10404	-3
c10413	-1
