	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1030	-1	-1	-1	0	-1	0	0	-1	0	-1	33	0	36	25	32	-1	-1	-1	0	26	0	0	-1	-1	6	21	32	20	0	2
c1075	33	-1	-1	0	37	0	0	0	-1	0	0	-1	21	-1	-1	0	-1	39	-1	-1	2	12	14	-1	23	0	-1	0	-1	-1
c1348	-1	-1	0	45	-1	0	0	15	-1	-1	-1	0	36	0	32	-1	-1	-1	0	26	-1	0	42	3	-1	-1	26	44	0	2
c1488	38	0	46	0	-1	0	38	0	-1	0	-1	39	-1	0	32	-1	12	0	50	-1	0	23	0	0	2	0	0	0	0	2
c1837	0	0	-1	12	-1	0	0	0	32	0	22	0	-1	-1	32	-1	0	0	0	0	-1	0	-1	33	3	0	0	-1	7	2
c1846	36	0	-1	0	0	46	12	25	0	0	29	37	0	32	32	33	-1	17	0	0	46	0	0	0	23	-1	46	-1	0	29
c1990	0	-1	-1	33	0	-1	0	0	0	0	0	0	-1	32	32	33	0	-1	0	3	-1	-1	0	0	23	0	0	0	0	0
c1996	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	36	0	32	-1	0	0	45	0	50	0	-1	-1	-1	-1	33	0	7	2
c2248	6	-1	21	0	-1	0	0	-1	0	36	-1	-1	36	25	32	-1	0	0	-1	26	0	0	45	0	6	-1	0	20	0	2
c2363	-1	-1	36	0	-1	0	0	0	-1	0	-1	0	36	34	32	-1	0	0	0	10	0	0	0	-1	0	0	44	0	-1	-1
c2368	33	0	-1	20	0	-1	0	10	30	-1	-1	2	0	-1	32	20	-1	0	-1	0	0	0	-1	0	23	0	21	0	7	-1
c2479	33	0	-1	0	-1	0	0	0	0	5	0	-1	36	0	-1	-1	0	0	0	-1	0	0	30	-1	30	0	-1	-1	-1	2
c2527	-1	0	0	-1	-1	0	39	0	0	-1	0	25	36	-1	32	-1	33	0	0	-1	-1	0	-1	0	0	0	0	21	27	-1
c2625	0	-1	0	0	-1	21	0	0	-1	-1	-1	0	36	0	32	-1	0	24	45	0	50	-1	-1	0	23	-1	33	0	7	-1
c2766	6	44	-1	0	-1	0	12	-1	0	0	0	0	36	25	32	-1	-1	25	27	-1	-1	0	10	0	6	12	0	-1	0	2
c2847	7	0	0	0	-1	12	0	0	0	-1	0	0	36	0	32	-1	0	0	0	10	-1	0	0	0	0	0	44	0	0	-1
c2894	30	0	-1	-1	0	46	21	0	0	12	0	29	41	32	32	-1	0	0	0	0	0	0	33	0	23	0	0	0	0	0
c2949	23	0	0	0	-1	0	-1	0	0	0	44	38	-1	0	32	-1	36	0	0	0	0	20	-1	0	-1	0	0	-1	7	2
c3113	0	0	-1	0	10	0	0	10	30	0	0	0	0	32	32	0	0	0	29	0	0	-1	-1	-1	-1	33	21	0	7	0
c3152	0	0	6	0	-1	-1	10	0	0	0	-1	-1	36	0	32	-1	28	0	0	0	0	37	30	0	0	0	0	-1	-1	2
c3527	0	0	0	-1	-1	0	50	-1	-1	0	-1	0	-1	0	-1	-1	5	0	0	-1	-1	36	0	-1	0	50	0	0	-1	2
