	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c3555	37	16	0	37	-1	-1	49	0	0	0	37	37	0	0	49	20	0	0	0	0	-1	3	0	-1	0	0	-1	35	0	0
c4022	-1	6	37	0	0	0	-1	0	0	0	0	40	6	-1	0	11	-1	0	0	11	-1	0	0	0	-1	0	6	43	0	0
c5109	37	0	0	48	48	37	-1	0	-1	0	-1	-1	0	0	0	-1	1	1	31	0	0	13	16	-1	0	0	0	-1	0	0
c5363	29	-1	37	0	0	11	-1	0	0	-1	0	0	0	0	0	0	5	39	-1	13	0	0	0	0	50	-1	6	-1	0	0
c5485	37	0	0	0	-1	-1	-1	0	28	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	24	-1	32	-1	24	-1	0	0
c5601	37	0	0	-1	48	-1	-1	0	0	0	-1	37	13	-1	-1	20	0	0	0	0	-1	3	0	-1	0	0	19	35	0	0
c6506	-1	0	33	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	37	0	1	0	-1	0	-1	6	-1	0	0	0	-1
c7038	-1	0	0	11	0	-1	0	24	1	24	-1	-1	0	0	0	0	-1	0	-1	34	0	-1	0	-1	50	-1	-1	0	0	49
c7409	37	0	0	48	48	0	-1	0	-1	0	0	0	0	0	0	37	0	-1	36	0	0	-1	16	-1	0	0	-1	0	-1	0
c7720	0	-1	0	0	0	0	-1	0	0	0	35	-1	11	0	0	16	0	0	5	0	0	-1	0	0	-1	0	6	37	43	49
c7908	0	0	-1	37	0	19	0	0	0	-1	0	-1	6	0	0	0	-1	-1	6	0	-1	-1	-1	-1	50	-1	6	0	0	-1
c8201	0	-1	0	0	0	0	0	0	0	42	0	0	34	0	14	45	43	-1	-1	14	0	0	0	39	50	35	-1	-1	0	14
c8518	0	0	0	-1	37	0	0	-1	6	0	24	0	0	0	0	0	-1	-1	0	0	-1	0	0	-1	50	-1	0	42	37	0
c8553	0	6	-1	50	0	0	0	11	6	43	24	36	6	0	0	0	-1	-1	15	0	0	-1	0	0	-1	0	14	-1	0	0
c8624	37	0	0	0	48	-1	0	-1	28	0	0	28	0	1	0	0	0	0	0	0	6	0	24	-1	32	-1	0	-1	0	30
c8890	37	0	-1	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	37	0	1	0	13	0	-1	-1	5	13	0	0	0
c8922	37	0	0	48	48	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	-1	0	-1	16	-1	0	0	48	7	0	0
c9202	-1	0	-1	50	-1	-1	0	0	6	0	24	0	-1	-1	-1	27	37	-1	0	0	16	45	37	-1	50	0	0	-1	0	0
c9232	-1	-1	-1	0	0	45	0	0	37	0	-1	-1	36	30	0	-1	0	11	14	0	-1	-1	0	0	50	-1	-1	0	-1	49
