	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
c1785	10	-1	-1	11	-1	-1	21	0	46	0	11	0	0	-1	0	4	-1	0	-1	30	29	-1	9	-1	0	0	8	45	0	-1
c1973	-1	16	0	0	-1	24	-1	35	0	-1	0	-1	0	0	0	4	0	-1	29	30	0	42	35	13	0	-1	-1	0	0	0
c2009	0	-1	30	0	-1	-1	0	37	0	-1	24	0	0	-1	0	4	-1	0	0	-1	29	-1	16	0	0	35	0	0	21	9
c2051	0	0	0	-1	-1	0	0	41	0	0	0	0	17	0	-1	4	30	-1	2	30	-1	-1	35	13	0	3	-1	0	0	0
c2391	-1	32	-1	11	-1	0	-1	0	46	-1	-1	0	0	-1	-1	4	-1	0	0	30	29	0	0	32	0	0	0	0	38	0
c2566	-1	0	-1	0	0	0	-1	0	14	-1	-1	35	0	35	-1	4	37	-1	-1	30	0	24	17	-1	-1	0	11	-1	0	0
c2587	0	0	30	3	-1	0	0	37	30	0	0	-1	45	-1	-1	4	-1	-1	-1	30	29	0	34	0	0	5	14	0	35	0
c2706	10	0	0	11	-1	30	30	39	46	0	-1	0	0	-1	0	4	-1	36	0	30	29	0	-1	0	0	0	-1	0	23	-1
c2790	10	0	0	11	-1	36	29	-1	46	6	46	0	0	-1	0	4	-1	-1	0	30	29	37	4	0	-1	0	0	0	0	0
c2886	-1	0	-1	-1	-1	42	47	0	0	0	0	0	35	0	0	-1	0	0	36	-1	-1	42	0	-1	-1	0	0	-1	14	48
c3097	-1	-1	-1	22	-1	0	0	37	-1	37	-1	0	0	-1	37	4	-1	0	5	30	29	42	35	13	0	0	-1	-1	21	0
c3480	17	0	0	42	-1	-1	0	-1	0	0	0	0	0	0	0	4	0	-1	-1	30	0	-1	-1	13	0	-1	0	0	30	0
c3538	0	-1	0	0	-1	0	0	0	44	-1	0	-1	0	46	0	4	41	0	0	30	-1	0	-1	13	9	0	0	-1	3	0
c3596	0	0	35	0	38	0	-1	0	-1	0	-1	37	27	0	0	4	1	0	0	30	-1	0	32	0	4	-1	0	0	-1	21
c3700	0	0	0	-1	-1	0	0	-1	0	0	0	-1	-1	-1	0	4	29	-1	0	30	-1	42	0	13	0	3	0	0	0	20
c3763	10	0	10	11	-1	30	-1	36	46	35	0	0	0	-1	-1	4	-1	36	0	30	29	0	9	0	-1	0	0	0	0	-1
c3995	-1	-1	-1	29	-1	13	0	0	11	3	0	0	32	0	3	4	0	-1	0	30	-1	2	24	0	9	0	-1	20	16	0
c4031	-1	-1	29	37	-1	47	-1	37	-1	37	5	0	0	0	-1	-1	-1	4	-1	30	0	42	-1	13	0	0	0	-1	0	34
c4115	0	0	0	0	-1	0	29	0	49	13	0	0	21	35	50	4	0	37	0	30	0	42	-1	13	-1	0	0	0	-1	0
c4202	-1	0	0	42	-1	0	0	-1	0	0	0	0	-1	-1	-1	4	-1	24	0	30	-1	0	-1	0	-1	0	0	-1	0	-1
c4225	30	45	0	42	-1	0	0	0	0	37	-1	0	0	-1	0	4	-1	24	0	30	-1	0	0	0	-1	-1	0	0	0	-1
c4246	0	-1	0	0	-1	0	0	47	0	0	-1	0	-1	-1	-1	4	29	-1	0	30	50	42	0	13	0	3	0	0	0	20
c4372	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	0	0	0	30	-1	42	35	13	-1	3	0	0	0	-1
c4460	19	0	0	37	-1	0	-1	37	-1	37	0	0	0	0	0	4	0	4	-1	30	0	42	35	13	-1	0	49	0	0	0
c4466	0	-1	0	0	-1	46	0	37	-1	-1	35	0	-1	0	0	4	0	-1	0	30	0	-1	35	13	35	0	0	3	21	0
c4607	0	24	0	-1	-1	0	0	-1	0	37	35	0	-1	0	29	4	0	-1	0	-1	36	42	35	13	29	0	0	3	-1	0
c4740	19	0	0	37	-1	0	-1	37	20	37	42	0	-1	0	-1	-1	-1	11	0	30	0	42	35	13	36	-1	0	0	-1	29
c4743	-1	0	-1	11	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	-1	0	30	29	0	9	0	0	0	27	-1	0	-1
c4755	-1	0	37	-1	-1	0	0	0	46	0	0	-1	42	-1	29	4	-1	0	0	30	29	30	0	-1	-1	0	0	-1	0	0
c4893	0	0	34	0	-1	0	-1	11	-1	0	25	0	0	0	0	4	0	0	0	30	0	42	-1	-1	-1	3	-1	10	0	0
c4923	10	10	0	-1	-1	30	-1	39	46	0	0	0	0	-1	0	4	-1	-1	0	30	29	0	9	0	0	-1	0	0	-1	-1
c4926	0	0	0	0	-1	-1	3	-1	29	-1	0	4	0	0	0	4	0	0	0	30	0	42	0	13	0	3	34	35	0	-1
c4952	30	0	0	42	-1	0	41	0	0	0	-1	38	0	-1	0	4	-1	24	0	-1	0	44	0	0	0	-1	0	0	-1	37
c4958	0	0	0	0	-1	0	29	0	0	0	-1	0	11	-1	-1	4	-1	0	0	30	0	42	0	13	0	0	0	-1	0	0
c5032	0	0	0	-1	-1	0	0	-1	2	-1	0	-1	0	0	-1	4	-1	-1	-1	30	0	0	-1	39	9	0	0	48	0	0
c5085	42	0	35	0	21	0	0	-1	0	17	17	0	27	-1	0	4	-1	0	0	30	0	0	32	35	47	0	47	0	0	0
c5097	0	21	0	0	-1	0	-1	0	30	-1	0	49	0	0	29	4	0	-1	-1	-1	0	42	0	-1	0	3	0	0	0	0
c5117	-1	-1	-1	42	-1	0	0	0	0	0	29	0	0	-1	0	4	-1	24	11	-1	-1	-1	0	0	0	16	0	0	0	0
c5129	0	-1	-1	0	0	-1	-1	0	14	16	17	35	0	35	-1	4	37	0	-1	30	0	0	17	0	0	0	11	-1	0	0
c5175	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	4	0	-1	0	30	-1	42	35	-1	-1	-1	0	0	0	0
c5341	-1	0	35	0	21	0	0	0	-1	17	17	0	27	-1	0	4	0	0	0	-1	0	30	32	35	0	0	47	-1	0	0
c5345	0	0	30	0	-1	0	11	37	0	0	24	0	32	-1	0	4	-1	0	0	30	29	34	16	0	0	-1	0	0	0	0
c5367	37	0	0	0	-1	0	-1	0	0	-1	-1	0	11	0	0	4	-1	0	-1	30	0	42	0	13	0	0	0	0	0	0
c5400	10	0	0	-1	-1	30	-1	39	-1	0	0	0	0	-1	0	4	-1	36	0	30	29	0	9	0	0	-1	0	0	0	-1
c5416	30	0	10	42	-1	-1	11	-1	-1	37	0	24	0	-1	-1	4	-1	24	0	30	0	43	-1	0	0	0	0	-1	0	0
