cellBC	cell_state
c1216	-13
c1495	-9
c1547	-11
c1575	-10
c1630	-12
c1812	-14
c1902	-11
c2155	-5
c2691	-12
c2835	-12
c2931	-6
c2970	-6
c2982	-12
c3005	-11
c3184	-12
c3308	-1
c3431	-8
c3465	-9
c3893	-4
c4035	-10
c4086	-8
c4215	-11
c4226	-3
c4383	-1
c4395	-6
c4409	-1
c4457	-8
c4704	-15
c4771	-3
c4835	-4
c4885	-5
c4940	-16
c5018	-14
c5058	-11
c5059	-11
c5129	-8
c5136	-6
c5190	-4
c5265	-9
c5285	-14
c5304	-9
c5321	-16
c5436	-5
c5462	-7
c5466	-12
c5649	-9
c5650	-9
c5723	-5
c5729	-1
c5738	-15
c5881	-11
c5917	-8
c5929	-5
c5981	-9
c5986	-11
c5987	-11
c6147	-1
c6180	-9
c6213	-15
c6333	-5
c6335	-7
c6340	-13
c6393	-5
c6397	-1
c6407	-2
c6444	-15
c6478	-16
c6533	-15
c6568	-7
c6620	-7
c6667	-8
c6741	-4
c6756	-13
c6765	-4
c6785	-13
c6800	-12
c6827	-1
c6828	-13
c6829	-13
c6844	-5
c6845	-5
c6996	-3
c7032	-14
c7033	-14
c7045	-14
c7050	-14
c7147	-14
c7214	-10
c7253	-10
c7267	-12
c7272	-3
c7352	-15
c7362	-3
c7370	-14
c7372	-8
c7413	-8
c7415	-10
c7522	-15
c7654	-14
c7697	-2
c7782	-3
c7865	-6
c7877	-9
c7943	-13
c7955	-14
c7970	-13
c7990	-2
c8018	-10
c8024	-7
c8071	-3
c8094	-6
c8117	-7
c8122	-4
c8144	-3
c8147	-14
c8165	-9
c8273	-9
c8280	-8
c8292	-3
c8300	-10
c8311	-13
c8318	-5
c8322	-3
c8339	-12
c8348	-12
c8356	-1
c8360	-14
c8378	-8
c8395	-7
c8420	-15
c8442	-1
c8459	-9
c8475	-13
c8487	-1
c8505	-9
c8531	-2
c8533	-1
c8598	-9
c8630	-12
c8635	-15
c8665	-10
c8684	-5
c8696	-5
c8731	-10
c8745	-7
c8755	-12
c8815	-11
c8893	-5
c8936	-16
c8937	-16
c9098	-14
c9147	-1
c9167	-16
c9178	-8
c9187	-3
c9208	-13
c9212	-4
c9232	-14
c9309	-10
c9336	-11
c9359	-5
c9369	-4
c9383	-11
c9393	-11
c9399	-4
c9406	-15
c9442	-10
c9450	-14
c9480	-2
c9525	-5
c9526	-13
c9527	-13
c9542	-5
c9582	-13
c9585	-16
c9639	-16
c9640	-6
c9649	-9
c9670	-7
